"","X","ADM0_EN","ADM1_EN","ADM2_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1",1,"China","Anhui Province","Anqing",83,3,0,0,80,"2020-29FEB"
"2",2,"China","Anhui Province","Bengbu",160,11,0,5,144,"2020-29FEB"
"3",3,"China","Anhui Province","Bozhou",108,7,0,0,101,"2020-29FEB"
"4",4,"China","Anhui Province","Chizhou",17,4,0,0,13,"2020-29FEB"
"5",5,"China","Anhui Province","Chuzhou",13,2,0,0,11,"2020-29FEB"
"6",6,"China","Anhui Province","Fuyang",155,21,0,0,134,"2020-29FEB"
"7",7,"China","Anhui Province","Hefei",174,30,0,1,143,"2020-29FEB"
"8",8,"China","Anhui Province","Huaibei",27,3,0,0,24,"2020-29FEB"
"9",9,"China","Anhui Province","Huainan",54,12,0,0,42,"2020-29FEB"
"10",11,"China","Anhui Province","Huangshan",9,2,0,0,7,"2020-29FEB"
"11",12,"China","Anhui Province","Lu'an",69,12,0,0,57,"2020-29FEB"
"12",13,"China","Anhui Province","Ma'anshan",38,5,0,0,33,"2020-29FEB"
"13",14,"China","Anhui Province","Suzhou",41,5,0,0,36,"2020-29FEB"
"14",15,"China","Anhui Province","Tongling",29,0,0,0,29,"2020-29FEB"
"15",16,"China","Anhui Province","Wuhu",34,3,0,0,31,"2020-29FEB"
"16",17,"China","Anhui Province","Xuancheng",6,2,0,0,4,"2020-29FEB"
"17",18,"China","Beijing Municipality","Area to be Identified",0,-264,0,8,256,"2020-29FEB"
"18",19,"China","Beijing Municipality","Beijing Municipality",411,396,0,0,15,"2020-29FEB"
"19",40,"China","Chongqing Municipality","Chongqing Municipality",576,132,0,6,438,"2020-29FEB"
"20",80,"China","Fujian Province","Fuzhou",72,1,0,1,70,"2020-29FEB"
"21",81,"China","Fujian Province","Longyan",6,0,0,0,6,"2020-29FEB"
"22",82,"China","Fujian Province","Nanping",20,6,0,0,14,"2020-29FEB"
"23",83,"China","Fujian Province","Ningde",26,3,0,0,23,"2020-29FEB"
"24",84,"China","Fujian Province","Putian",56,20,0,0,36,"2020-29FEB"
"25",85,"China","Fujian Province","Quanzhou",47,15,0,0,32,"2020-29FEB"
"26",86,"China","Fujian Province","Sanming",14,2,0,0,12,"2020-29FEB"
"27",87,"China","Fujian Province","Xiamen",35,1,0,0,34,"2020-29FEB"
"28",88,"China","Fujian Province","Zhangzhou",20,4,0,0,16,"2020-29FEB"
"29",89,"China","Gansu province","Area to be identified",0,0,0,0,0,"2020-29FEB"
"30",90,"China","Gansu province","Baiyin",4,0,0,0,4,"2020-29FEB"
"31",91,"China","Gansu province","Dingxi",9,1,0,0,8,"2020-29FEB"
"32",92,"China","Gansu province","Gannan Tibetan Autonomous Prefecture",8,0,0,0,8,"2020-29FEB"
"33",93,"China","Gansu province","Jiayuguan",0,0,0,0,0,"2020-29FEB"
"34",94,"China","Gansu province","Jinchang",1,0,0,0,1,"2020-29FEB"
"35",95,"China","Gansu province","Jiuquan",0,0,0,0,0,"2020-29FEB"
"36",96,"China","Gansu province","Lanzhou",36,2,0,2,32,"2020-29FEB"
"37",97,"China","Gansu province","Linxia Hui Autonomous Prefecture",3,0,0,0,3,"2020-29FEB"
"38",98,"China","Gansu province","Longnan",4,0,0,0,4,"2020-29FEB"
"39",99,"China","Gansu province","Pingliang",9,3,0,0,6,"2020-29FEB"
"40",100,"China","Gansu province","Qingyang",3,1,0,0,2,"2020-29FEB"
"41",101,"China","Gansu province","Tianshui",12,0,0,0,12,"2020-29FEB"
"42",102,"China","Gansu province","Wuwei",0,0,0,0,0,"2020-29FEB"
"43",103,"China","Gansu province","Zhangye",2,0,0,0,2,"2020-29FEB"
"44",104,"China","Guangdong Province","Area to be identified",0,-27,0,0,27,"2020-29FEB"
"45",105,"China","Guangdong Province","Chaozhou",5,0,0,0,5,"2020-29FEB"
"46",106,"China","Guangdong Province","Dongguan",99,35,0,1,63,"2020-29FEB"
"47",107,"China","Guangdong Province","Foshan",84,37,0,0,47,"2020-29FEB"
"48",108,"China","Guangdong Province","Guangzhou",346,97,0,1,248,"2020-29FEB"
"49",109,"China","Guangdong Province","Heyuan",4,0,0,0,4,"2020-29FEB"
"50",110,"China","Guangdong Province","Huizhou",62,4,0,0,58,"2020-29FEB"
"51",111,"China","Guangdong Province","Jiangmen",23,10,0,0,13,"2020-29FEB"
"52",112,"China","Guangdong Province","Jieyang",8,2,0,0,6,"2020-29FEB"
"53",113,"China","Guangdong Province","Maoming",14,5,0,0,9,"2020-29FEB"
"54",114,"China","Guangdong Province","Meizhou",16,4,0,0,12,"2020-29FEB"
"55",115,"China","Guangdong Province","Qingyuan",12,0,0,0,12,"2020-29FEB"
"56",116,"China","Guangdong Province","Shantou",50,6,0,0,44,"2020-29FEB"
"57",118,"China","Guangdong Province","Shanwei",5,0,0,0,5,"2020-29FEB"
"58",119,"China","Guangdong Province","Shaoguan",10,1,0,0,9,"2020-29FEB"
"59",120,"China","Guangdong Province","Shenzhen",417,115,0,3,299,"2020-29FEB"
"60",121,"China","Guangdong Province","Yangjiang",14,3,0,0,11,"2020-29FEB"
