"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",950,723,0,6,221,"2020-15FEB"
"18","China","Beijing Municipality",375,273,0,4,98,"2020-15FEB"
"38","China","Chongqing Municipality",544,355,0,5,184,"2020-15FEB"
"78","China","Fujian Province",287,210,0,0,77,"2020-15FEB"
"87","China","Gansu province",90,39,0,2,49,"2020-15FEB"
"102","China","Guangdong Province",1294,882,0,2,410,"2020-15FEB"
"126","China","Guangxi Zhuang Autonomous Region",237,189,0,2,46,"2020-15FEB"
"141","China","Guizhou Province",143,101,0,1,41,"2020-15FEB"
"150","China","Hainan Province",162,119,0,4,39,"2020-15FEB"
"169","China","Hebei Province",300,197,0,3,100,"2020-15FEB"
"180","China","Heilongjiang Province",445,364,0,11,70,"2020-15FEB"
"193","China","Henan Province",1231,821,0,13,397,"2020-15FEB"
"213","China","Hong Kong Special Administrative Region",56,54,0,1,1,"2020-15FEB"
"214","China","Hubei Province",56249,49030,0,1596,5623,"2020-15FEB"
"232","China","Hunan Province",1001,574,0,2,425,"2020-15FEB"
"246","China","Inner Mongolia Autonomous Region",68,61,0,0,7,"2020-15FEB"
"259","China","Jiangsu Province",604,418,0,0,186,"2020-15FEB"
"272","China","Jiangxi Province",913,702,0,1,210,"2020-15FEB"
"284","China","Jilin Province",89,60,0,1,28,"2020-15FEB"
"295","China","Liaoning Province",119,87,0,1,31,"2020-15FEB"
"309","China","Macao Special Administrative Region",10,7,0,0,3,"2020-15FEB"
"310","China","Ningxia Hui Autonomous Region",70,37,0,0,33,"2020-15FEB"
"317","China","Qinghai Province",18,5,0,0,13,"2020-15FEB"
"325","China","Shaanxi Province",232,172,0,0,60,"2020-15FEB"
"337","China","Shandong Province",537,371,0,2,164,"2020-15FEB"
"354","China","Shanghai Municipality",328,203,0,1,124,"2020-15FEB"
"373","China","Shanxi Province",128,82,0,0,46,"2020-15FEB"
"384","China","Sichuan Province",470,350,0,1,119,"2020-15FEB"
"405","China","Taiwan Province",18,16,0,0,2,"2020-15FEB"
"406","China","Tianjin Municipality",122,82,0,3,37,"2020-15FEB"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-15FEB"
"430","China","Xinjiang Uygur Autonomous Region",70,59,0,1,10,"2020-15FEB"
"453","China","Yunnan Province",168,126,0,0,42,"2020-15FEB"
"469","China","Zhejiang Province",1162,734,0,0,428,"2020-15FEB"
