"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",39,0,0,0,0,"2020-25JAN"
"18","China","Beijing Municipality",41,0,0,0,2,"2020-25JAN"
"38","China","Chongqing Municipality",57,0,0,0,0,"2020-25JAN"
"78","China","Fujian Province",18,0,20,0,0,"2020-25JAN"
"87","China","Gansu province",4,0,0,0,0,"2020-25JAN"
"102","China","Guangdong Province",78,0,0,0,2,"2020-25JAN"
"126","China","Guangxi Zhuang Autonomous Region",23,0,0,0,0,"2020-25JAN"
"141","China","Guizhou Province",4,0,0,0,0,"2020-25JAN"
"150","China","Hainan Province",19,0,0,0,0,"2020-25JAN"
"169","China","Hebei Province",8,0,0,1,0,"2020-25JAN"
"180","China","Heilongjiang Province",9,0,0,1,0,"2020-25JAN"
"193","China","Henan Province",32,0,0,0,0,"2020-25JAN"
"213","China","Hong Kong Special Administrative Region",5,0,0,0,0,"2020-25JAN"
"214","China","Hubei Province",761,0,0,40,32,"2020-25JAN"
"232","China","Hunan Province",43,0,0,0,0,"2020-25JAN"
"246","China","Inner Mongolia Autonomous Region",7,0,0,0,0,"2020-25JAN"
"259","China","Jiangsu Province",18,0,0,0,1,"2020-25JAN"
"272","China","Jiangxi Province",18,0,0,0,0,"2020-25JAN"
"284","China","Jilin Province",4,0,0,0,0,"2020-25JAN"
"295","China","Liaoning Province",17,0,0,0,0,"2020-25JAN"
"309","China","Macao Special Administrative Region",2,0,0,0,0,"2020-25JAN"
"310","China","Ningxia Hui Autonomous Region",3,0,0,0,0,"2020-25JAN"
"317","China","Qinghai Province",1,0,0,0,0,"2020-25JAN"
"325","China","Shaanxi Province",15,0,0,0,0,"2020-25JAN"
"337","China","Shandong Province",27,0,0,0,0,"2020-25JAN"
"354","China","Shanghai Municipality",33,0,0,0,1,"2020-25JAN"
"373","China","Shanxi Province",6,0,0,0,0,"2020-25JAN"
"384","China","Sichuan Province",28,0,0,0,0,"2020-25JAN"
"405","China","Taiwan Province",3,0,0,0,0,"2020-25JAN"
"406","China","Tianjin Municipality",10,0,0,0,0,"2020-25JAN"
"423","China","Tibet Autonomous Region",0,0,0,0,0,"2020-25JAN"
"424","China","Xinjiang Uygur Autonomous Region",3,0,0,0,0,"2020-25JAN"
"447","China","Yunnan Province",11,0,0,0,0,"2020-25JAN"
"463","China","Zhejiang Province",62,0,0,0,1,"2020-25JAN"
