"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","4860","36"
"Hispanic/Latino","American Indian/Alaska Native","282","1"
"Hispanic/Latino","Asian","469","6"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","352","6"
"Hispanic/Latino","Other","45023","427"
"Hispanic/Latino","Unknown","22120","9"
"Hispanic/Latino","White","58990","720"
"Non-Hispanic/Latino","African-American/Black","325729","8018"
"Non-Hispanic/Latino","American Indian/Alaska Native","601","19"
"Non-Hispanic/Latino","Asian","23298","411"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","935","15"
"Non-Hispanic/Latino","Other","21326","255"
"Non-Hispanic/Latino","Unknown","11767","10"
"Non-Hispanic/Latino","White","471527","14070"
"Unknown","African-American/Black","28300","24"
"Unknown","American Indian/Alaska Native","221","0"
"Unknown","Asian","5002","2"
"Unknown","Native Hawaiian/Pacific Islander","215","0"
"Unknown","Other","28880","16"
"Unknown","Unknown","162437","68"
"Unknown","White","42957","47"
