"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2387","14"
"Hispanic/Latino","American Indian/Alaska Native","129","0"
"Hispanic/Latino","Asian","250","1"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","179","1"
"Hispanic/Latino","Other","28101","277"
"Hispanic/Latino","Unknown","13289","10"
"Hispanic/Latino","White","37257","467"
"Non-Hispanic/Latino","African-American/Black","177223","4725"
"Non-Hispanic/Latino","American Indian/Alaska Native","337","10"
"Non-Hispanic/Latino","Asian","13302","261"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","539","7"
"Non-Hispanic/Latino","Other","9451","44"
"Non-Hispanic/Latino","Unknown","8478","54"
"Non-Hispanic/Latino","White","259090","7922"
"Unknown","African-American/Black","25790","30"
"Unknown","American Indian/Alaska Native","134","0"
"Unknown","Asian","3250","2"
"Unknown","Native Hawaiian/Pacific Islander","167","0"
"Unknown","Other","24954","21"
"Unknown","Unknown","146790","63"
"Unknown","White","39682","55"
