"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1413","13"
"Hispanic/Latino","American Indian/Alaska Native","59","0"
"Hispanic/Latino","Asian","137","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","120","0"
"Hispanic/Latino","Other","19157","189"
"Hispanic/Latino","Unknown","8006","6"
"Hispanic/Latino","White","26269","339"
"Non-Hispanic/Latino","African-American/Black","108150","3472"
"Non-Hispanic/Latino","American Indian/Alaska Native","187","10"
"Non-Hispanic/Latino","Asian","6885","160"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","315","7"
"Non-Hispanic/Latino","Other","4936","16"
"Non-Hispanic/Latino","Unknown","3783","11"
"Non-Hispanic/Latino","White","146923","4730"
"Unknown","African-American/Black","15581","13"
"Unknown","American Indian/Alaska Native","90","0"
"Unknown","Asian","1894","1"
"Unknown","Native Hawaiian/Pacific Islander","109","0"
"Unknown","Other","6338","5"
"Unknown","Unknown","79146","31"
"Unknown","White","22871","24"
