"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","9062","43"
"Hispanic/Latino","American Indian/Alaska Native","603","3"
"Hispanic/Latino","Asian","1043","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","643","4"
"Hispanic/Latino","Other","60128","485"
"Hispanic/Latino","Unknown","37456","8"
"Hispanic/Latino","White","86876","909"
"Non-Hispanic/Latino","African-American/Black","502149","9743"
"Non-Hispanic/Latino","American Indian/Alaska Native","1109","29"
"Non-Hispanic/Latino","Asian","42999","500"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1355","15"
"Non-Hispanic/Latino","Other","34324","154"
"Non-Hispanic/Latino","Unknown","18874","7"
"Non-Hispanic/Latino","White","695210","17568"
"Unknown","African-American/Black","43993","15"
"Unknown","American Indian/Alaska Native","728","0"
"Unknown","Asian","7420","2"
"Unknown","Native Hawaiian/Pacific Islander","421","0"
"Unknown","Other","33878","9"
"Unknown","Unknown","276560","102"
"Unknown","White","54764","33"
