"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths"
"Appling","2511","US-13001","13","1","18561","209","71","13528.37","382.52","1476.21","274","553","5"
"Atkinson","1049","US-13003","13","3","8330","151","21","12593.04","252.1","1032.41","86","359","3"
"Bacon","1694","US-13005","13","5","11404","122","35","14854.44","306.91","1315.33","150","515","11"
"Baker","224","US-13007","13","7","3116","41","11","7188.7","353.02","545.57","17","118","0"
"Baldwin","4747","US-13009","13","9","44428","354","130","10684.7","292.61","1114.16","495","1191","18"
"Banks","2035","US-13011","13","11","19982","242","45","10184.17","225.2","830.75","166","260","3"
"Barrow","11150","US-13013","13","13","86383","756","152","12907.63","175.96","1129.85","976","1498","5"
"Bartow","13484","US-13015","13","15","110771","902","237","12172.86","213.95","1050.82","1164","4456","24"
"Ben Hill","1780","US-13017","13","17","16645","173","64","10693.9","384.5","654.85","109","1176","23"
"Berrien","1420","US-13019","13","19","19276","81","40","7366.67","207.51","684.79","132","1742","13"
"Bibb","18036","US-13021","13","21","152150","2053","455","11854.09","299.05","1162.67","1769","4495","50"
"Bleckley","999","US-13023","13","23","12838","56","33","7781.59","257.05","646.52","83","1076","20"
"Brantley","1715","US-13025","13","25","19202","120","48","8931.36","249.97","1770.65","340","1068","6"
"Brooks","1282","US-13027","13","27","15727","100","41","8151.59","260.7","782.09","123","892","13"
"Bryan","4123","US-13029","13","29","39137","251","41","10534.79","104.76","1576.51","617","1511","3"
"Bulloch","7432","US-13031","13","31","79467","253","77","9352.31","96.9","1254.61","997","2969","62"
"Burke","2120","US-13033","13","33","22342","179","42","9488.86","187.99","555.01","124","1226","26"
"Butts","2946","US-13035","13","35","25174","158","85","11702.55","337.65","1195.68","301","1117","7"
"Calhoun","578","US-13037","13","37","6317","85","17","9149.91","269.12","902.33","57","198","0"
"Camden","5218","US-13039","13","39","53924","191","58","9676.58","107.56","1060.75","572","1324","10"
"Candler","1028","US-13043","13","43","10837","72","39","9486.02","359.88","1144.23","124","388","31"
"Carroll","8861","US-13045","13","45","120119","364","137","7376.85","114.05","520.32","625","5747","121"
"Catoosa","7146","US-13047","13","47","68771","281","71","10391.01","103.24","952.44","655","986","8"
"Charlton","1586","US-13049","13","49","13251","85","34","11968.91","256.58","596.18","79","445","9"
"Chatham","29321","US-13051","13","51","292176","2144","496","10035.39","169.76","1062.37","3104","4745","29"
"Chattahoochee","4382","US-13053","13","53","10749","35","13","40766.58","120.94","446.55","48","724","4"
"Chattooga","2934","US-13055","13","55","24766","208","68","11846.89","274.57","1817.01","450","775","9"
"Cherokee","27732","US-13057","13","57","266617","1607","345","10401.44","129.4","887.79","2367","10952","18"
"Clarke","15552","US-13059","13","59","129779","602","149","11983.45","114.81","1016.34","1319","2520","6"
"Clay","219","US-13061","13","61","2855","12","3","7670.75","105.08","525.39","15","76","0"
"Clayton","30388","US-13063","13","63","304838","1723","543","9968.57","178.13","748.59","2282","3663","30"
"Clinch","941","US-13065","13","65","6656","72","28","14137.62","420.67","1126.8","75","307","2"
"Cobb","74334","US-13067","13","67","790588","3808","1098","9402.37","138.88","661.79","5232","22549","96"
"Coffee","5666","US-13069","13","69","43042","774","158","13163.89","367.08","1150.04","495","1373","35"
"Colquitt","4828","US-13071","13","71","45393","298","91","10636","200.47","1112.51","505","1731","44"
"Columbia","13347","US-13073","13","73","158631","576","178","8413.87","112.21","643","1020","8449","46"
"Cook","1564","US-13075","13","75","17437","116","44","8969.43","252.34","957.73","167","1740","4"
"Coweta","11053","US-13077","13","77","152001","532","242","7271.66","159.21","765.78","1164","7293","14"
"Crawford","704","US-13079","13","79","12228","85","23","5757.28","188.09","588.81","72","237","2"
"Crisp","1706","US-13081","13","81","22289","176","61","7654","273.68","318.54","71","1042","35"
"Dade","1588","US-13083","13","83","16162","65","14","9825.52","86.62","1045.66","169","275","1"
"Dawson","3553","US-13085","13","85","27021","282","50","13149.03","185.04","1624.66","439","412","1"
"DeKalb","70096","US-13089","13","89","793154","5505","1033","8837.63","130.24","508.73","4035","10214","88"
"Decatur","2915","US-13087","13","87","26322","186","67","11074.39","254.54","1120.74","295","1141","15"
"Dodge","1369","US-13091","13","91","20385","115","57","6715.72","279.62","784.89","160","1820","55"
"Dooly","961","US-13093","13","93","13400","97","34","7171.64","253.73","447.76","60","429","15"
"Dougherty","7468","US-13095","13","95","89905","1181","318","8306.55","353.71","985.48","886","2932","24"
"Douglas","15199","US-13097","13","97","151906","1021","204","10005.53","134.29","895.95","1361","4314","46"
"Early","1439","US-13099","13","99","10146","89","44","14182.93","433.67","1330.57","135","249","6"
"Echols","386","US-13101","13","101","3969","13","4","9725.37","100.78","176.37","7","271","5"
"Effingham","6026","US-13103","13","103","64026","371","90","9411.8","140.57","1530.63","980","1565","3"
"Elbert","1775","US-13105","13","105","18945","144","61","9369.23","321.98","760.1","144","979","15"
"Emanuel","2413","US-13107","13","107","22664","142","56","10646.84","247.09","1522.24","345","1383","31"
"Evans","1052","US-13109","13","109","10687","99","24","9843.74","224.57","917","98","411","15"
"Fannin","2734","US-13111","13","111","26320","212","73","10387.54","277.36","1063.83","280","441","9"
"Fayette","8518","US-13113","13","113","117544","422","171","7246.65","145.48","706.12","830","3162","16"
"Floyd","12957","US-13115","13","115","99916","999","209","12967.89","209.18","1839.55","1838","2526","45"
"Forsyth","22719","US-13117","13","117","252507","1110","211","8997.37","83.56","888.69","2244","5873","9"
"Franklin","2888","US-13119","13","119","23329","198","52","12379.44","222.9","964.46","225","484","10"
"Fulton","99760","US-13121","13","121","1099181","6137","1424","9075.85","129.55","533.03","5859","18475","112"
"Gilmer","3096","US-13123","13","123","31417","260","83","9854.54","264.19","894.42","281","836","15"
"Glascock","167","US-13125","13","125","3025","25","7","5520.66","231.4","99.17","3","192","12"
"Glynn","11189","US-13127","13","127","86047","563","226","13003.36","262.65","2524.2","2172","2468","23"
"Gordon","7744","US-13129","13","129","58049","374","125","13340.45","215.34","1093.9","635","2283","15"
"Grady","2085","US-13131","13","131","24540","208","60","8496.33","244.5","578.65","142","1017","15"
"Greene","1971","US-13133","13","133","18717","157","57","10530.53","304.54","886.89","166","442","8"
"Gwinnett","98467","US-13135","13","135","971145","5660","1184","10139.27","121.92","452.46","4394","18652","80"
"Habersham","5561","US-13137","13","137","45800","542","160","12141.92","349.34","1124.45","515","634","9"
"Hall","29608","US-13139","13","139","206349","2828","496","14348.51","240.37","936.28","1932","2903","26"
"Hancock","951","US-13141","13","141","8193","115","67","11607.47","817.77","646.89","53","100","4"
"Haralson","2058","US-13143","13","143","30722","84","37","6698.78","120.43","553.35","170","1244","57"
"Harris","2794","US-13145","13","145","34712","199","67","8049.09","193.02","625.14","217","503","2"
"Hart","2062","US-13147","13","147","26107","143","41","7898.26","157.05","524.76","137","947","18"
"Heard","928","US-13149","13","149","12370","55","19","7502.02","153.6","1188.36","147","391","5"
"Henry","25412","US-13151","13","151","239866","856","345","10594.25","143.83","1036.41","2486","8106","26"
"Houston","14093","US-13153","13","153","157039","979","216","8974.2","137.55","1065.98","1674","6948","68"
"Irwin","864","US-13155","13","155","9433","87","19","9159.33","201.42","413.44","39","466","12"
"Jackson","10957","US-13157","13","157","74700","660","152","14668.01","203.48","1431.06","1069","1692","13"
"Jasper","872","US-13159","13","159","14199","78","23","6141.28","161.98","683.15","97","1024","20"
"Jeff Davis","1659","US-13161","13","161","15148","109","38","10951.94","250.86","924.21","140","1001","7"
"Jefferson","1749","US-13163","13","163","15313","178","61","11421.67","398.35","417.95","64","636","9"
"Jenkins","856","US-13165","13","165","8576","90","40","9981.34","466.42","419.78","36","229","5"
"Johnson","956","US-13167","13","167","9661","105","43","9895.46","445.09","848.77","82","473","7"
"Jones","2219","US-13169","13","169","28591","196","59","7761.18","206.36","1070.27","306","643","6"
"Lamar","2030","US-13171","13","171","19347","150","59","10492.58","304.96","1452.42","281","981","11"
"Lanier","683","US-13173","13","173","10351","31","10","6598.4","96.61","637.62","66","599","4"
"Laurens","4996","US-13175","13","175","47296","386","165","10563.26","348.87","1129.06","534","2833","25"
"Lee","2282","US-13177","13","177","29971","250","63","7614.03","210.2","1101.06","330","1808","8"
"Liberty","5632","US-13179","13","179","61904","277","70","9097.96","113.08","1760.79","1090","844","6"
"Lincoln","634","US-13181","13","181","8125","62","25","7803.08","307.69","713.85","58","410","3"
"Long","1137","US-13183","13","183","19915","57","12","5709.26","60.26","898.82","179","303","2"
"Lowndes","10025","US-13185","13","185","117878","437","169","8504.56","143.37","606.56","715","9116","70"
"Lumpkin","3771","US-13187","13","187","33802","368","74","11156.14","218.92","1464.41","495","236","12"
"Macon","774","US-13193","13","193","12988","96","33","5959.35","254.08","577.46","75","372","5"
"Madison","3554","US-13195","13","195","30177","192","50","11777.18","165.69","1411.67","426","622","10"
"Marion","582","US-13197","13","197","8293","47","25","7017.97","301.46","783.79","65","261","3"
"McDuffie","1983","US-13189","13","189","21597","187","49","9181.83","226.88","361.16","78","1085","7"
"McIntosh","1271","US-13191","13","191","14567","71","18","8725.2","123.57","2121.23","309","260","3"
"Meriwether","1948","US-13199","13","199","21020","190","81","9267.36","385.35","851.57","179","689","12"
"Miller","897","US-13201","13","201","5764","45","9","15562.11","156.14","1596.11","92","205","5"
