county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,208,13,36,1120.63
Atkinson,83,2,13,996.4
Bacon,186,3,15,1631.01
Baker,36,3,12,1155.33
Baldwin,433,33,74,974.61
Banks,111,0,18,555.5
Barrow,409,25,98,473.47
Bartow,573,39,148,517.28
Ben Hill,113,1,10,678.88
Berrien,83,0,4,430.59
Bibb,583,37,157,383.17
Bleckley,53,1,4,412.84
Brantley,72,2,6,374.96
Brooks,106,11,11,674
Bryan,90,5,18,229.96
Bulloch,119,3,15,149.75
Burke,128,6,31,572.91
Butts,248,32,28,985.14
Calhoun,154,6,22,2437.87
Camden,76,1,8,140.94
Candler,19,0,4,175.33
Carroll,621,40,111,516.99
Catoosa,256,6,22,372.25
Charlton,36,2,6,271.68
Chatham,685,31,147,234.45
Chattahoochee,305,1,7,2837.47
Chattooga,46,2,3,185.74
Cherokee,1064,39,165,399.07
Clarke,363,15,54,279.71
Clay,55,2,5,1926.44
Clayton,1518,75,208,497.97
Clinch,83,2,10,1247
Cobb,3751,224,790,474.46
Coffee,380,15,82,882.86
Colquitt,713,17,61,1570.73
Columbia,329,8,40,207.4
Cook,86,1,10,493.2
Coweta,538,14,54,353.95
Crawford,32,0,4,261.69
Crisp,255,11,41,1144.06
Dade,54,1,3,334.12
Dawson,123,3,20,455.2
DeKalb,4541,158,780,572.52
Decatur,239,8,25,907.99
Dodge,62,2,8,304.15
Dooly,194,12,41,1447.76
Dougherty,1836,151,451,2042.16
Douglas,698,34,156,459.49
Early,252,31,24,2483.74
Echols,165,0,6,4157.22
Effingham,91,1,13,142.13
Elbert,88,0,7,464.5
Emanuel,52,2,8,229.44
Evans,12,0,0,112.29
Fannin,73,1,6,277.36
Fayette,271,16,40,230.55
Floyd,387,15,49,387.33
Forsyth,627,14,80,248.31
Franklin,146,1,13,625.83
Fulton,5325,301,978,484.45
Gilmer,175,2,22,557.02
Glascock,2,0,0,66.12
Glynn,214,3,20,248.7
Gordon,273,18,37,470.29
Grady,153,4,32,623.47
Greene,87,8,19,464.82
Gwinnett,5753,159,822,592.39
Habersham,624,33,86,1362.45
Hall,2874,58,398,1392.79
Hancock,203,30,37,2477.72
Haralson,62,4,16,201.81
Harris,232,8,31,668.36
Hart,46,0,2,176.2
Heard,45,3,8,363.78
Henry,905,31,100,377.29
Houston,479,20,111,305.02
Irwin,42,1,8,445.25
Jackson,283,7,40,378.85
Jasper,61,1,8,429.61
Jeff Davis,66,2,5,435.7
Jefferson,63,1,10,411.42
Jenkins,62,9,17,722.95
Johnson,78,2,14,807.37
Jones,51,0,4,178.38
Lamar,85,5,12,439.34
Lanier,108,2,9,1043.38
Laurens,125,1,17,264.29
Lee,374,22,66,1247.87
Liberty,98,1,15,158.31
Lincoln,18,1,6,221.54
Long,27,1,2,135.58
Lowndes,813,4,70,689.7
Lumpkin,116,1,26,343.17
Macon,112,8,36,862.33
Madison,75,2,13,248.53
Marion,68,3,12,819.97
McDuffie,76,5,20,351.9
McIntosh,20,1,2,137.3
Meriwether,139,3,19,661.27
Miller,45,0,3,780.71
Mitchell,432,39,96,1958.65
Monroe,135,15,26,486.89
Montgomery,24,0,2,260.19
Morgan,42,0,5,219.46
Murray,155,1,14,384.99
Muscogee,1113,33,171,580.82
Newton,452,11,76,402.3
Non-Georgia Resident,2872,40,163,0
Oconee,131,10,23,313.87
Oglethorpe,77,7,15,505.25
Paulding,437,14,86,253.27
Peach,92,9,25,336.07
Pickens,75,4,16,223.68
Pierce,132,4,24,675.36
Pike,76,3,10,402.97
Polk,175,1,15,402.47
Pulaski,46,2,7,422.29
Putnam,112,11,18,511.77
Quitman,15,1,5,653.88
Rabun,33,4,15,194.28
Randolph,193,23,36,2857.57
Richmond,711,41,191,351.56
Rockdale,353,9,83,371.74
Schley,20,1,7,379.15
Screven,71,4,19,510.79
Seminole,48,2,8,589.68
Spalding,336,31,60,486.18
Stephens,160,5,33,607.72
Stewart,71,1,14,1158.43
Sumter,529,49,143,1799.38
Talbot,53,2,13,860.67
Taliaferro,2,0,0,122.55
Tattnall,69,0,4,271.54
Taylor,27,2,10,339.28
Telfair,61,2,10,389.93
Terrell,217,27,52,2562.89
Thomas,366,33,66,823.75
Tift,462,23,83,1131.52
Toombs,137,5,13,507.73
Towns,35,1,10,290.84
Treutlen,17,1,2,248.94
Troup,863,24,103,1225.61
Turner,161,15,34,1993.56
Twiggs,22,1,7,272.08
Union,56,3,16,221.04
Unknown,1147,1,30,0
Upson,309,42,44,1175.93
Walker,269,5,14,386.44
Walton,340,25,55,354.85
Ware,301,15,59,839.54
Warren,19,0,9,364.68
Washington,77,1,9,379.27
Wayne,44,0,6,146.79
Webster,17,1,5,666.67
Wheeler,33,0,1,417.25
White,125,4,26,393.6
Whitfield,692,10,40,661.11
Wilcox,120,15,20,1365.19
Wilkes,42,1,7,419.41
Wilkinson,74,7,23,829.69
Worth,270,21,51,1340.48
