"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","679492","11824","45006"
"Male","Georgia","585137","13524","42844"
"Unknown","Georgia","9862","14","190"
"Female","Appling","1528","44","124"
"Male","Appling","1248","51","118"
"Unknown","Appling","18","0","0"
"Female","Atkinson","643","12","88"
"Male","Atkinson","537","20","91"
"Unknown","Atkinson","7","0","0"
"Female","Bacon","863","20","70"
"Male","Bacon","1077","30","83"
"Unknown","Bacon","4","0","1"
"Female","Baker","131","5","21"
"Male","Baker","110","8","23"
"Female","Baldwin","2933","55","169"
"Male","Baldwin","2337","112","225"
"Unknown","Baldwin","17","0","0"
"Female","Banks","1310","31","155"
"Male","Banks","1106","27","124"
"Unknown","Banks","13","1","1"
"Female","Barrow","7019","90","462"
"Male","Barrow","6085","102","407"
"Unknown","Barrow","52","0","1"
"Female","Bartow","8153","142","492"
"Male","Bartow","7275","173","536"
"Unknown","Bartow","114","0","2"
"Female","Ben Hill","1072","30","97"
"Male","Ben Hill","792","40","83"
"Unknown","Ben Hill","3","0","0"
"Female","Berrien","841","27","53"
"Male","Berrien","696","23","40"
"Unknown","Berrien","4","0","0"
"Female","Bibb","11512","300","1284"
"Male","Bibb","8682","278","1070"
"Unknown","Bibb","157","0","4"
"Female","Bleckley","621","23","35"
"Male","Bleckley","470","17","27"
"Unknown","Bleckley","7","0","1"
"Female","Brantley","1014","35","86"
"Male","Brantley","874","40","74"
"Unknown","Brantley","8","0","0"
"Female","Brooks","786","21","72"
"Male","Brooks","602","33","62"
"Unknown","Brooks","5","0","0"
"Female","Bryan","2424","24","146"
"Male","Bryan","2217","40","178"
"Unknown","Bryan","2","0","0"
"Female","Bulloch","4454","57","172"
"Male","Bulloch","3459","41","135"
"Unknown","Bulloch","17","0","0"
"Female","Burke","1277","25","104"
"Male","Burke","1014","23","88"
"Unknown","Burke","14","0","1"
"Female","Butts","1635","54","86"
"Male","Butts","1722","59","105"
"Unknown","Butts","34","0","1"
"Female","Calhoun","315","14","42"
"Male","Calhoun","298","7","48"
"Unknown","Calhoun","2","0","0"
"Female","Camden","3189","40","120"
"Male","Camden","2866","39","103"
"Unknown","Camden","4","0","0"
"Female","Candler","603","17","49"
"Male","Candler","506","32","35"
"Female","Carroll","5286","71","184"
"Male","Carroll","4733","85","205"
"Unknown","Carroll","46","0","1"
"Female","Catoosa","4488","49","152"
"Male","Catoosa","3930","44","146"
"Unknown","Catoosa","83","0","3"
"Female","Charlton","669","17","56"
"Male","Charlton","1068","26","51"
"Unknown","Charlton","4","0","0"
"Female","Chatham","18155","300","1372"
"Male","Chatham","15125","357","1296"
"Unknown","Chatham","12","0","0"
"Female","Chattahoochee","360","2","15"
"Male","Chattahoochee","4877","13","26"
"Unknown","Chattahoochee","17","0","0"
"Female","Chattooga","1992","43","115"
"Male","Chattooga","1695","46","138"
"Unknown","Chattooga","14","0","0"
"Female","Cherokee","16749","186","930"
"Male","Cherokee","14944","256","1056"
"Unknown","Cherokee","91","0","2"
"Female","Clarke","9777","72","405"
"Male","Clarke","7709","104","383"
"Unknown","Clarke","60","0","2"
"Female","Clay","136","1","6"
"Male","Clay","94","3","6"
"Unknown","Clay","2","0","0"
"Female","Clayton","19945","354","1187"
"Male","Clayton","15258","356","1007"
"Unknown","Clayton","175","1","1"
"Female","Clinch","510","15","44"
"Male","Clinch","497","19","41"
"Unknown","Clinch","3","0","0"
"Female","Cobb","45665","589","2066"
"Male","Cobb","39693","707","2099"
"Unknown","Cobb","375","0","6"
"Female","Coffee","3447","98","505"
"Male","Coffee","2868","87","402"
"Unknown","Coffee","30","0","0"
"Female","Colquitt","2869","56","167"
