"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","5129","39"
"Hispanic/Latino","American Indian/Alaska Native","279","1"
"Hispanic/Latino","Asian","521","6"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","364","6"
"Hispanic/Latino","Other","45766","450"
"Hispanic/Latino","Unknown","22067","9"
"Hispanic/Latino","White","61218","754"
"Non-Hispanic/Latino","African-American/Black","337725","8405"
"Non-Hispanic/Latino","American Indian/Alaska Native","606","18"
"Non-Hispanic/Latino","Asian","24304","420"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","966","16"
"Non-Hispanic/Latino","Other","21366","294"
"Non-Hispanic/Latino","Unknown","10549","13"
"Non-Hispanic/Latino","White","490262","14756"
"Unknown","African-American/Black","28362","27"
"Unknown","American Indian/Alaska Native","227","0"
"Unknown","Asian","5114","2"
"Unknown","Native Hawaiian/Pacific Islander","216","0"
"Unknown","Other","28755","17"
"Unknown","Unknown","147301","81"
"Unknown","White","43394","48"
