"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","9780","50"
"Hispanic/Latino","American Indian/Alaska Native","567","2"
"Hispanic/Latino","Asian","1170","5"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","687","4"
"Hispanic/Latino","Other","63377","506"
"Hispanic/Latino","Unknown","35797","10"
"Hispanic/Latino","White","93052","976"
"Non-Hispanic/Latino","African-American/Black","540922","10455"
"Non-Hispanic/Latino","American Indian/Alaska Native","1079","29"
"Non-Hispanic/Latino","Asian","47792","538"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1499","17"
"Non-Hispanic/Latino","Other","35620","91"
"Non-Hispanic/Latino","Unknown","15435","6"
"Non-Hispanic/Latino","White","748144","18880"
"Unknown","African-American/Black","38155","7"
"Unknown","American Indian/Alaska Native","456","0"
"Unknown","Asian","7043","2"
"Unknown","Native Hawaiian/Pacific Islander","399","0"
"Unknown","Other","32968","7"
"Unknown","Unknown","239474","87"
"Unknown","White","48612","21"
