"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1076","12"
"Hispanic/Latino","American Indian/Alaska Native","50","0"
"Hispanic/Latino","Asian","103","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","100","0"
"Hispanic/Latino","Other","16447","175"
"Hispanic/Latino","Unknown","6553","10"
"Hispanic/Latino","White","22052","279"
"Non-Hispanic/Latino","African-American/Black","85534","3180"
"Non-Hispanic/Latino","American Indian/Alaska Native","135","8"
"Non-Hispanic/Latino","Asian","4906","141"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","250","6"
"Non-Hispanic/Latino","Other","4309","15"
"Non-Hispanic/Latino","Unknown","3366","19"
"Non-Hispanic/Latino","White","109268","4067"
"Unknown","African-American/Black","13856","13"
"Unknown","American Indian/Alaska Native","50","0"
"Unknown","Asian","1376","0"
"Unknown","Native Hawaiian/Pacific Islander","90","0"
"Unknown","Other","4896","3"
"Unknown","Unknown","69862","53"
"Unknown","White","18642","18"
