"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",297,0,0,0,5,"2020-01FEB"
"18","China","Beijing Municipality",168,0,0,1,9,"2020-01FEB"
"38","China","Chongqing Municipality",247,0,0,1,3,"2020-01FEB"
"78","China","Fujian Province",144,0,0,0,0,"2020-01FEB"
"87","China","Gansu province",40,0,0,0,0,"2020-01FEB"
"102","China","Guangdong Province",535,0,0,0,14,"2020-01FEB"
"126","China","Guangxi Zhuang Autonomous Region",100,0,0,0,2,"2020-01FEB"
"141","China","Guizhou Province",29,0,0,0,2,"2020-01FEB"
"150","China","Hainan Province",62,0,0,1,1,"2020-01FEB"
"169","China","Hebei Province",96,0,0,1,0,"2020-01FEB"
"180","China","Heilongjiang Province",80,0,0,2,2,"2020-01FEB"
"193","China","Henan Province",422,0,0,2,3,"2020-01FEB"
"213","China","Hong Kong Special Administrative Region",13,0,0,0,0,"2020-01FEB"
"214","China","Hubei Province",7153,0,0,249,168,"2020-01FEB"
"232","China","Hunan Province",389,0,0,0,8,"2020-01FEB"
"246","China","Inner Mongolia Autonomous Region",23,0,0,0,1,"2020-01FEB"
"259","China","Jiangsu Province",202,0,0,0,6,"2020-01FEB"
"272","China","Jiangxi Province",286,0,0,0,9,"2020-01FEB"
"284","China","Jilin Province",17,0,0,0,1,"2020-01FEB"
"295","China","Liaoning Province",64,0,0,0,1,"2020-01FEB"
"309","China","Macao Special Administrative Region",7,0,0,0,0,"2020-01FEB"
"310","China","Ningxia Hui Autonomous Region",26,0,0,0,0,"2020-01FEB"
"317","China","Qinghai Province",9,0,0,0,0,"2020-01FEB"
"325","China","Shaanxi Province",101,0,0,0,0,"2020-01FEB"
"337","China","Shandong Province",206,0,0,0,3,"2020-01FEB"
"354","China","Shanghai Municipality",169,0,0,1,10,"2020-01FEB"
"373","China","Shanxi Province",47,0,0,0,1,"2020-01FEB"
"384","China","Sichuan Province",207,0,0,1,3,"2020-01FEB"
"405","China","Taiwan Province",10,0,0,0,0,"2020-01FEB"
"406","China","Tianjin Municipality",41,0,0,0,0,"2020-01FEB"
"423","China","Tibet Autonomous Region",1,0,0,0,0,"2020-01FEB"
"430","China","Xinjiang Uygur Autonomous Region",18,0,0,0,0,"2020-01FEB"
"453","China","Yunnan Province",93,0,0,0,2,"2020-01FEB"
"469","China","Zhejiang Province",599,0,0,0,21,"2020-01FEB"
"482",NA,NA,0,0,0,0,0,"2020-01FEB"
