"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",990,0,0,6,984,"2020-19MAR"
"18","China","Beijing Municipality",480,92,0,8,380,"2020-19MAR"
"38","China","Chongqing Municipality",576,0,0,6,570,"2020-19MAR"
"78","China","Fujian Province",296,0,0,1,295,"2020-19MAR"
"87","China","Gansu province",134,34,0,2,98,"2020-19MAR"
"102","China","Guangdong Province",1378,52,0,8,1318,"2020-19MAR"
"126","China","Guangxi Zhuang Autonomous Region",254,2,0,2,250,"2020-19MAR"
"141","China","Guizhou Province",146,0,0,2,144,"2020-19MAR"
"150","China","Hainan Province",168,1,0,6,161,"2020-19MAR"
"169","China","Hebei Province",318,2,0,6,310,"2020-19MAR"
"180","China","Heilongjiang Province",483,10,0,13,460,"2020-19MAR"
"193","China","Henan Province",1273,1,0,22,1250,"2020-19MAR"
"213","China","Hong Kong Special Administrative Region",208,106,0,4,98,"2020-19MAR"
"214","China","Hubei Province",67800,6287,0,3132,58381,"2020-19MAR"
"232","China","Hunan Province",1018,0,0,4,1014,"2020-19MAR"
"246","China","Inner Mongolia Autonomous Region",75,0,0,1,74,"2020-19MAR"
"259","China","Jiangsu Province",631,0,0,0,631,"2020-19MAR"
"272","China","Jiangxi Province",935,0,0,1,934,"2020-19MAR"
"284","China","Jilin Province",93,0,0,1,92,"2020-19MAR"
"295","China","Liaoning Province",125,2,0,1,122,"2020-19MAR"
"309","China","Macao Special Administrative Region",17,7,0,0,10,"2020-19MAR"
"310","China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-19MAR"
"317","China","Qinghai Province",18,0,0,0,18,"2020-19MAR"
"325","China","Shaanxi Province",247,7,0,3,237,"2020-19MAR"
"337","China","Shandong Province",762,7,0,7,748,"2020-19MAR"
"354","China","Shanghai Municipality",371,42,0,3,326,"2020-19MAR"
"373","China","Shanxi Province",133,0,0,0,133,"2020-19MAR"
"384","China","Sichuan Province",540,1,0,3,536,"2020-19MAR"
"405","China","Taiwan Province",108,81,0,1,26,"2020-19MAR"
"406","China","Tianjin Municipality",137,1,0,3,133,"2020-19MAR"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-19MAR"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-19MAR"
"453","China","Yunnan Province",176,2,0,2,172,"2020-19MAR"
"469","China","Zhejiang Province",1233,15,0,1,1217,"2020-19MAR"
