"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","5687","35"
"Hispanic/Latino","American Indian/Alaska Native","281","2"
"Hispanic/Latino","Asian","573","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","382","4"
"Hispanic/Latino","Other","47482","443"
"Hispanic/Latino","Unknown","24013","9"
"Hispanic/Latino","White","64566","818"
"Non-Hispanic/Latino","African-American/Black","360702","8776"
"Non-Hispanic/Latino","American Indian/Alaska Native","658","22"
"Non-Hispanic/Latino","Asian","26252","440"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1005","16"
"Non-Hispanic/Latino","Other","21826","94"
"Non-Hispanic/Latino","Unknown","10074","14"
"Non-Hispanic/Latino","White","520866","15399"
"Unknown","African-American/Black","27066","14"
"Unknown","American Indian/Alaska Native","213","0"
"Unknown","Asian","4992","2"
"Unknown","Native Hawaiian/Pacific Islander","211","0"
"Unknown","Other","27784","7"
"Unknown","Unknown","137403","62"
"Unknown","White","40904","19"
