"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2210","13"
"Hispanic/Latino","American Indian/Alaska Native","119","0"
"Hispanic/Latino","Asian","224","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","163","1"
"Hispanic/Latino","Other","26601","245"
"Hispanic/Latino","Unknown","12590","6"
"Hispanic/Latino","White","35436","428"
"Non-Hispanic/Latino","African-American/Black","164665","4301"
"Non-Hispanic/Latino","American Indian/Alaska Native","324","8"
"Non-Hispanic/Latino","Asian","12150","223"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","507","6"
"Non-Hispanic/Latino","Other","8643","40"
"Non-Hispanic/Latino","Unknown","7811","55"
"Non-Hispanic/Latino","White","240691","6922"
"Unknown","African-American/Black","24312","34"
"Unknown","American Indian/Alaska Native","136","0"
"Unknown","Asian","3069","1"
"Unknown","Native Hawaiian/Pacific Islander","160","0"
"Unknown","Other","22867","24"
"Unknown","Unknown","141671","56"
"Unknown","White","37642","47"
