county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,274,14,43,1476.21
Atkinson,158,2,20,1896.76
Bacon,274,4,23,2402.67
Baker,43,3,12,1379.97
Baldwin,554,34,76,1246.96
Banks,141,1,23,705.64
Barrow,531,25,111,614.7
Bartow,746,42,159,673.46
Ben Hill,183,1,14,1099.43
Berrien,127,0,6,658.85
Bibb,1036,41,222,680.91
Bleckley,67,1,5,521.89
Brantley,104,3,7,541.61
Brooks,163,11,18,1036.43
Bryan,147,5,24,375.6
Bulloch,465,4,37,585.15
Burke,150,7,33,671.38
Butts,288,33,31,1144.04
Calhoun,165,6,35,2612
Camden,170,2,9,315.26
Candler,57,0,5,525.98
Carroll,770,40,117,641.03
Catoosa,321,8,28,466.77
Charlton,61,2,8,460.34
Chatham,1647,37,198,563.7
Chattahoochee,426,0,7,3963.16
Chattooga,67,2,4,270.53
Cherokee,1399,44,192,524.72
Clarke,661,15,59,509.33
Clay,56,2,5,1961.47
Clayton,2181,79,249,715.46
Clinch,110,3,11,1652.64
Cobb,5507,244,904,696.57
Coffee,597,17,104,1387.02
Colquitt,1050,18,78,2313.13
Columbia,565,9,61,356.17
Cook,156,2,21,894.65
Coweta,754,16,62,496.05
Crawford,50,0,4,408.9
Crisp,278,12,45,1247.25
Dade,74,1,4,457.86
Dawson,148,3,23,547.72
DeKalb,6381,173,960,804.51
Decatur,262,8,27,995.37
Dodge,113,2,10,554.33
Dooly,211,12,43,1574.63
Dougherty,1939,155,465,2156.72
Douglas,1041,36,195,685.29
Early,273,31,28,2690.72
Echols,185,0,6,4661.12
Effingham,175,1,15,273.33
Elbert,110,0,9,580.63
Emanuel,130,3,13,573.6
Evans,30,0,2,280.71
Fannin,104,1,8,395.14
Fayette,384,19,48,326.69
Floyd,582,15,56,582.49
Forsyth,903,15,101,357.61
Franklin,201,1,15,861.59
Fulton,7913,314,1129,719.9
Gilmer,193,2,23,614.32
Glascock,10,0,0,330.58
Glynn,1040,6,47,1208.64
Gordon,429,18,44,739.03
Grady,219,4,34,892.42
Greene,101,9,20,539.62
Gwinnett,9085,173,1132,935.49
Habersham,710,36,100,1550.22
Hall,3357,60,450,1626.86
Hancock,219,32,37,2673.01
Haralson,83,5,16,270.16
Harris,359,10,42,1034.22
Hart,69,0,5,264.3
Heard,57,3,7,460.79
Henry,1369,33,116,570.74
Houston,723,24,143,460.4
Irwin,69,1,9,731.47
Jackson,411,10,53,550.2
Jasper,76,1,8,535.25
Jeff Davis,120,3,10,792.18
Jefferson,128,1,14,835.89
Jenkins,120,12,27,1399.25
Johnson,100,2,17,1035.09
Jones,98,0,5,342.77
Lamar,128,6,15,661.6
Lanier,145,3,11,1400.83
Laurens,209,1,22,441.9
Lee,397,22,69,1324.61
Liberty,139,1,18,224.54
Lincoln,41,1,8,504.62
Long,51,1,2,256.09
Lowndes,1305,12,94,1107.08
Lumpkin,145,3,30,428.97
Macon,119,9,36,916.23
Madison,108,4,15,357.89
Marion,86,2,12,1037.02
McDuffie,114,7,25,527.85
McIntosh,55,1,3,377.57
Meriwether,204,3,25,970.5
Miller,50,0,3,867.45
Mitchell,452,38,98,2049.33
Monroe,188,18,27,678.04
Montgomery,33,0,3,357.76
Morgan,64,0,6,334.41
Murray,232,2,19,576.24
Muscogee,1943,52,248,1013.95
Newton,673,12,94,599
Non-Georgia Resident,5414,48,222,0
Oconee,171,10,24,409.71
Oglethorpe,95,7,17,623.36
Paulding,659,16,94,381.94
Peach,115,9,26,420.09
Pickens,97,5,16,289.29
Pierce,187,5,29,956.77
Pike,97,3,10,514.32
Polk,224,1,16,515.16
Pulaski,51,2,7,468.19
Putnam,165,12,24,753.94
Quitman,17,1,5,741.06
Rabun,53,3,16,312.02
Randolph,201,25,36,2976.01
Richmond,1141,54,218,564.18
Rockdale,521,11,103,548.65
Schley,25,1,7,473.93
Screven,97,7,21,697.84
Seminole,51,2,8,626.54
Spalding,444,32,63,642.45
Stephens,253,6,36,960.95
Stewart,177,3,32,2887.91
Sumter,565,50,152,1921.83
Talbot,80,3,15,1299.12
Taliaferro,2,0,0,122.55
Tattnall,148,0,11,582.42
Taylor,30,2,11,376.98
Telfair,125,3,11,799.03
Terrell,231,27,56,2728.24
Thomas,483,32,72,1087.08
Tift,798,26,106,1954.45
Toombs,264,5,18,978.39
Towns,45,1,10,373.94
Treutlen,28,1,4,410.02
Troup,1549,35,162,2199.85
Turner,178,16,34,2204.06
Twiggs,26,1,7,321.54
Union,76,3,20,299.98
Unknown,1992,2,35,0
Upson,374,43,46,1423.3
Walker,337,12,18,484.13
Walton,442,28,62,461.31
Ware,500,16,65,1394.58
Warren,25,0,10,479.85
Washington,130,1,13,640.33
Wayne,90,0,7,300.26
Webster,23,2,7,901.96
Wheeler,53,0,2,670.12
White,147,4,29,462.88
Whitfield,1218,12,62,1163.63
Wilcox,131,15,20,1490.33
Wilkes,61,1,11,609.15
Wilkinson,79,8,24,885.75
Worth,324,22,54,1608.58
