county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,205,13,36,1104.47
Atkinson,75,2,12,900.36
Bacon,176,3,16,1543.32
Baker,37,3,13,1187.42
Baldwin,426,31,70,958.85
Banks,108,1,15,540.49
Barrow,382,23,88,442.22
Bartow,543,39,147,490.2
Ben Hill,104,1,9,624.81
Berrien,68,0,4,352.77
Bibb,532,35,147,349.65
Bleckley,54,0,4,420.63
Brantley,68,2,5,354.13
Brooks,96,10,12,610.42
Bryan,86,5,18,219.74
Bulloch,96,3,12,120.8
Burke,125,6,31,559.48
Butts,245,32,28,973.23
Calhoun,146,6,20,2311.22
Camden,73,1,8,135.38
Candler,17,0,3,156.87
Carroll,614,37,108,511.16
Catoosa,228,0,17,331.54
Charlton,38,1,6,286.77
Chatham,616,29,137,210.83
Chattahoochee,251,0,7,2335.1
Chattooga,34,2,3,137.28
Cherokee,1029,38,154,385.95
Clarke,342,15,54,263.52
Clay,52,2,5,1821.37
Clayton,1431,69,201,469.43
Clinch,80,2,8,1201.92
Cobb,3581,216,764,452.95
Coffee,344,14,78,799.22
Colquitt,662,17,55,1458.37
Columbia,300,8,40,189.12
Cook,72,1,9,412.92
Coweta,511,11,53,336.18
Crawford,32,0,4,261.69
Crisp,242,10,40,1085.74
Dade,48,1,3,296.99
Dawson,118,3,18,436.7
DeKalb,4311,145,744,543.53
Decatur,224,7,25,851
Dodge,54,2,8,264.9
Dooly,196,12,41,1462.69
Dougherty,1837,150,447,2043.27
Douglas,655,28,147,431.19
Early,255,31,24,2513.31
Echols,160,0,6,4031.24
Effingham,86,1,13,134.32
Elbert,85,0,7,448.67
Emanuel,42,2,8,185.32
Evans,7,0,0,65.5
Fannin,67,1,5,254.56
Fayette,261,14,40,222.04
Floyd,367,15,46,367.31
Forsyth,595,13,75,235.64
Franklin,138,1,11,591.54
Fulton,5106,285,953,464.53
Gilmer,168,1,22,534.74
Glascock,1,0,0,33.06
Glynn,189,2,18,219.65
Gordon,253,18,37,435.84
Grady,137,4,29,558.27
Greene,86,8,19,459.48
Gwinnett,5172,152,774,532.57
Habersham,593,30,82,1294.76
Hall,2747,55,376,1331.24
Hancock,202,30,37,2465.52
Haralson,57,4,16,185.53
Harris,201,6,24,579.05
Hart,43,0,2,164.71
Heard,43,3,7,347.62
Henry,841,29,99,350.61
Houston,431,20,103,274.45
Irwin,38,1,8,402.84
Jackson,260,7,39,348.06
Jasper,56,1,7,394.39
Jeff Davis,54,2,5,356.48
Jefferson,54,1,10,352.64
Jenkins,45,6,16,524.72
Johnson,77,2,13,797.02
Jones,51,0,4,178.38
Lamar,79,5,12,408.33
Lanier,98,2,9,946.77
Laurens,117,1,17,247.38
Lee,372,22,67,1241.2
Liberty,95,1,15,153.46
Lincoln,17,1,6,209.23
Long,24,1,2,120.51
Lowndes,624,4,61,529.36
Lumpkin,107,1,24,316.55
Macon,110,8,36,846.94
Madison,73,2,14,241.91
Marion,62,2,11,747.62
McDuffie,74,5,20,342.64
McIntosh,19,1,2,130.43
Meriwether,125,3,19,594.67
Miller,45,0,3,780.71
Mitchell,431,37,96,1954.12
Monroe,130,14,26,468.86
Montgomery,21,0,2,227.67
Morgan,40,0,5,209.01
Murray,142,1,13,352.7
Muscogee,1006,26,151,524.98
Newton,415,11,70,369.37
Non-Georgia Resident,2807,35,155,0
Oconee,128,9,22,306.68
Oglethorpe,72,7,15,472.44
Paulding,405,13,81,234.73
Peach,90,8,25,328.77
Pickens,65,4,13,193.86
Pierce,128,4,24,654.9
Pike,69,3,11,365.85
Polk,164,1,15,377.17
Pulaski,46,2,7,422.29
Putnam,109,11,18,498.06
Quitman,14,1,4,610.29
Rabun,31,2,13,182.5
Randolph,190,21,35,2813.15
Richmond,669,36,184,330.8
Rockdale,340,9,77,358.05
Schley,18,1,7,341.23
Screven,62,4,19,446.04
Seminole,48,2,8,589.68
Spalding,314,24,56,454.35
Stephens,152,4,30,577.33
Stewart,62,1,13,1011.58
Sumter,508,50,140,1727.95
Talbot,46,2,13,747
Taliaferro,2,0,0,122.55
Tattnall,46,0,3,181.02
Taylor,26,2,10,326.72
Telfair,54,1,8,345.18
Terrell,218,26,52,2574.7
Thomas,362,33,68,814.75
Tift,393,22,77,962.53
Toombs,102,4,12,378.02
Towns,35,1,10,290.84
Treutlen,17,0,2,248.94
Troup,759,23,98,1077.91
Turner,151,14,31,1869.74
Twiggs,21,1,6,259.71
Union,53,2,14,209.2
Unknown,1675,3,28,0
Upson,295,40,44,1122.65
Walker,219,2,11,314.61
Walton,324,22,54,338.16
Ware,268,14,57,747.5
Warren,19,0,9,364.68
Washington,75,1,9,369.42
Wayne,35,0,4,116.77
Webster,14,1,4,549.02
Wheeler,27,0,0,341.38
White,124,3,25,390.45
Whitfield,589,10,36,562.71
Wilcox,118,14,20,1342.43
Wilkes,36,1,7,359.5
Wilkinson,73,7,23,818.48
Worth,256,21,51,1270.98
