"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","11237","50"
"Hispanic/Latino","American Indian/Alaska Native","625","2"
"Hispanic/Latino","Asian","1349","5"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","736","5"
"Hispanic/Latino","Other","70973","516"
"Hispanic/Latino","Unknown","36798","10"
"Hispanic/Latino","White","101450","986"
"Non-Hispanic/Latino","African-American/Black","598449","10662"
"Non-Hispanic/Latino","American Indian/Alaska Native","1195","29"
"Non-Hispanic/Latino","Asian","56388","553"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1626","17"
"Non-Hispanic/Latino","Other","38916","91"
"Non-Hispanic/Latino","Unknown","16178","5"
"Non-Hispanic/Latino","White","815212","19341"
"Unknown","African-American/Black","34454","5"
"Unknown","American Indian/Alaska Native","415","0"
"Unknown","Asian","7326","2"
"Unknown","Native Hawaiian/Pacific Islander","393","0"
"Unknown","Other","33674","7"
"Unknown","Unknown","253871","90"
"Unknown","White","45138","20"
