"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","1156896","14998","61437"
"Male","Georgia","955386","17393","57897"
"Unknown","Georgia","14121","5","371"
"Female","Appling","1977","56","144"
"Male","Appling","1643","58","137"
"Female","Atkinson","902","17","119"
"Male","Atkinson","717","25","114"
"Female","Bacon","1313","26","118"
"Male","Bacon","1392","40","113"
"Unknown","Bacon","1","0","0"
"Female","Baker","181","6","25"
"Male","Baker","148","8","23"
"Unknown","Baker","1","0","0"
"Female","Baldwin","4359","71","197"
"Male","Baldwin","3379","133","256"
"Unknown","Baldwin","24","0","0"
"Female","Banks","1961","47","195"
"Male","Banks","1632","42","160"
"Unknown","Banks","14","0","1"
"Female","Barrow","11349","117","565"
"Male","Barrow","9478","132","485"
"Unknown","Barrow","67","0","1"
"Female","Bartow","12350","180","645"
"Male","Bartow","10500","216","654"
"Unknown","Bartow","106","0","0"
"Female","Ben Hill","1258","33","102"
"Male","Ben Hill","948","42","90"
"Unknown","Ben Hill","4","0","0"
"Female","Berrien","1157","32","61"
"Male","Berrien","948","27","53"
"Unknown","Berrien","7","0","0"
"Female","Bibb","17716","350","1534"
"Male","Bibb","12994","359","1312"
"Unknown","Bibb","246","0","5"
"Female","Bleckley","888","26","43"
"Male","Bleckley","625","20","35"
"Unknown","Bleckley","8","0","0"
"Female","Brantley","1400","38","96"
"Male","Brantley","1178","53","90"
"Female","Brooks","1120","26","87"
"Male","Brooks","881","41","77"
"Unknown","Brooks","7","0","0"
"Female","Bryan","3891","32","204"
"Male","Bryan","3522","46","227"
"Unknown","Bryan","14","0","0"
"Female","Bulloch","6179","60","211"
"Male","Bulloch","4788","53","180"
"Unknown","Bulloch","2","0","0"
"Female","Burke","1707","32","126"
"Male","Burke","1365","36","122"
"Unknown","Burke","13","0","0"
"Female","Butts","2524","64","140"
"Male","Butts","2530","84","158"
"Unknown","Butts","33","0","0"
"Female","Calhoun","427","14","49"
"Male","Calhoun","587","9","57"
"Unknown","Calhoun","14","0","0"
"Female","Camden","5236","53","138"
"Male","Camden","4372","55","126"
"Unknown","Camden","16","0","0"
"Female","Candler","791","20","59"
"Male","Candler","646","37","48"
"Unknown","Candler","10","1","0"
"Female","Carroll","8251","87","217"
"Male","Carroll","7060","99","249"
"Unknown","Carroll","53","0","6"
"Female","Catoosa","7083","74","218"
"Male","Catoosa","6129","65","197"
"Unknown","Catoosa","113","0","5"
"Female","Charlton","898","19","63"
"Male","Charlton","1423","28","60"
"Female","Chatham","32479","375","1867"
"Male","Chatham","26453","461","1730"
"Unknown","Chatham","73","0","3"
"Female","Chattahoochee","716","3","26"
