Ethnicity,race,Confirmed_Cases,Deaths
Hispanic/Latino,African-American/Black,753,11
Hispanic/Latino,American Indian/Alaska Native,69,1
Hispanic/Latino,Asian,81,0
Hispanic/Latino,Native Hawaiian/Pacific Islander,89,0
Hispanic/Latino,Other,12977,139
Hispanic/Latino,Unknown,5209,5
Hispanic/Latino,White,17055,211
Non-Hispanic/Latino,African-American/Black,60964,2540
Non-Hispanic/Latino,American Indian/Alaska Native,112,5
Non-Hispanic/Latino,Asian,3086,106
Non-Hispanic/Latino,Native Hawaiian/Pacific Islander,175,7
Non-Hispanic/Latino,Other,3054,13
Non-Hispanic/Latino,Unknown,2363,17
Non-Hispanic/Latino,White,65890,2907
Unknown,African-American/Black,11223,18
Unknown,American Indian/Alaska Native,54,0
Unknown,Asian,1019,0
Unknown,Native Hawaiian/Pacific Islander,124,2
Unknown,Other,4682,3
Unknown,Unknown,80828,39
Unknown,White,13392,13
