"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","4637","33"
"Hispanic/Latino","American Indian/Alaska Native","279","1"
"Hispanic/Latino","Asian","452","5"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","335","4"
"Hispanic/Latino","Other","43864","387"
"Hispanic/Latino","Unknown","21123","7"
"Hispanic/Latino","White","57659","690"
"Non-Hispanic/Latino","African-American/Black","315147","7567"
"Non-Hispanic/Latino","American Indian/Alaska Native","605","20"
"Non-Hispanic/Latino","Asian","22336","402"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","911","11"
"Non-Hispanic/Latino","Other","20676","189"
"Non-Hispanic/Latino","Unknown","11208","7"
"Non-Hispanic/Latino","White","457176","13166"
"Unknown","African-American/Black","29831","20"
"Unknown","American Indian/Alaska Native","236","0"
"Unknown","Asian","5006","2"
"Unknown","Native Hawaiian/Pacific Islander","212","0"
"Unknown","Other","28706","12"
"Unknown","Unknown","160448","59"
"Unknown","White","44823","44"
