"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3265","25"
"Hispanic/Latino","American Indian/Alaska Native","153","0"
"Hispanic/Latino","Asian","341","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","219","2"
"Hispanic/Latino","Other","35621","347"
"Hispanic/Latino","Unknown","13986","5"
"Hispanic/Latino","White","48492","633"
"Non-Hispanic/Latino","African-American/Black","234874","6453"
"Non-Hispanic/Latino","American Indian/Alaska Native","396","15"
"Non-Hispanic/Latino","Asian","17989","373"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","723","11"
"Non-Hispanic/Latino","Other","12133","61"
"Non-Hispanic/Latino","Unknown","5987","7"
"Non-Hispanic/Latino","White","344834","10619"
"Unknown","African-American/Black","23251","15"
"Unknown","American Indian/Alaska Native","136","0"
"Unknown","Asian","3961","1"
"Unknown","Native Hawaiian/Pacific Islander","174","0"
"Unknown","Other","24082","6"
"Unknown","Unknown","103354","28"
"Unknown","White","36585","14"
