"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3283","25"
"Hispanic/Latino","American Indian/Alaska Native","156","0"
"Hispanic/Latino","Asian","345","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","223","2"
"Hispanic/Latino","Other","35701","346"
"Hispanic/Latino","Unknown","13991","5"
"Hispanic/Latino","White","48680","635"
"Non-Hispanic/Latino","African-American/Black","236489","6460"
"Non-Hispanic/Latino","American Indian/Alaska Native","401","15"
"Non-Hispanic/Latino","Asian","18118","373"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","723","11"
"Non-Hispanic/Latino","Other","12203","61"
"Non-Hispanic/Latino","Unknown","6005","7"
"Non-Hispanic/Latino","White","346815","10627"
"Unknown","African-American/Black","23313","15"
"Unknown","American Indian/Alaska Native","133","0"
"Unknown","Asian","3965","1"
"Unknown","Native Hawaiian/Pacific Islander","176","0"
"Unknown","Other","24136","6"
"Unknown","Unknown","102253","27"
"Unknown","White","36666","14"
