county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,437,15,53,2354.4
Atkinson,228,2,30,2737.09
Bacon,345,5,28,3025.25
Baker,45,3,12,1444.16
Baldwin,745,35,84,1676.87
Banks,188,3,28,940.85
Barrow,771,29,137,892.54
Bartow,1142,46,174,1030.96
Ben Hill,266,1,21,1598.08
Berrien,202,0,9,1047.94
Bibb,2248,44,373,1477.49
Bleckley,102,1,8,794.52
Brantley,174,3,9,906.16
Brooks,282,12,26,1793.09
Bryan,372,5,39,950.51
Bulloch,803,7,65,1010.48
Burke,252,7,43,1127.92
Butts,375,35,33,1489.63
Calhoun,175,6,35,2770.3
Camden,394,3,14,730.66
Candler,139,0,7,1282.64
Carroll,1373,42,121,1143.03
Catoosa,395,8,28,574.37
Charlton,194,2,13,1464.04
Chatham,3483,40,327,1192.09
Chattahoochee,502,1,9,4670.2
Chattooga,93,2,5,375.51
Cherokee,2125,49,229,797.02
Clarke,1255,15,83,967.03
Clay,65,2,5,2276.71
Clayton,3455,85,351,1133.39
Clinch,132,4,11,1983.17
Cobb,8510,264,1078,1076.41
Coffee,1055,18,148,2451.09
Colquitt,1360,20,99,2996.06
Columbia,1242,14,92,782.95
Cook,295,4,30,1691.8
Coweta,1019,16,71,670.39
Crawford,68,0,7,556.1
Crisp,339,13,48,1520.93
Dade,87,1,5,538.3
Dawson,202,3,30,747.57
DeKalb,9800,188,1226,1235.57
Decatur,383,8,37,1455.06
Dodge,168,2,15,824.14
Dooly,224,14,46,1671.64
Dougherty,2317,158,494,2577.16
Douglas,1750,41,246,1152.03
Early,326,31,29,3213.09
Echols,209,0,6,5265.81
Effingham,419,1,33,654.42
Elbert,234,0,12,1235.15
Emanuel,260,3,20,1147.19
Evans,100,0,8,935.72
Fannin,193,2,15,733.28
Fayette,669,20,56,569.15
Floyd,867,15,61,867.73
Forsyth,1383,16,146,547.71
Franklin,294,3,20,1260.23
Fulton,13379,340,1433,1217.18
Gilmer,360,2,28,1145.88
Glascock,17,0,1,561.98
Glynn,1858,12,114,2159.29
Gordon,685,19,50,1180.04
Grady,289,4,46,1177.67
Greene,165,10,21,881.55
Gwinnett,13614,199,1537,1401.85
Habersham,855,41,120,1866.81
Hall,4420,66,559,2142
Hancock,244,33,39,2978.15
Haralson,135,6,18,439.42
Harris,511,13,53,1472.11
Hart,158,0,12,605.2
Heard,102,3,9,824.58
Henry,2213,34,129,922.6
Houston,1239,33,181,788.98
Irwin,109,1,16,1155.52
Jackson,631,12,69,844.71
Jasper,103,1,9,725.4
Jeff Davis,216,3,14,1425.93
Jefferson,295,5,37,1926.47
Jenkins,193,14,35,2250.47
Johnson,155,2,24,1604.39
Jones,187,1,10,654.05
Lamar,166,7,19,858.01
Lanier,184,3,11,1777.61
Laurens,492,1,38,1040.26
Lee,449,22,75,1498.11
Liberty,377,2,33,609.01
Lincoln,88,2,12,1083.08
Long,83,1,3,416.77
Lowndes,2248,19,111,1907.06
Lumpkin,204,4,38,603.51
Macon,150,10,36,1154.91
Madison,228,4,21,755.54
Marion,111,3,13,1338.48
McDuffie,201,8,38,930.68
McIntosh,103,1,8,707.08
Meriwether,282,4,33,1341.58
Miller,72,0,3,1249.13
Mitchell,521,41,110,2362.17
Monroe,306,20,36,1103.62
Montgomery,86,0,9,932.35
Morgan,115,0,8,600.9
Murray,391,2,26,971.16
Muscogee,3435,64,356,1792.55
Newton,1202,19,144,1069.83
Non-Georgia Resident,12787,63,302,0
Oconee,294,14,37,704.41
Oglethorpe,140,8,21,918.64
Paulding,1057,16,109,612.6
Peach,201,10,37,734.25
Pickens,166,5,20,495.08
Pierce,314,5,35,1606.55
Pike,141,3,13,747.61
Polk,417,2,20,959.02
Pulaski,70,2,8,642.61
Putnam,274,13,28,1252
Quitman,24,1,5,1046.21
Rabun,118,3,20,694.69
Randolph,223,25,38,3301.75
Richmond,2305,63,292,1139.73
Rockdale,895,11,137,942.5
Schley,31,1,7,587.68
Screven,136,8,22,978.42
Seminole,71,2,9,872.24
Spalding,659,33,87,953.55
Stephens,403,6,42,1530.69
Stewart,233,4,48,3801.6
Sumter,668,52,156,2272.19
Talbot,106,3,16,1721.34
Taliaferro,2,0,0,122.55
Tattnall,267,0,18,1050.73
Taylor,52,2,12,653.43
Telfair,216,3,16,1380.72
Terrell,260,29,61,3070.75
Thomas,696,33,97,1566.47
Tift,1109,29,140,2716.14
Toombs,412,6,32,1526.89
Towns,84,1,13,698.02
Treutlen,59,2,11,863.96
Troup,1874,43,202,2661.4
Turner,214,18,36,2649.83
Twiggs,56,1,12,692.56
Union,137,4,29,540.75
Unknown,1821,6,49,0
Upson,419,45,50,1594.55
Walker,411,14,19,590.43
Walton,649,32,77,677.35
Ware,851,17,92,2373.58
Warren,44,0,16,844.53
Washington,244,1,15,1201.85
Wayne,381,0,28,1271.1
Webster,35,2,7,1372.55
Wheeler,77,0,2,973.57
White,218,5,36,686.44
Whitfield,2298,23,102,2195.43
Wilcox,147,15,22,1672.35
Wilkes,144,3,20,1437.99
Wilkinson,134,9,32,1502.41
Worth,374,22,59,1856.82
