Ethnicity,race,Confirmed_Cases,Deaths
Hispanic/Latino,African-American/Black,786,13
Hispanic/Latino,American Indian/Alaska Native,62,1
Hispanic/Latino,Asian,81,1
Hispanic/Latino,Native Hawaiian/Pacific Islander,90,0
Hispanic/Latino,Other,13318,145
Hispanic/Latino,Unknown,5276,5
Hispanic/Latino,White,17557,220
Non-Hispanic/Latino,African-American/Black,62593,2599
Non-Hispanic/Latino,American Indian/Alaska Native,120,6
Non-Hispanic/Latino,Asian,3246,109
Non-Hispanic/Latino,Native Hawaiian/Pacific Islander,184,7
Non-Hispanic/Latino,Other,3194,15
Non-Hispanic/Latino,Unknown,2455,24
Non-Hispanic/Latino,White,69353,2998
Unknown,African-American/Black,11635,21
Unknown,American Indian/Alaska Native,53,0
Unknown,Asian,1079,1
Unknown,Native Hawaiian/Pacific Islander,128,2
Unknown,Other,4816,5
Unknown,Unknown,80580,54
Unknown,White,14175,20
