county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,671,19,63,3615.11
Atkinson,319,2,39,3829.53
Bacon,437,8,34,3831.99
Baker,63,3,13,2021.82
Baldwin,1048,39,108,2358.87
Banks,271,4,42,1356.22
Barrow,1289,32,176,1492.19
Bartow,1868,62,219,1686.36
Ben Hill,436,4,41,2619.41
Berrien,295,0,13,1530.4
Bibb,3616,68,599,2376.6
Bleckley,227,9,18,1768.19
Brantley,249,5,17,1296.74
Brooks,412,18,48,2619.7
Bryan,657,8,56,1678.72
Bulloch,1262,14,87,1588.08
Burke,467,7,58,2090.23
Butts,490,37,42,1946.45
Calhoun,203,6,42,3213.55
Camden,737,5,24,1366.74
Candler,254,4,9,2343.82
Carroll,1881,49,129,1565.95
Catoosa,637,9,54,926.26
Charlton,425,3,17,3207.31
Chatham,5703,75,501,1951.91
Chattahoochee,761,2,10,7079.73
Chattooga,266,3,12,1074.05
Cherokee,3462,63,331,1298.49
Clarke,2047,18,130,1577.3
Clay,86,2,6,3012.26
Clayton,5006,110,524,1642.18
Clinch,196,4,15,2944.71
Cobb,13564,319,1385,1715.69
Coffee,1462,28,203,3396.68
Colquitt,1546,23,116,3405.81
Columbia,2241,23,127,1412.71
Cook,438,6,44,2511.9
Coweta,1503,22,99,988.81
Crawford,102,0,12,834.15
Crisp,374,14,56,1677.96
Dade,126,1,7,779.61
Dawson,377,3,51,1395.21
DeKalb,13923,237,1613,1755.4
Decatur,793,11,61,3012.69
Dodge,221,3,15,1084.13
Dooly,252,14,47,1880.6
Dougherty,2694,170,564,2996.5
Douglas,2635,51,318,1734.63
Early,360,32,32,3548.2
Echols,222,2,8,5593.35
Effingham,727,2,46,1135.48
Elbert,358,1,17,1889.68
Emanuel,511,9,35,2254.68
Evans,250,1,13,2339.29
Fannin,334,3,31,1269
Fayette,1120,28,64,952.83
Floyd,1504,17,100,1505.26
Forsyth,2270,22,216,898.98
Franklin,401,6,32,1718.89
Fulton,20276,430,1880,1844.65
Gilmer,620,4,56,1973.45
Glascock,24,0,3,793.39
Glynn,2533,47,191,2943.74
Gordon,1183,23,81,2037.93
Grady,480,5,63,1955.99
Greene,308,12,39,1645.56
Gwinnett,19808,260,2142,2039.65
Habersham,1141,49,169,2491.27
Hall,6080,91,737,2946.46
Hancock,318,35,46,3881.36
Haralson,213,6,19,693.31
Harris,656,17,71,1889.84
Hart,305,7,41,1168.27
Heard,143,4,9,1156.02
Henry,3364,47,155,1402.45
Houston,1976,59,269,1258.29
Irwin,167,1,25,1770.38
Jackson,1063,16,103,1423.03
Jasper,162,1,12,1140.93
Jeff Davis,451,8,25,2977.29
Jefferson,497,7,54,3245.61
Jenkins,244,24,45,2845.15
Johnson,241,11,44,2494.57
Jones,306,3,29,1070.27
Lamar,274,12,29,1416.24
Lanier,219,4,15,2115.74
Laurens,910,8,81,1924.05
Lee,539,22,85,1798.41
Liberty,720,3,62,1163.09
Lincoln,141,4,21,1735.38
Long,126,1,7,632.69
Lowndes,3178,44,148,2696.01
Lumpkin,342,6,53,1011.77
Macon,177,10,39,1362.8
Madison,394,6,44,1305.63
Marion,150,5,15,1808.75
McDuffie,352,10,53,1629.86
McIntosh,184,2,13,1263.13
Meriwether,390,6,47,1855.38
Miller,143,0,7,2480.92
Mitchell,650,41,124,2947.04
Monroe,461,26,59,1662.64
Montgomery,153,2,16,1658.72
Morgan,274,0,18,1431.71
Murray,604,2,34,1500.21
Muscogee,4748,96,484,2477.74
Newton,1787,40,196,1590.51
Non-GA Resident/Unknown State,16449,91,413,0
Oconee,437,15,44,1047.03
Oglethorpe,214,7,29,1404.2
Paulding,1678,22,123,972.52
Peach,385,14,69,1406.39
Pickens,380,5,34,1133.31
Pierce,400,8,43,2046.56
Pike,215,4,19,1139.98
Polk,802,11,38,1844.44
Pulaski,115,2,12,1055.72
Putnam,428,18,46,1955.68
Quitman,29,1,6,1264.17
Rabun,215,3,34,1265.75
Randolph,271,26,43,4012.44
Richmond,4355,90,403,2153.38
Rockdale,1318,17,171,1387.95
Schley,66,1,8,1251.18
Screven,198,9,28,1424.46
Seminole,196,4,19,2407.86
Spalding,937,41,125,1355.81
Stephens,621,12,72,2358.71
Stewart,255,7,51,4160.55
Sumter,762,56,174,2591.92
Talbot,138,3,19,2240.99
Taliaferro,13,0,1,796.57
Tattnall,502,1,36,1975.52
Taylor,87,2,14,1093.24
Telfair,278,9,25,1777.04
Terrell,302,30,67,3566.79
Thomas,1123,42,135,2527.51
Tift,1333,36,176,3264.76
Toombs,755,8,56,2798.06
Towns,143,1,18,1188.3
Treutlen,124,3,17,1815.79
Troup,2290,69,261,3252.19
Turner,246,18,38,3046.06
Twiggs,118,3,27,1459.31
Union,263,7,44,1038.09
Unknown,2763,9,83,0
Upson,535,46,58,2036
Walker,705,17,35,1012.79
Walton,1113,39,125,1161.63
Ware,1144,29,111,3190.81
Warren,77,1,21,1477.93
Washington,475,2,31,2339.67
Wayne,773,8,55,2578.9
Webster,39,2,8,1529.41
Wheeler,91,1,5,1150.59
White,353,5,56,1111.53
Whitfield,3527,30,175,3369.57
Wilcox,181,19,40,2059.16
Wilkes,193,4,23,1927.3
Wilkinson,215,11,40,2410.58
Worth,447,23,77,2219.24
