"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","7583","37"
"Hispanic/Latino","American Indian/Alaska Native","469","2"
"Hispanic/Latino","Asian","806","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","502","4"
"Hispanic/Latino","Other","55100","456"
"Hispanic/Latino","Unknown","30975","14"
"Hispanic/Latino","White","75903","838"
"Non-Hispanic/Latino","African-American/Black","449619","8925"
"Non-Hispanic/Latino","American Indian/Alaska Native","940","23"
"Non-Hispanic/Latino","Asian","34692","453"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1186","17"
"Non-Hispanic/Latino","Other","28425","109"
"Non-Hispanic/Latino","Unknown","14066","12"
"Non-Hispanic/Latino","White","604633","15719"
"Unknown","African-American/Black","37554","16"
"Unknown","American Indian/Alaska Native","547","0"
"Unknown","Asian","6035","2"
"Unknown","Native Hawaiian/Pacific Islander","331","0"
"Unknown","Other","34146","14"
"Unknown","Unknown","208647","79"
"Unknown","White","45474","24"
