"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","887061","12469","50783"
"Male","Georgia","738930","14271","47787"
"Unknown","Georgia","11642","7","252"
"Female","Appling","1671","47","128"
"Male","Appling","1354","52","121"
"Unknown","Appling","10","0","0"
"Female","Atkinson","702","12","91"
"Male","Atkinson","585","20","93"
"Unknown","Atkinson","4","0","0"
"Female","Bacon","979","22","83"
"Male","Bacon","1150","31","89"
"Unknown","Bacon","2","0","0"
"Female","Baker","146","5","21"
"Male","Baker","118","8","23"
"Female","Baldwin","3579","60","174"
"Male","Baldwin","2790","117","234"
"Unknown","Baldwin","17","0","0"
"Female","Banks","1568","34","164"
"Male","Banks","1312","33","137"
"Unknown","Banks","12","0","0"
"Female","Barrow","9132","97","491"
"Male","Barrow","7706","105","435"
"Unknown","Barrow","57","0","1"
"Female","Bartow","10158","157","554"
"Male","Bartow","8778","184","572"
"Unknown","Bartow","106","0","0"
"Female","Ben Hill","1150","31","98"
"Male","Ben Hill","843","41","84"
"Unknown","Ben Hill","4","0","0"
"Female","Berrien","926","27","55"
"Male","Berrien","765","24","44"
"Unknown","Berrien","5","0","0"
"Female","Bibb","14355","312","1357"
"Male","Bibb","10519","291","1134"
"Unknown","Bibb","156","0","1"
"Female","Bleckley","716","23","35"
"Male","Bleckley","526","18","30"
"Unknown","Bleckley","6","0","0"
"Female","Brantley","1115","36","90"
"Male","Brantley","935","42","78"
"Unknown","Brantley","6","0","0"
"Female","Brooks","878","22","73"
"Male","Brooks","677","35","63"
"Unknown","Brooks","6","0","0"
"Female","Bryan","2846","25","153"
"Male","Bryan","2594","40","190"
"Unknown","Bryan","2","0","0"
"Female","Bulloch","5116","57","181"
"Male","Bulloch","3934","43","147"
"Unknown","Bulloch","23","0","0"
"Female","Burke","1416","25","108"
"Male","Burke","1130","24","96"
"Unknown","Burke","10","0","1"
"Female","Butts","2082","54","101"
"Male","Butts","2099","60","126"
"Unknown","Butts","29","0","0"
"Female","Calhoun","347","14","43"
"Male","Calhoun","322","7","50"
"Unknown","Calhoun","1","0","0"
"Female","Camden","3698","41","122"
"Male","Camden","3249","43","104"
"Unknown","Camden","7","0","0"
"Female","Candler","652","17","52"
"Male","Candler","541","34","37"
"Female","Carroll","6753","75","193"
"Male","Carroll","5889","88","217"
"Unknown","Carroll","49","0","4"
"Female","Catoosa","5336","56","175"
"Male","Catoosa","4644","46","174"
"Unknown","Catoosa","86","0","3"
"Female","Charlton","722","18","60"
"Male","Charlton","1135","26","51"
"Unknown","Charlton","8","0","0"
"Female","Chatham","23628","312","1465"
"Male","Chatham","19292","376","1373"
"Unknown","Chatham","58","0","3"
"Female","Chattahoochee","476","3","17"
"Male","Chattahoochee","5137","13","27"
"Unknown","Chattahoochee","17","0","0"
"Female","Chattooga","2370","46","132"
"Male","Chattooga","1963","53","150"
"Unknown","Chattooga","16","0","0"
"Female","Cherokee","21146","197","1015"
"Male","Cherokee","18381","272","1157"
"Unknown","Cherokee","124","0","1"
"Female","Clarke","12660","76","502"
"Male","Clarke","9735","106","453"
"Unknown","Clarke","51","0","2"
"Female","Clay","170","1","8"
"Male","Clay","121","3","6"
"Unknown","Clay","2","0","0"
"Female","Clayton","27900","381","1516"
"Male","Clayton","20394","378","1251"
"Unknown","Clayton","205","0","3"
"Female","Clinch","609","15","46"
"Male","Clinch","557","19","42"
"Unknown","Clinch","1","0","0"
"Female","Cobb","63158","620","2235"
"Male","Cobb","52500","756","2265"
"Unknown","Cobb","443","0","5"
"Female","Coffee","3917","105","515"
"Male","Coffee","3171","93","413"
"Unknown","Coffee","23","0","0"
"Female","Colquitt","3477","59","182"
