"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","3035","US-13001","13","1","18561","249","99","16351.49","533.38","1072.14","199","895","10","17"
"Atkinson","1291","US-13003","13","3","8330","184","32","15498.2","384.15","984.39","82","467","7","18"
"Bacon","2131","US-13005","13","5","11404","172","53","18686.43","464.75","1096.11","125","749","12","14"
"Baker","264","US-13007","13","7","3116","44","13","8472.4","417.2","513.48","16","176","1","3"
"Baldwin","6386","US-13009","13","9","44428","408","177","14373.82","398.4","1971.73","876","1799","28","17"
"Banks","2892","US-13011","13","11","19982","301","67","14473.03","335.3","1516.36","303","418","6","4"
"Barrow","16895","US-13013","13","13","86383","927","202","19558.25","233.84","2903.35","2508","2156","8","5"
"Bartow","19042","US-13015","13","15","110771","1126","341","17190.42","307.84","1805.53","2000","6357","48","95"
"Ben Hill","1997","US-13017","13","17","16645","182","72","11997.6","432.56","648.84","108","1582","41","62"
"Berrien","1696","US-13019","13","19","19276","99","51","8798.51","264.58","596.6","115","2294","21","35"
"Bibb","25030","US-13021","13","21","152150","2492","603","16450.87","396.32","2025.63","3082","6899","73","73"
"Bleckley","1248","US-13023","13","23","12838","65","41","9721.14","319.36","895.78","115","1558","45","65"
"Brantley","2056","US-13025","13","25","19202","168","78","10707.22","406.21","650.97","125","1303","14","32"
"Brooks","1561","US-13027","13","27","15727","136","57","9925.61","362.43","788.45","124","1257","19","25"
"Bryan","5442","US-13029","13","29","39137","343","65","13905","166.08","1589.29","622","1861","12","16"
"Bulloch","9073","US-13031","13","31","79467","328","100","11417.32","125.84","1078.44","857","4053","128","198"
"Burke","2556","US-13033","13","33","22342","205","49","11440.34","219.32","819.09","183","1860","39","29"
"Butts","4210","US-13035","13","35","25174","227","114","16723.6","452.85","1990.15","501","1601","11","15"
"Calhoun","670","US-13037","13","37","6317","93","21","10606.3","332.44","854.84","54","278","1","3"
"Camden","6954","US-13039","13","39","53924","226","84","12895.93","155.77","1261.03","680","2086","17","35"
"Candler","1193","US-13043","13","43","10837","89","51","11008.58","470.61","535.2","58","553","40","37"
"Carroll","12691","US-13045","13","45","120119","414","163","10565.36","135.7","1310.37","1574","8186","217","290"
"Catoosa","10066","US-13047","13","47","68771","352","102","14636.98","148.32","1430.84","984","1415","26","35"
"Charlton","1865","US-13049","13","49","13251","111","44","14074.41","332.05","815.03","108","573","14","19"
"Chatham","42978","US-13051","13","51","292176","2841","688","14709.63","235.47","2583.72","7549","6785","57","56"
"Chattahoochee","5630","US-13053","13","53","10749","44","16","52376.97","148.85","1023.35","110","816","5","4"
"Chattooga","4349","US-13055","13","55","24766","282","99","17560.37","399.74","1885.65","467","1100","15","21"
"Cherokee","39651","US-13057","13","57","266617","2173","469","14871.89","175.91","1760.2","4693","15436","31","49"
"Clarke","22446","US-13059","13","59","129779","957","182","17295.56","140.24","2396.38","3110","3147","9","5"
"Clay","293","US-13061","13","61","2855","14","4","10262.7","140.11","1821.37","52","141","0","4"
"Clayton","48499","US-13063","13","63","304838","2770","759","15909.76","248.98","2187.72","6669","5787","54","18"
"Clinch","1167","US-13065","13","65","6656","88","34","17533.05","510.82","1862.98","124","527","2","10"
"Cobb","116101","US-13067","13","67","790588","4505","1376","14685.4","174.05","1936.28","15308","32281","119","248"
"Coffee","7111","US-13069","13","69","43042","928","198","16521.07","460.02","1531.06","659","1771","51","97"
"Colquitt","6569","US-13071","13","71","45393","368","138","14471.39","304.01","1685.28","765","2435","68","32"
"Columbia","16920","US-13073","13","73","158631","734","265","10666.26","167.05","912.18","1447","12784","62","91"
"Cook","1822","US-13075","13","75","17437","133","53","10449.05","303.95","716.87","125","2300","12","22"
"Coweta","18356","US-13077","13","77","152001","1138","365","12076.24","240.13","1755.91","2669","10339","47","46"
"Crawford","978","US-13079","13","79","12228","112","40","7998.04","327.12","899.57","110","424","8","4"
"Crisp","2196","US-13081","13","81","22289","192","67","9852.39","300.6","1278.66","285","1686","56","90"
