"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3355","25"
"Hispanic/Latino","American Indian/Alaska Native","155","0"
"Hispanic/Latino","Asian","347","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","230","2"
"Hispanic/Latino","Other","36064","346"
"Hispanic/Latino","Unknown","14197","5"
"Hispanic/Latino","White","49147","636"
"Non-Hispanic/Latino","African-American/Black","240778","6467"
"Non-Hispanic/Latino","American Indian/Alaska Native","408","15"
"Non-Hispanic/Latino","Asian","18312","373"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","733","11"
"Non-Hispanic/Latino","Other","12498","64"
"Non-Hispanic/Latino","Unknown","6144","7"
"Non-Hispanic/Latino","White","351505","10675"
"Unknown","African-American/Black","24225","15"
"Unknown","American Indian/Alaska Native","143","0"
"Unknown","Asian","4488","2"
"Unknown","Native Hawaiian/Pacific Islander","178","0"
"Unknown","Other","24363","6"
"Unknown","Unknown","101098","26"
"Unknown","White","38339","14"
