"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1726","13"
"Hispanic/Latino","American Indian/Alaska Native","85","0"
"Hispanic/Latino","Asian","176","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","135","0"
"Hispanic/Latino","Other","22338","208"
"Hispanic/Latino","Unknown","9914","5"
"Hispanic/Latino","White","30109","361"
"Non-Hispanic/Latino","African-American/Black","131402","3688"
"Non-Hispanic/Latino","American Indian/Alaska Native","247","10"
"Non-Hispanic/Latino","Asian","8891","174"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","407","6"
"Non-Hispanic/Latino","Other","6056","24"
"Non-Hispanic/Latino","Unknown","5073","21"
"Non-Hispanic/Latino","White","187725","5288"
"Unknown","African-American/Black","18460","15"
"Unknown","American Indian/Alaska Native","110","0"
"Unknown","Asian","2275","0"
"Unknown","Native Hawaiian/Pacific Islander","130","0"
"Unknown","Other","10751","13"
"Unknown","Unknown","102265","26"
"Unknown","White","28401","20"
