county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,189,13,34,1018.26
Atkinson,60,2,10,720.29
Bacon,146,3,12,1280.25
Baker,37,3,12,1187.42
Baldwin,388,29,72,873.32
Banks,92,1,13,460.41
Barrow,353,20,81,408.65
Bartow,523,39,142,472.15
Ben Hill,93,1,9,558.73
Berrien,59,1,4,306.08
Bibb,509,31,144,334.54
Bleckley,51,0,3,397.26
Brantley,63,2,5,328.09
Brooks,83,8,11,527.75
Bryan,78,5,18,199.3
Bulloch,83,3,11,104.45
Burke,125,6,30,559.48
Butts,244,24,28,969.25
Calhoun,138,6,19,2184.58
Camden,69,1,8,127.96
Candler,15,0,3,138.41
Carroll,585,28,106,487.02
Catoosa,164,0,11,238.47
Charlton,34,1,6,256.58
Chatham,552,28,123,188.93
Chattahoochee,173,0,6,1609.45
Chattooga,25,2,3,100.94
Cherokee,975,35,145,365.69
Clarke,325,15,52,250.43
Clay,49,2,5,1716.29
Clayton,1343,52,195,440.56
Clinch,70,2,7,1051.68
Cobb,3298,196,718,417.16
Coffee,300,14,68,696.99
Colquitt,569,15,49,1253.5
Columbia,278,8,38,175.25
Cook,56,1,9,321.16
Coweta,468,9,53,307.89
Crawford,29,0,4,237.16
Crisp,239,8,39,1072.28
Dade,41,1,3,253.68
Dawson,114,1,18,421.89
DeKalb,4054,125,701,511.12
Decatur,214,6,26,813.01
Dodge,53,2,8,260
Dooly,191,12,38,1425.37
Dougherty,1806,149,441,2008.79
Douglas,601,25,134,395.64
Early,249,31,22,2454.17
Echols,146,0,5,3678.51
Effingham,78,1,12,121.83
Elbert,82,0,6,432.83
Emanuel,31,2,6,136.78
Evans,6,0,0,56.14
Fannin,55,1,5,208.97
Fayette,247,15,40,210.13
Floyd,326,15,43,326.27
Forsyth,556,12,74,220.19
Franklin,134,1,11,574.39
Fulton,4887,256,922,444.6
Gilmer,160,1,21,509.28
Glascock,1,0,0,33.06
Glynn,157,2,16,182.46
Gordon,203,16,34,349.7
Grady,120,4,28,489
Greene,80,7,19,427.42
Gwinnett,4598,139,722,473.46
Habersham,562,26,77,1227.07
Hall,2642,50,358,1280.36
Hancock,199,26,37,2428.9
Haralson,52,4,15,169.26
Harris,130,6,16,374.51
Hart,40,0,1,153.22
Heard,36,3,7,291.03
Henry,767,22,93,319.76
Houston,402,19,97,255.99
Irwin,34,1,8,360.44
Jackson,232,7,36,310.58
Jasper,49,1,7,345.09
Jeff Davis,46,1,5,303.67
Jefferson,51,1,8,333.05
Jenkins,29,2,9,338.15
Johnson,83,2,13,859.12
Jones,49,0,4,171.38
Lamar,76,3,12,392.83
Lanier,32,2,7,309.15
Laurens,112,1,18,236.81
Lee,367,22,66,1224.52
Liberty,87,1,14,140.54
Lincoln,16,1,6,196.92
Long,17,1,2,85.36
Lowndes,461,4,54,391.08
Lumpkin,103,1,21,304.72
Macon,106,7,36,816.14
Madison,65,1,12,215.4
Marion,59,2,11,711.44
McDuffie,72,5,19,333.38
McIntosh,15,1,2,102.97
Meriwether,109,2,18,518.55
Miller,42,0,3,728.66
Mitchell,419,34,95,1899.71
Monroe,123,11,26,443.61
Montgomery,13,0,1,140.94
Morgan,39,0,5,203.78
Murray,110,1,11,273.22
Muscogee,808,22,118,421.65
Newton,395,10,66,351.57
Non-Georgia Resident,2502,32,137,0
Oconee,125,9,21,299.49
Oglethorpe,67,7,13,439.63
Paulding,354,13,74,205.17
Peach,78,6,23,284.93
Pickens,52,4,13,155.08
Pierce,119,4,24,608.85
Pike,62,3,11,328.74
Polk,145,1,14,333.47
Pulaski,45,2,7,413.11
Putnam,100,9,17,456.93
Quitman,14,1,4,610.29
Rabun,26,1,10,153.07
Randolph,183,19,33,2709.51
Richmond,645,32,177,318.93
Rockdale,314,8,74,330.67
Schley,18,1,7,341.23
Screven,58,3,18,417.27
Seminole,46,2,8,565.11
Spalding,296,21,52,428.3
Stephens,145,3,27,550.74
Stewart,57,1,13,930
Sumter,496,46,139,1687.13
Talbot,41,2,13,665.8
Taliaferro,1,0,0,61.27
Tattnall,32,0,3,125.93
Taylor,23,2,10,289.02
Telfair,38,1,7,242.9
Terrell,217,26,52,2562.89
Thomas,357,33,69,803.49
Tift,320,20,72,783.74
Toombs,68,4,12,252.01
Towns,30,1,9,249.29
Treutlen,14,0,1,205.01
Troup,446,11,91,633.4
Turner,140,13,28,1733.53
Twiggs,19,1,6,234.97
Union,49,1,14,193.41
Unknown,1322,2,35,0
Upson,290,35,43,1103.63
Walker,195,0,6,280.13
Walton,303,16,51,316.24
Ware,249,14,56,694.5
Warren,18,0,9,345.49
Washington,75,1,9,369.42
Wayne,26,0,3,86.74
Webster,14,1,4,549.02
Wheeler,14,0,0,177.01
White,114,3,24,358.96
Whitfield,504,9,31,481.5
Wilcox,117,14,20,1331.06
Wilkes,34,1,6,339.52
Wilkinson,71,7,23,796.05
Worth,240,21,48,1191.54
