"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","678605","11818","44888"
"Male","Georgia","584307","13520","42738"
"Unknown","Georgia","9881","14","189"
"Female","Appling","1527","44","123"
"Male","Appling","1248","51","118"
"Unknown","Appling","18","0","0"
"Female","Atkinson","642","12","87"
"Male","Atkinson","536","20","91"
"Unknown","Atkinson","7","0","0"
"Female","Bacon","862","20","70"
"Male","Bacon","1077","30","82"
"Unknown","Bacon","4","0","1"
"Female","Baker","131","5","21"
"Male","Baker","110","8","23"
"Female","Baldwin","2928","55","169"
"Male","Baldwin","2335","112","225"
"Unknown","Baldwin","18","0","0"
"Female","Banks","1309","31","155"
"Male","Banks","1104","27","124"
"Unknown","Banks","13","1","1"
"Female","Barrow","7011","90","461"
"Male","Barrow","6070","102","407"
"Unknown","Barrow","52","0","1"
"Female","Bartow","8146","142","492"
"Male","Bartow","7266","173","536"
"Unknown","Bartow","114","0","2"
"Female","Ben Hill","1071","30","97"
"Male","Ben Hill","791","40","83"
"Unknown","Ben Hill","3","0","0"
"Female","Berrien","841","27","52"
"Male","Berrien","696","23","40"
"Unknown","Berrien","4","0","0"
"Female","Bibb","11507","300","1283"
"Male","Bibb","8677","278","1069"
"Unknown","Bibb","158","0","4"
"Female","Bleckley","621","23","35"
"Male","Bleckley","469","17","27"
"Unknown","Bleckley","7","0","1"
"Female","Brantley","1014","35","86"
"Male","Brantley","873","40","74"
"Unknown","Brantley","8","0","0"
"Female","Brooks","786","21","72"
"Male","Brooks","601","33","61"
"Unknown","Brooks","5","0","0"
"Female","Bryan","2424","24","146"
"Male","Bryan","2215","40","177"
"Unknown","Bryan","2","0","0"
"Female","Bulloch","4454","57","171"
"Male","Bulloch","3459","41","135"
"Unknown","Bulloch","17","0","0"
"Female","Burke","1276","25","104"
"Male","Burke","1012","23","88"
"Unknown","Burke","13","0","1"
"Female","Butts","1634","54","86"
"Male","Butts","1722","59","105"
"Unknown","Butts","34","0","1"
"Female","Calhoun","320","14","42"
"Male","Calhoun","298","7","48"
"Unknown","Calhoun","2","0","0"
"Female","Camden","3188","40","120"
"Male","Camden","2864","39","103"
"Unknown","Camden","4","0","0"
"Female","Candler","603","17","49"
"Male","Candler","506","32","35"
"Female","Carroll","5283","71","183"
"Male","Carroll","4725","85","205"
"Unknown","Carroll","45","0","1"
"Female","Catoosa","4483","49","152"
"Male","Catoosa","3921","44","146"
"Unknown","Catoosa","83","0","3"
"Female","Charlton","669","16","55"
"Male","Charlton","1068","26","51"
"Unknown","Charlton","4","0","0"
"Female","Chatham","18141","300","1370"
"Male","Chatham","15107","357","1296"
"Unknown","Chatham","12","0","0"
"Female","Chattahoochee","360","2","15"
"Male","Chattahoochee","4878","13","26"
"Unknown","Chattahoochee","17","0","0"
"Female","Chattooga","1990","43","115"
"Male","Chattooga","1692","46","138"
"Unknown","Chattooga","13","0","0"
"Female","Cherokee","16721","186","926"
"Male","Cherokee","14925","256","1052"
"Unknown","Cherokee","91","0","2"
"Female","Clarke","9768","72","405"
"Male","Clarke","7699","104","381"
"Unknown","Clarke","60","0","2"
"Female","Clay","136","1","6"
"Male","Clay","94","3","6"
"Unknown","Clay","2","0","0"
"Female","Clayton","19915","354","1180"
"Male","Clayton","15242","356","997"
"Unknown","Clayton","175","1","1"
"Female","Clinch","510","15","44"
"Male","Clinch","496","19","41"
"Unknown","Clinch","3","0","0"
"Female","Cobb","45577","589","2065"
"Male","Cobb","39613","707","2097"
"Unknown","Cobb","374","0","6"
"Female","Coffee","3441","98","504"
"Male","Coffee","2867","87","402"
"Unknown","Coffee","30","0","0"
"Female","Colquitt","2865","56","165"
"Male","Colquitt","2656","75","172"
"Unknown","Colquitt","18","0","0"
"Female","Columbia","7795","102","329"
"Male","Columbia","6912","149","339"
"Unknown","Columbia","39","0","0"
"Female","Cook","944","24","69"
"Male","Cook","730","28","59"
"Unknown","Cook","5","0","1"
"Female","Coweta","6690","146","411"
"Male","Coweta","6099","194","411"
"Unknown","Coweta","47","0","0"
"Female","Crawford","450","16","53"
"Male","Crawford","382","21","53"
"Unknown","Crawford","5","0","0"
"Female","Crisp","1051","31","110"
"Male","Crisp","783","34","75"
"Unknown","Crisp","22","0","1"
"Female","Dade","941","10","33"
"Male","Dade","870","7","35"
"Unknown","Dade","18","0","0"
"Female","Dawson","2220","32","160"
"Male","Dawson","1928","41","176"
"Unknown","Dawson","28","0","0"
"Female","DeKalb","43887","582","3410"
"Male","DeKalb","35960","639","2972"
"Unknown","DeKalb","724","0","13"
"Female","Decatur","1984","34","125"
"Male","Decatur","1476","44","99"
"Unknown","Decatur","17","0","0"
"Female","Dodge","812","27","65"
"Male","Dodge","704","34","60"
"Unknown","Dodge","13","0","0"
"Female","Dooly","576","17","51"
"Male","Dooly","497","21","51"
"Unknown","Dooly","9","0","0"
"Female","Dougherty","5300","205","780"
"Male","Dougherty","3766","179","563"
"Unknown","Dougherty","62","1","2"
"Female","Douglas","9640","119","598"
"Male","Douglas","7967","127","511"
"Unknown","Douglas","64","0","2"
"Female","Early","907","28","66"
"Male","Early","628","23","37"
"Unknown","Early","9","0","0"
"Female","Echols","167","1","3"
"Male","Echols","242","4","12"
"Unknown","Echols","2","0","0"
"Female","Effingham","3711","63","248"
"Male","Effingham","3299","88","253"
"Unknown","Effingham","2","0","0"
"Female","Elbert","1192","34","115"
"Male","Elbert","855","34","69"
"Unknown","Elbert","9","0","3"
"Female","Emanuel","1522","42","103"
"Male","Emanuel","1159","29","65"
"Unknown","Emanuel","13","1","0"
"Female","Evans","628","16","67"
"Male","Evans","489","20","40"
"Unknown","Evans","2","0","0"
"Female","Fannin","1718","36","121"
"Male","Fannin","1492","55","141"
"Unknown","Fannin","5","0","0"
"Female","Fayette","5121","94","290"
"Male","Fayette","4639","122","326"
"Unknown","Fayette","38","0","0"
"Female","Floyd","8342","129","575"
"Male","Floyd","7093","177","608"
"Unknown","Floyd","100","0","2"
"Female","Forsyth","13563","107","566"
"Male","Forsyth","12860","162","690"
"Unknown","Forsyth","679","0","0"
"Female","Franklin","1813","26","117"
"Male","Franklin","1462","42","101"
"Unknown","Franklin","16","0","0"
"Female","Fulton","59649","789","3839"
"Male","Fulton","52058","872","3531"
"Unknown","Fulton","522","0","21"
"Female","Gilmer","1909","52","167"
"Male","Gilmer","1594","67","164"
"Unknown","Gilmer","22","0","0"
"Female","Glascock","89","3","11"
"Male","Glascock","89","4","17"
"Unknown","Glascock","9","0","0"
"Female","Glynn","6610","138","334"
"Male","Glynn","5777","164","328"
"Unknown","Glynn","1","0","0"
"Female","Gordon","4605","77","210"
"Male","Gordon","4050","98","220"
"Unknown","Gordon","96","0","1"
"Female","Grady","1364","29","124"
"Male","Grady","1035","38","115"
"Unknown","Grady","17","0","0"
"Female","Greene","1178","29","89"
"Male","Greene","1021","35","111"
"Unknown","Greene","4","0","0"
"Female","Gwinnett","59653","649","3239"
"Male","Gwinnett","52443","747","3045"
"Unknown","Gwinnett","797","0","3"
"Female","Habersham","3490","92","298"
"Male","Habersham","2919","101","330"
"Unknown","Habersham","30","0","1"
"Female","Hall","18107","278","1521"
"Male","Hall","15915","339","1621"
"Unknown","Hall","233","1","0"
"Female","Hancock","502","31","60"
"Male","Hancock","494","44","62"
"Unknown","Hancock","4","0","0"
"Female","Haralson","1247","26","55"
"Male","Haralson","1127","21","40"
"Unknown","Haralson","19","0","0"
"Female","Harris","1667","38","116"
"Male","Harris","1501","46","131"
"Unknown","Harris","38","0","0"
"Female","Hart","1288","25","84"
"Male","Hart","1011","25","80"
"Unknown","Hart","11","0","0"
"Female","Heard","543","17","27"
"Male","Heard","490","9","38"
"Unknown","Heard","4","0","0"
"Female","Henry","16035","217","688"
"Male","Henry","13046","261","587"
"Unknown","Henry","72","0","0"
"Female","Houston","8813","138","545"
"Male","Houston","7274","151","528"
"Unknown","Houston","81","0","2"
"Female","Irwin","437","12","49"
"Male","Irwin","462","8","43"
"Unknown","Irwin","2","0","0"
"Female","Jackson","6861","92","396"
"Male","Jackson","5997","114","426"
"Unknown","Jackson","70","0","2"
"Female","Jasper","552","14","59"
"Male","Jasper","478","19","47"
"Unknown","Jasper","5","0","0"
"Female","Jeff Davis","969","17","54"
"Male","Jeff Davis","841","27","68"
"Unknown","Jeff Davis","3","0","0"
"Female","Jefferson","1054","31","97"
"Male","Jefferson","796","36","86"
"Unknown","Jefferson","12","0","1"
"Female","Jenkins","524","18","43"
"Male","Jenkins","373","24","51"
"Unknown","Jenkins","2","1","1"
"Female","Johnson","498","22","57"
"Male","Johnson","521","30","57"
"Unknown","Johnson","5","0","1"
"Female","Jones","1461","34","131"
"Male","Jones","1150","53","130"
"Unknown","Jones","10","0","0"
"Female","Lamar","1277","33","88"
"Male","Lamar","1023","49","99"
"Unknown","Lamar","3","0","0"
"Female","Lanier","376","5","14"
"Male","Lanier","398","7","21"
"Unknown","Lanier","5","0","0"
"Female","Laurens","3288","85","202"
"Male","Laurens","2511","118","217"
"Unknown","Laurens","30","0","0"
"Female","Lee","1451","37","157"
"Male","Lee","1168","35","144"
"Unknown","Lee","10","0","0"
"Female","Liberty","3401","44","174"
"Male","Liberty","3218","55","156"
"Unknown","Liberty","11","0","0"
"Female","Lincoln","372","15","35"
"Male","Lincoln","309","12","34"
"Unknown","Lincoln","14","0","0"
"Female","Long","754","7","48"
"Male","Long","635","13","31"
"Unknown","Long","1","0","0"
"Female","Lowndes","6106","127","307"
"Male","Lowndes","4915","101","229"
"Unknown","Lowndes","38","0","0"
"Female","Lumpkin","2415","49","227"
"Male","Lumpkin","2033","44","196"
"Unknown","Lumpkin","17","0","0"
"Female","Macon","437","12","44"
"Male","Macon","411","26","59"
"Unknown","Macon","1","0","0"
"Female","Madison","2274","27","145"
"Male","Madison","1952","42","128"
"Unknown","Madison","8","0","0"
"Female","Marion","392","16","28"
"Male","Marion","269","17","32"
"Unknown","Marion","1","0","0"
"Female","McDuffie","1222","33","115"
"Male","McDuffie","964","28","95"
"Unknown","McDuffie","80","0","1"
"Female","McIntosh","735","13","39"
"Male","McIntosh","660","15","49"
"Female","Meriwether","1257","54","129"
"Male","Meriwether","939","45","95"
"Unknown","Meriwether","9","0","0"
"Female","Miller","558","6","29"
"Male","Miller","443","9","24"
"Unknown","Miller","2","0","0"
"Female","Mitchell","1191","38","147"
"Male","Mitchell","979","51","141"
"Unknown","Mitchell","10","0","0"
"Female","Monroe","1485","55","126"
"Male","Monroe","1298","63","123"
"Unknown","Monroe","21","0","1"
"Female","Montgomery","622","18","34"
"Male","Montgomery","520","21","29"
"Unknown","Montgomery","4","0","0"
"Female","Morgan","1024","12","62"
"Male","Morgan","861","23","74"
"Unknown","Morgan","9","0","0"
"Female","Murray","3375","50","168"
"Male","Murray","2922","82","192"
"Unknown","Murray","17","0","0"
"Female","Muscogee","11713","309","944"
"Male","Muscogee","9023","259","819"
"Unknown","Muscogee","194","0","1"
"Female","Newton","6285","158","652"
"Male","Newton","4931","160","553"
"Unknown","Newton","56","0","1"
"Female","Non-GA Resident/Unknown State","14268","324","924"
"Male","Non-GA Resident/Unknown State","15683","431","1166"
"Unknown","Non-GA Resident/Unknown State","2419","3","58"
"Female","Oconee","2328","32","97"
"Male","Oconee","2122","41","93"
"Unknown","Oconee","13","0","0"
"Female","Oglethorpe","945","14","65"
"Male","Oglethorpe","764","28","62"
"Unknown","Oglethorpe","3","0","0"
"Female","Paulding","9033","117","313"
"Male","Paulding","7455","134","270"
"Unknown","Paulding","93","0","6"
"Female","Peach","1500","43","159"
"Male","Peach","1178","49","137"
"Unknown","Peach","7","0","1"
"Female","Pickens","1968","39","167"
"Male","Pickens","1643","52","170"
"Unknown","Pickens","11","0","0"
"Female","Pierce","1167","35","114"
"Male","Pierce","936","51","123"
"Unknown","Pierce","7","0","0"
"Female","Pike","997","19","70"
"Male","Pike","887","31","58"
"Unknown","Pike","4","0","1"
"Female","Polk","3371","69","273"
"Male","Polk","3019","70","258"
"Unknown","Polk","31","1","2"
"Female","Pulaski","570","24","36"
"Male","Pulaski","317","14","27"
"Unknown","Pulaski","2","0","0"
"Female","Putnam","1409","31","114"
"Male","Putnam","1196","48","123"
"Unknown","Putnam","8","0","0"
"Female","Quitman","79","1","7"
"Male","Quitman","43","2","9"
"Female","Rabun","1127","25","107"
"Male","Rabun","1022","34","96"
"Unknown","Rabun","8","0","1"
"Female","Randolph","356","25","63"
"Male","Randolph","246","14","38"
"Female","Richmond","14553","258","896"
"Male","Richmond","11983","327","878"
"Unknown","Richmond","146","0","10"
"Female","Rockdale","5102","115","794"
"Male","Rockdale","3912","106","627"
"Unknown","Rockdale","48","0","1"
"Female","Schley","186","2","13"
"Male","Schley","156","5","15"
"Female","Screven","761","16","54"
"Male","Screven","583","19","44"
"Unknown","Screven","5","0","1"
"Female","Seminole","650","11","54"
"Male","Seminole","558","12","42"
"Unknown","Seminole","5","0","0"
"Female","Spalding","3731","135","360"
"Male","Spalding","3080","138","287"
"Unknown","Spalding","28","0","0"
"Female","Stephens","2520","55","182"
"Male","Stephens","2016","53","165"
"Unknown","Stephens","16","0","0"
"Female","Stewart","366","9","33"
"Male","Stewart","929","19","106"
"Unknown","Stewart","35","0","0"
"Female","Sumter","1562","56","184"
