"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3015","24"
"Hispanic/Latino","American Indian/Alaska Native","143","0"
"Hispanic/Latino","Asian","315","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","202","2"
"Hispanic/Latino","Other","33651","331"
"Hispanic/Latino","Unknown","14472","8"
"Hispanic/Latino","White","44491","610"
"Non-Hispanic/Latino","African-American/Black","221175","6200"
"Non-Hispanic/Latino","American Indian/Alaska Native","386","13"
"Non-Hispanic/Latino","Asian","16734","361"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","670","10"
"Non-Hispanic/Latino","Other","11489","52"
"Non-Hispanic/Latino","Unknown","7042","13"
"Non-Hispanic/Latino","White","322987","10232"
"Unknown","African-American/Black","24348","16"
"Unknown","American Indian/Alaska Native","146","0"
"Unknown","Asian","3727","1"
"Unknown","Native Hawaiian/Pacific Islander","174","0"
"Unknown","Other","26145","8"
"Unknown","Unknown","124421","28"
"Unknown","White","37383","19"
