"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","2796","US-13001","13","1","18561","242","96","15063.84","517.21","43.1","8","727","10","15"
"Atkinson","1188","US-13003","13","3","8330","179","32","14261.7","384.15","84.03","7","394","5","18"
"Bacon","1950","US-13005","13","5","11404","155","51","17099.26","447.21","87.69","10","682","11","13"
"Baker","242","US-13007","13","7","3116","44","13","7766.37","417.2","32.09","1","129","1","3"
"Baldwin","5288","US-13009","13","9","44428","394","169","11902.4","380.39","42.77","19","1447","26","16"
"Banks","2440","US-13011","13","11","19982","283","60","12210.99","300.27","115.1","23","337","5","4"
"Barrow","13196","US-13013","13","13","86383","871","192","15276.15","222.27","136.6","118","1729","7","5"
"Bartow","15563","US-13015","13","15","110771","1038","317","14049.71","286.18","74.93","83","5111","41","73"
"Ben Hill","1867","US-13017","13","17","16645","181","70","11216.58","420.55","30.04","5","1367","35","60"
"Berrien","1544","US-13019","13","19","19276","93","50","8009.96","259.39","10.38","2","1957","20","33"
"Bibb","20362","US-13021","13","21","152150","2374","584","13382.85","383.83","30.89","47","5576","64","63"
"Bleckley","1099","US-13023","13","23","12838","63","40","8560.52","311.58","31.16","4","1223","41","63"
"Brantley","1897","US-13025","13","25","19202","160","75","9879.18","390.58","15.62","3","1237","12","31"
"Brooks","1395","US-13027","13","27","15727","134","54","8870.1","343.36","12.72","2","1036","18","24"
"Bryan","4641","US-13029","13","29","39137","327","64","11858.34","163.53","40.88","16","1674","8","13"
"Bulloch","7944","US-13031","13","31","79467","311","98","9996.6","123.32","31.46","25","3261","110","182"
"Burke","2305","US-13033","13","33","22342","193","48","10316.89","214.84","22.38","5","1444","37","28"
"Butts","3394","US-13035","13","35","25174","195","113","13482.16","448.88","87.39","22","1352","10","15"
"Calhoun","615","US-13037","13","37","6317","90","21","9735.63","332.44","15.83","1","229","0","2"
"Camden","6063","US-13039","13","39","53924","224","80","11243.6","148.36","148.36","80","1967","17","35"
"Candler","1110","US-13043","13","43","10837","84","49","10242.69","452.15","18.46","2","452","38","36"
"Carroll","10078","US-13045","13","45","120119","390","157","8390.01","130.7","42.46","51","6437","170","268"
"Catoosa","8528","US-13047","13","47","68771","303","94","12400.58","136.69","110.51","76","1193","21","29"
"Charlton","1740","US-13049","13","49","13251","107","43","13131.08","324.5","30.19","4","526","13","18"
"Chatham","33337","US-13051","13","51","292176","2676","658","11409.9","225.21","60.92","178","5597","51","56"
"Chattahoochee","5268","US-13053","13","53","10749","42","15","49009.21","139.55","948.93","102","757","5","4"
"Chattooga","3710","US-13055","13","55","24766","256","90","14980.21","363.4","137.28","34","907","16","20"
"Cherokee","31826","US-13057","13","57","266617","2004","446","11936.97","167.28","88.52","236","12425","27","40"
"Clarke","17571","US-13059","13","59","129779","791","178","13539.17","137.16","90.92","118","2694","8","4"
"Clay","232","US-13061","13","61","2855","12","4","8126.09","140.11","0","0","80","0","4"
"Clayton","35431","US-13063","13","63","304838","2200","717","11622.89","235.21","73.15","223","4391","42","16"
"Clinch","1010","US-13065","13","65","6656","85","34","15174.28","510.82","30.05","2","486","2","10"
"Cobb","85937","US-13067","13","67","790588","4198","1303","10870.01","164.81","114.09","902","24958","110","244"
"Coffee","6351","US-13069","13","69","43042","908","189","14755.36","439.11","58.08","25","1572","48","95"
"Colquitt","5548","US-13071","13","71","45393","342","133","12222.15","293","52.87","24","1988","65","31"
"Columbia","14778","US-13073","13","73","158631","672","255","9315.96","160.75","40.35","64","10305","56","88"
"Cook","1678","US-13075","13","75","17437","129","52","9623.22","298.22","5.73","1","1942","11","22"
"Coweta","12901","US-13077","13","77","152001","839","345","8487.44","226.97","86.18","131","8178","37","39"
"Crawford","838","US-13079","13","79","12228","106","39","6853.12","318.94","16.36","2","314","6","4"
"Crisp","1860","US-13081","13","81","22289","186","65","8344.92","291.62","22.43","5","1291","48","82"
"Dade","1837","US-13083","13","83","16162","68","17","11366.17","105.19","105.19","17","349","4","4"
"Dawson","4202","US-13085","13","85","27021","339","74","15550.87","273.86","125.83","34","504","2","3"
"DeKalb","80894","US-13089","13","89","793154","6438","1231","10199.03","155.2","83.97","666","11866","128","59"
"Decatur","3479","US-13087","13","87","26322","224","78","13217.08","296.33","72.18","19","1305","26","67"
"Dodge","1532","US-13091","13","91","20385","125","61","7515.33","299.24","19.62","4","2087","67","77"
"Dooly","1085","US-13093","13","93","13400","102","38","8097.01","283.58","29.85","4","569","22","24"
"Dougherty","9143","US-13095","13","95","89905","1352","386","10169.62","429.34","32.26","29","3365","36","20"
"Douglas","17739","US-13097","13","97","151906","1119","249","11677.62","163.92","94.14","143","4802","54","115"
"Early","1546","US-13099","13","99","10146","103","52","15237.53","512.52","19.71","2","335","5","19"
"Echols","412","US-13101","13","101","3969","15","5","10380.45","125.98","50.39","2","316","6","8"
"Effingham","7029","US-13103","13","103","64026","504","152","10978.35","237.4","56.23","36","1870","22","21"
"Elbert","2061","US-13105","13","105","18945","187","69","10878.86","364.21","79.18","15","1270","20","14"
"Emanuel","2698","US-13107","13","107","22664","169","73","11904.34","322.1","35.3","8","1756","63","148"
"Evans","1120","US-13109","13","109","10687","107","36","10480.02","336.86","9.36","1","515","18","28"
"Fannin","3235","US-13111","13","111","26320","265","91","12291.03","345.74","174.77","46","594","17","15"
"Fayette","9837","US-13113","13","113","117544","621","216","8368.78","183.76","68.91","81","3512","26","17"
"Floyd","15599","US-13115","13","115","99916","1197","308","15612.11","308.26","120.1","120","2954","79","106"
"Forsyth","27253","US-13117","13","117","252507","1270","274","10792.97","108.51","118.41","299","7279","12","16"
"Franklin","3300","US-13119","13","119","23329","218","68","14145.48","291.48","47.15","11","661","16","12"
"Fulton","112698","US-13121","13","121","1099181","7459","1671","10252.91","152.02","86.52","951","20883","148","138"
"Gilmer","3535","US-13123","13","123","31417","335","119","11251.87","378.78","108.22","34","1232","18","19"
"Glascock","187","US-13125","13","125","3025","28","7","6181.82","231.4","0","0","227","14","5"
"Glynn","12406","US-13127","13","127","86047","665","303","14417.7","352.13","46.49","40","2989","36","42"
"Gordon","8789","US-13129","13","129","58049","433","175","15140.66","301.47","120.59","70","2633","25","33"
"Grady","2430","US-13131","13","131","24540","239","67","9902.2","273.02","93.72","23","1231","25","24"
"Greene","2210","US-13133","13","133","18717","200","64","11807.45","341.94","37.4","7","524","9","2"
"Gwinnett","113414","US-13135","13","135","971145","6347","1409","11678.38","145.09","100.09","972","21714","97","76"
"Habersham","6460","US-13137","13","137","45800","632","193","14104.8","421.4","93.89","43","1012","16","19"
"Hall","34394","US-13139","13","139","206349","3158","625","16667.88","302.88","137.15","283","4283","38","32"
"Hancock","1001","US-13141","13","141","8193","122","75","12217.75","915.42","12.21","1","125","7","4"
"Haralson","2400","US-13143","13","143","30722","95","47","7811.99","152.98","32.55","10","1425","77","48"
"Harris","3220","US-13145","13","145","34712","248","85","9276.33","244.87","72.02","25","612","9","12"
"Hart","2315","US-13147","13","147","26107","165","50","8867.35","191.52","30.64","8","1232","23","17"
"Heard","1039","US-13149","13","149","12370","65","26","8399.35","210.19","16.17","2","445","15","19"
