"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2573","20"
"Hispanic/Latino","American Indian/Alaska Native","130","0"
"Hispanic/Latino","Asian","274","1"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","181","1"
"Hispanic/Latino","Other","29539","306"
"Hispanic/Latino","Unknown","13573","12"
"Hispanic/Latino","White","39190","512"
"Non-Hispanic/Latino","African-American/Black","189717","5247"
"Non-Hispanic/Latino","American Indian/Alaska Native","359","10"
"Non-Hispanic/Latino","Asian","14439","296"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","575","10"
"Non-Hispanic/Latino","Other","10101","55"
"Non-Hispanic/Latino","Unknown","8156","56"
"Non-Hispanic/Latino","White","278292","8860"
"Unknown","African-American/Black","26351","35"
"Unknown","American Indian/Alaska Native","145","0"
"Unknown","Asian","3449","2"
"Unknown","Native Hawaiian/Pacific Islander","171","0"
"Unknown","Other","26032","23"
"Unknown","Unknown","144173","73"
"Unknown","White","40916","79"
