"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","6029","36"
"Hispanic/Latino","American Indian/Alaska Native","299","2"
"Hispanic/Latino","Asian","606","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","392","4"
"Hispanic/Latino","Other","48203","452"
"Hispanic/Latino","Unknown","24653","13"
"Hispanic/Latino","White","65960","828"
"Non-Hispanic/Latino","African-American/Black","377623","8812"
"Non-Hispanic/Latino","American Indian/Alaska Native","734","23"
"Non-Hispanic/Latino","Asian","27301","442"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1027","16"
"Non-Hispanic/Latino","Other","22618","98"
"Non-Hispanic/Latino","Unknown","9513","12"
"Non-Hispanic/Latino","White","533012","15448"
"Unknown","African-American/Black","29345","15"
"Unknown","American Indian/Alaska Native","237","0"
"Unknown","Asian","5146","2"
"Unknown","Native Hawaiian/Pacific Islander","218","0"
"Unknown","Other","28528","11"
"Unknown","Unknown","146804","73"
"Unknown","White","42577","23"
