"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","735136","12266","48186"
"Male","Georgia","626902","14043","45533"
"Unknown","Georgia","8787","4","174"
"Female","Appling","1542","46","126"
"Male","Appling","1269","52","120"
"Unknown","Appling","12","0","0"
"Female","Atkinson","652","12","91"
"Male","Atkinson","547","20","92"
"Unknown","Atkinson","2","0","0"
"Female","Bacon","895","21","79"
"Male","Bacon","1099","31","88"
"Unknown","Bacon","1","0","0"
"Female","Baker","136","5","21"
"Male","Baker","111","8","23"
"Female","Baldwin","2983","59","170"
"Male","Baldwin","2379","114","230"
"Unknown","Baldwin","13","0","0"
"Female","Banks","1376","32","162"
"Male","Banks","1165","32","134"
"Unknown","Banks","11","0","0"
"Female","Barrow","7488","94","477"
"Male","Barrow","6432","104","426"
"Unknown","Barrow","45","0","1"
"Female","Bartow","8677","146","519"
"Male","Bartow","7678","179","555"
"Unknown","Bartow","95","0","0"
"Female","Ben Hill","1076","31","97"
"Male","Ben Hill","804","41","84"
"Unknown","Ben Hill","2","0","0"
"Female","Berrien","853","27","55"
"Male","Berrien","713","24","42"
"Unknown","Berrien","4","0","0"
"Female","Bibb","11984","309","1326"
"Male","Bibb","9011","288","1109"
"Unknown","Bibb","110","0","1"
"Female","Bleckley","633","23","35"
"Male","Bleckley","479","18","29"
"Unknown","Bleckley","4","0","0"
"Female","Brantley","1026","35","89"
"Male","Brantley","884","41","76"
"Unknown","Brantley","6","0","0"
"Female","Brooks","799","21","73"
"Male","Brooks","615","35","63"
"Unknown","Brooks","4","0","0"
"Female","Bryan","2493","25","152"
"Male","Bryan","2265","40","185"
"Female","Bulloch","4569","57","181"
"Male","Bulloch","3548","43","147"
"Unknown","Bulloch","14","0","0"
"Female","Burke","1301","24","106"
"Male","Burke","1039","24","93"
"Unknown","Burke","10","0","1"
"Female","Butts","1752","54","97"
"Male","Butts","1818","60","116"
"Unknown","Butts","18","0","0"
"Female","Calhoun","318","14","42"
"Male","Calhoun","299","7","49"
"Unknown","Calhoun","1","0","0"
"Female","Camden","3260","40","122"
"Male","Camden","2933","42","103"
"Female","Candler","615","17","52"
"Male","Candler","514","33","37"
"Female","Carroll","5686","74","188"
"Male","Carroll","5071","88","208"
"Unknown","Carroll","32","0","1"
"Female","Catoosa","4726","52","168"
"Male","Catoosa","4116","46","164"
"Unknown","Catoosa","77","0","3"
"Female","Charlton","673","18","60"
"Male","Charlton","1078","26","52"
"Unknown","Charlton","5","0","0"
"Female","Chatham","18768","311","1401"
"Male","Chatham","15592","372","1320"
"Unknown","Chatham","5","0","0"
"Female","Chattahoochee","404","3","16"
"Male","Chattahoochee","5088","13","27"
"Unknown","Chattahoochee","17","0","0"
"Female","Chattooga","2072","44","124"
"Male","Chattooga","1754","48","143"
"Unknown","Chattooga","13","0","0"
"Female","Cherokee","17879","192","979"
"Male","Cherokee","15854","270","1119"
"Unknown","Cherokee","83","0","1"
"Female","Clarke","10396","76","446"
"Male","Clarke","8209","105","412"
"Unknown","Clarke","43","0","2"
"Female","Clay","139","1","8"
"Male","Clay","97","3","6"
"Unknown","Clay","2","0","0"
"Female","Clayton","22651","373","1371"
"Male","Clayton","16893","372","1134"
"Unknown","Clayton","157","0","1"
"Female","Clinch","524","15","45"
"Male","Clinch","503","19","42"
"Unknown","Clinch","1","0","0"
"Female","Cobb","51627","605","2171"
"Male","Cobb","44102","736","2201"
"Unknown","Cobb","319","0","5"
"Female","Coffee","3493","103","508"
"Male","Coffee","2896","93","407"
"Unknown","Coffee","18","0","0"
"Female","Colquitt","2939","58","173"
"Male","Colquitt","2707","78","183"
"Unknown","Colquitt","10","0","0"
"Female","Columbia","8069","106","353"
"Male","Columbia","7138","154","358"
"Unknown","Columbia","37","0","0"
"Female","Cook","950","24","70"
"Male","Cook","737","29","60"
"Unknown","Cook","2","0","0"
"Female","Coweta","7757","152","506"
"Male","Coweta","6900","205","477"
"Unknown","Coweta","37","0","2"
"Female","Crawford","460","18","55"
"Male","Crawford","389","22","57"
"Unknown","Crawford","2","0","0"
"Female","Crisp","1068","32","112"
"Male","Crisp","792","34","77"
"Unknown","Crisp","17","0","0"
"Female","Dade","1006","11","38"
"Male","Dade","927","8","40"
"Unknown","Dade","18","0","0"
"Female","Dawson","2374","32","168"
"Male","Dawson","2077","45","190"
"Unknown","Dawson","21","0","0"
"Female","DeKalb","49132","611","3656"
"Male","DeKalb","39897","662","3200"
"Unknown","DeKalb","622","0","10"
"Female","Decatur","2030","35","128"
"Male","Decatur","1511","44","101"
"Unknown","Decatur","13","0","0"
"Female","Dodge","829","28","65"
"Male","Dodge","716","35","61"
"Unknown","Dodge","8","0","0"
"Female","Dooly","586","17","53"
"Male","Dooly","507","21","52"
"Unknown","Dooly","4","0","0"
"Female","Dougherty","5412","208","792"
"Male","Dougherty","3844","184","576"
"Unknown","Dougherty","32","0","1"
"Female","Douglas","10904","123","631"
"Male","Douglas","8805","130","534"
"Unknown","Douglas","51","0","2"
"Female","Early","918","30","67"
"Male","Early","638","23","38"
"Unknown","Early","6","0","0"
"Female","Echols","169","1","3"
"Male","Echols","245","4","12"
"Unknown","Echols","1","0","0"
"Female","Effingham","3816","65","256"
"Male","Effingham","3378","88","260"
"Unknown","Effingham","1","0","0"
"Female","Elbert","1223","36","118"
"Male","Elbert","883","36","73"
"Unknown","Elbert","7","0","1"
"Female","Emanuel","1540","43","113"
"Male","Emanuel","1164","30","64"
"Unknown","Emanuel","10","0","0"
"Female","Evans","639","15","67"
"Male","Evans","503","20","41"
"Unknown","Evans","2","0","0"
"Female","Fannin","1787","36","126"
"Male","Fannin","1549","60","156"
"Unknown","Fannin","7","0","0"
"Female","Fayette","5939","100","338"
"Male","Fayette","5275","126","367"
"Unknown","Fayette","41","0","0"
"Female","Floyd","8841","138","610"
"Male","Floyd","7473","185","630"
