"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths"
"Appling","1195","US-13001","13","1","18561","105","38","6438.23","204.73","188.57","35","94","0"
"Atkinson","495","US-13003","13","3","8330","66","7","5942.38","84.03","156.06","13","55","0"
"Bacon","645","US-13005","13","5","11404","50","18","5655.91","157.84","140.3","16","82","3"
"Baker","100","US-13007","13","7","3116","20","6","3209.24","192.55","288.83","9","16","0"
"Baldwin","2402","US-13009","13","9","44428","174","67","5406.5","150.81","193.57","86","97","1"
"Banks","621","US-13011","13","11","19982","79","9","3107.8","45.04","310.28","62","17","1"
"Barrow","2787","US-13013","13","13","86383","284","55","3226.33","63.67","194.48","168","208","0"
"Bartow","3930","US-13015","13","15","110771","347","97","3547.86","87.57","248.26","275","451","4"
"Ben Hill","904","US-13017","13","17","16645","94","34","5431.06","204.27","204.27","34","55","3"
"Berrien","510","US-13019","13","19","19276","28","15","2645.78","77.82","93.38","18","104","10"
"Bibb","6882","US-13021","13","21","152150","922","210","4523.17","138.02","174.17","265","193","12"
"Bleckley","525","US-13023","13","23","12838","35","28","4089.42","218.1","140.21","18","144","1"
"Brantley","494","US-13025","13","25","19202","43","13","2572.65","67.7","171.86","33","214","1"
"Brooks","554","US-13027","13","27","15727","54","26","3522.6","165.32","6.36","1","55","3"
"Bryan","1340","US-13029","13","29","39137","100","16","3423.87","40.88","120.09","47","45","1"
"Bulloch","3176","US-13031","13","31","79467","149","33","3996.63","41.53","122.06","97","410","15"
"Burke","928","US-13033","13","33","22342","92","12","4153.61","53.71","161.13","36","207","2"
"Butts","789","US-13035","13","35","25174","60","44","3134.19","174.78","174.78","44","142","1"
"Calhoun","281","US-13037","13","37","6317","51","10","4448.31","158.3","237.45","15","24","0"
"Camden","1522","US-13039","13","39","53924","76","18","2822.49","33.38","187.3","101","61","2"
"Candler","567","US-13043","13","43","10837","46","26","5232.08","239.92","203.01","22","28","2"
"Carroll","3633","US-13045","13","45","120119","203","81","3024.5","67.43","247.25","297","1088","8"
"Catoosa","1656","US-13047","13","47","68771","87","25","2407.99","36.35","287.91","198","24","0"
"Charlton","660","US-13049","13","49","13251","31","11","4980.76","83.01","98.11","13","88","5"
"Chatham","9834","US-13051","13","51","292176","863","195","3365.78","66.74","131.77","385","157","2"
"Chattahoochee","1854","US-13053","13","53","10749","15","1","17248.12","9.3","986.14","106","25","1"
"Chattooga","1042","US-13055","13","55","24766","74","30","4207.38","121.13","383.59","95","72","2"
"Cherokee","7828","US-13057","13","57","266617","560","108","2936.05","40.51","249.8","666","899","3"
"Clarke","6118","US-13059","13","59","129779","262","50","4714.17","38.53","256.59","333","1149","1"
"Clay","124","US-13061","13","61","2855","9","3","4343.26","105.08","0","0","19","0"
"Clayton","8884","US-13063","13","63","304838","732","184","2914.33","60.36","199.78","609","555","4"
"Clinch","475","US-13065","13","65","6656","34","13","7136.42","195.31","375.6","25","43","0"
"Cobb","23401","US-13067","13","67","790588","2047","479","2959.95","60.59","179.49","1419","2667","11"
"Coffee","2386","US-13069","13","69","43042","345","67","5543.42","155.66","290.41","125","255","3"
"Colquitt","2183","US-13071","13","71","45393","173","40","4809.11","88.12","123.37","56","352","5"
"Columbia","4735","US-13073","13","73","158631","209","69","2984.91","43.5","221.9","352","753","3"
"Cook","659","US-13075","13","75","17437","64","16","3779.32","91.76","424.38","74","86","1"
"Coweta","3120","US-13077","13","77","152001","155","63","2052.62","41.45","92.76","141","1232","4"
"Crawford","204","US-13079","13","79","12228","28","6","1668.3","49.07","49.07","6","22","0"
"Crisp","685","US-13081","13","81","22289","89","24","3073.26","107.68","166","37","182","5"
"Dade","421","US-13083","13","83","16162","23","6","2604.88","37.12","420.74","68","16","0"
"Dawson","957","US-13085","13","85","27021","90","11","3541.69","40.71","155.43","42","32","0"
"DeKalb","22927","US-13089","13","89","793154","2456","418","2890.61","52.7","215.72","1711","1218","15"
"Decatur","1349","US-13087","13","87","26322","105","38","5124.99","144.37","205.15","54","143","4"
"Dodge","675","US-13091","13","91","20385","58","30","3311.26","147.17","358.11","73","329","13"
"Dooly","391","US-13093","13","93","13400","59","18","2917.91","134.33","134.33","18","55","1"
"Dougherty","3357","US-13095","13","95","89905","683","194","3733.94","215.78","65.62","59","202","4"
"Douglas","4405","US-13097","13","97","151906","482","78","2899.82","51.35","192.88","293","517","5"
"Early","575","US-13099","13","99","10146","44","35","5667.26","344.96","236.55","24","46","0"
"Echols","249","US-13101","13","101","3969","10","2","6273.62","50.39","75.59","3","13","0"
"Effingham","1931","US-13103","13","103","64026","122","29","3015.96","45.29","154.62","99","54","1"
"Elbert","821","US-13105","13","105","18945","65","14","4333.6","73.9","364.21","69","163","4"
"Emanuel","1253","US-13107","13","107","22664","91","41","5528.59","180.9","220.61","50","128","3"
"Evans","494","US-13109","13","109","10687","47","7","4622.44","65.5","74.86","8","33","5"
"Fannin","865","US-13111","13","111","26320","77","29","3286.47","110.18","167.17","44","30","7"
"Fayette","2296","US-13113","13","113","117544","140","59","1953.31","50.19","147.18","173","383","1"
"Floyd","4427","US-13115","13","115","99916","350","66","4430.72","66.06","392.33","392","321","2"
"Forsyth","5181","US-13117","13","117","252507","389","55","2051.82","21.78","158.81","401","524","1"
"Franklin","1023","US-13119","13","119","23329","73","19","4385.1","81.44","360.07","84","48","1"
"Fulton","33099","US-13121","13","121","1099181","2735","644","3011.24","58.59","178.5","1962","2401","27"
"Gilmer","1097","US-13123","13","123","31417","98","27","3491.74","85.94","216.44","68","51","2"
"Glascock","54","US-13125","13","125","3025","5","2","1785.12","66.12","165.29","5","13","0"
"Glynn","3906","US-13127","13","127","86047","328","107","4539.38","124.35","203.38","175","104","8"
"Gordon","2660","US-13129","13","129","58049","152","53","4582.34","91.3","453.07","263","271","4"
"Grady","892","US-13131","13","131","24540","102","26","3634.88","105.95","134.47","33","63","3"
"Greene","602","US-13133","13","133","18717","61","26","3216.33","138.91","154.94","29","67","2"
"Gwinnett","32648","US-13135","13","135","971145","2966","465","3361.8","47.88","209.65","2036","2434","20"
"Habersham","1960","US-13137","13","137","45800","245","77","4279.48","168.12","155.02","71","22","2"
"Hall","11291","US-13139","13","139","206349","1159","185","5471.8","89.65","273.32","564","219","6"
"Hancock","426","US-13141","13","141","8193","66","45","5199.56","549.25","158.67","13","9","0"
"Haralson","749","US-13143","13","143","30722","35","15","2437.99","48.82","318.99","98","303","2"
"Harris","887","US-13145","13","145","34712","94","26","2555.31","74.9","100.83","35","71","0"
"Hart","636","US-13147","13","147","26107","75","19","2436.13","72.78","225.99","59","48","5"
"Heard","256","US-13149","13","149","12370","17","7","2069.52","56.59","210.19","26","63","0"
"Henry","6736","US-13151","13","151","239866","312","124","2808.23","51.7","208.03","499","778","6"
"Houston","3895","US-13153","13","153","157039","405","98","2480.28","62.4","185.3","291","390","2"
"Irwin","375","US-13155","13","155","9433","41","10","3975.41","106.01","201.42","19","19","0"
"Jackson","2680","US-13157","13","157","74700","223","45","3587.68","60.24","373.49","279","175","4"
"Jasper","256","US-13159","13","159","14199","21","4","1802.94","28.17","63.38","9","136","2"
"Jeff Davis","820","US-13161","13","161","15148","73","27","5413.26","178.24","112.23","17","107","4"
"Jefferson","885","US-13163","13","163","15313","87","36","5779.4","235.09","189.38","29","38","2"
"Jenkins","479","US-13165","13","165","8576","68","33","5585.35","384.79","128.26","11","10","0"
"Johnson","444","US-13167","13","167","9661","64","25","4595.8","258.77","62.11","6","58","2"
"Jones","679","US-13169","13","169","28591","55","17","2374.87","59.46","125.91","36","36","0"
"Lamar","465","US-13171","13","171","19347","49","21","2403.47","108.54","217.09","42","114","2"
"Lanier","326","US-13173","13","173","10351","16","7","3149.45","67.63","67.63","7","48","3"
"Laurens","2119","US-13175","13","175","47296","184","98","4480.29","207.21","279.09","132","342","6"
"Lee","768","US-13177","13","177","29971","111","32","2562.48","106.77","63.39","19","87","1"
"Liberty","1376","US-13179","13","179","61904","122","28","2222.8","45.23","127.62","79","34","0"
"Lincoln","255","US-13181","13","181","8125","28","8","3138.46","98.46","258.46","21","20","2"
"Long","290","US-13183","13","183","19915","18","5","1456.19","25.11","75.32","15","19","0"
"Lowndes","4708","US-13185","13","185","117878","224","91","3993.96","77.2","193.42","228","895","28"
"Lumpkin","1109","US-13187","13","187","33802","109","18","3280.87","53.25","177.5","60","19","1"
"Macon","265","US-13193","13","193","12988","53","12","2040.34","92.39","123.19","16","37","1"
"Madison","874","US-13195","13","195","30177","71","12","2896.25","39.77","281.67","85","103","5"
"Marion","211","US-13197","13","197","8293","23","10","2544.31","120.58","132.64","11","25","0"
"McDuffie","737","US-13189","13","189","21597","81","17","3412.51","78.71","240.77","52","110","0"
"McIntosh","328","US-13191","13","191","14567","35","7","2251.66","48.05","116.7","17","19","1"
"Meriwether","618","US-13199","13","199","21020","84","19","2940.06","90.39","118.93","25","119","0"
"Miller","336","US-13201","13","201","5764","19","2","5829.29","34.7","416.38","24","54","1"
"Mitchell","872","US-13205","13","205","22056","157","47","3953.57","213.09","113.35","25","57","1"
"Monroe","812","US-13207","13","207","27727","91","58","2928.55","209.18","180.33","50","113","1"
"Montgomery","372","US-13209","13","209","9224","27","9","4032.96","97.57","130.1","12","31","1"
"Morgan","554","US-13211","13","211","19138","44","6","2894.76","31.35","120.18","23","185","1"
"Murray","1252","US-13213","13","213","40261","79","13","3109.71","32.29","504.21","203","18","0"
