county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,302,14,43,1627.07
Atkinson,179,2,22,2148.86
Bacon,283,4,24,2481.59
Baker,44,3,12,1412.07
Baldwin,582,34,78,1309.98
Banks,143,1,23,715.64
Barrow,562,25,113,650.59
Bartow,807,42,162,728.53
Ben Hill,192,1,15,1153.5
Berrien,152,0,9,788.55
Bibb,1346,41,249,884.65
Bleckley,77,1,6,599.78
Brantley,115,3,7,598.9
Brooks,199,11,20,1265.34
Bryan,180,5,26,459.92
Bulloch,532,4,39,669.46
Burke,158,7,34,707.19
Butts,320,34,32,1271.15
Calhoun,169,6,35,2675.32
Camden,212,2,10,393.15
Candler,70,0,5,645.94
Carroll,881,40,117,733.44
Catoosa,333,8,28,484.22
Charlton,73,2,10,550.9
Chatham,1985,38,235,679.39
Chattahoochee,430,0,7,4000.37
Chattooga,73,2,5,294.76
Cherokee,1551,45,196,581.73
Clarke,775,15,63,597.17
Clay,56,2,5,1961.47
Clayton,2439,81,258,800.1
Clinch,115,3,11,1727.76
Cobb,6082,247,938,769.3
Coffee,659,17,112,1531.06
Colquitt,1149,19,87,2531.23
Columbia,655,10,63,412.91
Cook,195,3,23,1118.31
Coweta,794,16,63,522.36
Crawford,54,0,4,441.61
Crisp,297,12,45,1332.5
Dade,76,1,4,470.24
Dawson,159,3,25,588.43
DeKalb,7158,173,1003,902.47
Decatur,268,8,28,1018.16
Dodge,122,2,10,598.48
Dooly,217,12,44,1619.4
Dougherty,2030,155,471,2257.94
Douglas,1179,37,208,776.14
Early,287,31,29,2828.7
Echols,187,0,6,4711.51
Effingham,216,1,22,337.36
Elbert,135,0,9,712.59
Emanuel,176,3,16,776.56
Evans,33,0,2,308.79
Fannin,109,1,10,414.13
Fayette,458,19,50,389.64
Floyd,629,15,57,629.53
Forsyth,1006,15,109,398.4
Franklin,224,1,16,960.18
Fulton,9066,316,1173,824.8
Gilmer,197,2,23,627.05
Glascock,13,0,0,429.75
Glynn,1231,6,58,1430.61
Gordon,457,18,44,787.27
Grady,237,4,34,965.77
Greene,107,9,20,571.67
Gwinnett,9972,174,1188,1026.83
Habersham,729,38,104,1591.7
Hall,3475,62,466,1684.04
Hancock,222,32,37,2709.63
Haralson,87,5,16,283.18
Harris,386,11,47,1112.01
Hart,88,0,8,337.07
Heard,72,3,7,582.05
Henry,1514,33,117,631.19
Houston,840,28,150,534.9
Irwin,82,1,10,869.29
Jackson,461,10,53,617.14
Jasper,79,1,8,556.38
Jeff Davis,135,3,11,891.21
Jefferson,155,2,17,1012.21
Jenkins,127,12,29,1480.88
Johnson,111,2,17,1148.95
Jones,114,0,7,398.73
Lamar,136,6,15,702.95
Lanier,153,3,11,1478.12
Laurens,261,1,27,551.84
Lee,410,22,69,1367.99
Liberty,168,1,21,271.39
Lincoln,53,1,8,652.31
Long,57,1,2,286.22
Lowndes,1659,14,102,1407.39
Lumpkin,148,4,32,437.84
Macon,121,9,36,931.63
Madison,128,4,17,424.16
Marion,86,2,12,1037.02
McDuffie,129,7,28,597.31
McIntosh,68,1,3,466.81
Meriwether,225,3,25,1070.41
Miller,53,0,3,919.5
Mitchell,468,39,99,2121.87
Monroe,213,18,31,768.2
Montgomery,41,0,3,444.49
Morgan,68,0,6,355.31
Murray,271,3,19,673.11
Muscogee,2206,54,260,1151.2
Newton,750,12,99,667.53
Non-Georgia Resident,6763,49,229,0
Oconee,194,10,26,464.82
Oglethorpe,101,7,17,662.73
Paulding,724,16,95,419.61
Peach,126,10,27,460.27
Pickens,101,5,16,301.22
Pierce,217,5,30,1110.26
Pike,105,3,11,556.73
Polk,254,1,16,584.15
Pulaski,57,2,8,523.27
Putnam,199,12,24,909.3
Quitman,19,1,5,828.25
Rabun,57,3,16,335.57
Randolph,205,25,36,3035.24
Richmond,1340,57,237,662.58
Rockdale,583,11,106,613.94
Schley,25,1,7,473.93
Screven,101,7,21,726.62
Seminole,54,2,8,663.39
Spalding,490,33,71,709.01
Stephens,269,6,37,1021.73
Stewart,204,3,39,3328.44
Sumter,580,50,153,1972.86
Talbot,88,3,15,1429.04
Taliaferro,2,0,0,122.55
Tattnall,164,0,11,645.39
Taylor,38,2,11,477.51
Telfair,131,3,12,837.38
Terrell,236,28,58,2787.29
Thomas,519,32,77,1168.1
Tift,892,26,113,2184.67
Toombs,289,5,21,1071.04
Towns,58,1,10,481.97
Treutlen,33,1,7,483.23
Troup,1650,36,171,2343.28
Turner,183,16,34,2265.97
Twiggs,37,1,8,457.58
Union,85,3,23,335.5
Unknown,1180,2,34,0
Upson,381,43,46,1449.94
Walker,348,12,18,499.93
Walton,490,28,65,511.41
Ware,538,16,68,1500.57
Warren,29,0,11,556.62
Washington,148,1,14,728.99
Wayne,119,0,9,397.01
Webster,24,2,7,941.18
Wheeler,56,0,2,708.05
White,152,4,30,478.62
Whitfield,1464,15,70,1398.65
Wilcox,132,15,20,1501.71
Wilkes,85,1,17,848.81
Wilkinson,94,8,28,1053.93
Worth,339,22,56,1683.05
