"","Date","Country","Fatalities"
"1605","2020-02-11","Argentina",0
"1606","2020-02-11","Germany",0
"1607","2020-02-11","Belgium",0
"1608","2020-02-11","Lebanon",0
"1609","2020-02-11","Algeria",0
"1610","2020-02-11","Norway",0
"1611","2020-02-11","Sweden",0
"1612","2020-02-11","Austria",0
"1613","2020-02-11","Canada",0
"1614","2020-02-11","Greece",0
"1615","2020-02-11","India",0
"1616","2020-02-11","Ireland",0
"1617","2020-02-11","Poland",0
"1618","2020-02-11","Indonesia",0
"1619","2020-02-11","Albania",0
"1620","2020-02-11","Bulgaria",0
"1621","2020-02-11","Panama",0
"1622","2020-02-11","Morocco",0
"1623","2020-02-11","Guyana",0
"1624","2020-02-11","Ecuador",0
"1625","2020-02-11","Denmark",0
"1626","2020-02-11","Slovenia",0
"1627","2020-02-11","Luxembourg",0
"1628","2020-02-11","Hungary",0
"1629","2020-02-11","Azerbaijan",0
"1630","2020-02-11","Ukraine",0
"1631","2020-02-11","Sudan",0
"1632","2020-02-11","Guatemala",0
"1633","2020-02-12","China",1367
"1634","2020-02-12","Philippines",1
"1635","2020-02-12","Hong Kong",1
"1636","2020-02-12","Japan",0
"1637","2020-02-12","France",0
"1638","2020-02-12","Taipei and environs",0
"1639","2020-02-12","Iran",0
"1640","2020-02-12","Diamond Princess",0
"1641","2020-02-12","South Korea",0
"1642","2020-02-12","Italy",0
"1643","2020-02-12","US",0
"1644","2020-02-12","Thailand",0
"1645","2020-02-12","Australia",0
"1646","2020-02-12","San Marino",0
"1647","2020-02-12","Spain",0
"1648","2020-02-12","Iraq",0
"1649","2020-02-12","Switzerland",0
"1650","2020-02-12","United Kingdom",0
"1651","2020-02-12","Netherlands",0
"1652","2020-02-12","Egypt",0
"1653","2020-02-12","Argentina",0
"1654","2020-02-12","Germany",0
"1655","2020-02-12","Belgium",0
"1656","2020-02-12","Lebanon",0
"1657","2020-02-12","Algeria",0
"1658","2020-02-12","Norway",0
"1659","2020-02-12","Sweden",0
"1660","2020-02-12","Austria",0
"1661","2020-02-12","Canada",0
"1662","2020-02-12","Greece",0
"1663","2020-02-12","India",0
"1664","2020-02-12","Ireland",0
"1665","2020-02-12","Poland",0
"1666","2020-02-12","Indonesia",0
"1667","2020-02-12","Albania",0
"1668","2020-02-12","Bulgaria",0
"1669","2020-02-12","Panama",0
"1670","2020-02-12","Morocco",0
"1671","2020-02-12","Guyana",0
"1672","2020-02-12","Ecuador",0
"1673","2020-02-12","Denmark",0
"1674","2020-02-12","Slovenia",0
"1675","2020-02-12","Luxembourg",0
"1676","2020-02-12","Hungary",0
"1677","2020-02-12","Azerbaijan",0
"1678","2020-02-12","Ukraine",0
"1679","2020-02-12","Sudan",0
"1680","2020-02-12","Guatemala",0
"1681","2020-02-13","China",1380
"1682","2020-02-13","Philippines",1
"1683","2020-02-13","Hong Kong",1
"1684","2020-02-13","Japan",1
"1685","2020-02-13","France",0
"1686","2020-02-13","Taipei and environs",0
"1687","2020-02-13","Iran",0
"1688","2020-02-13","Diamond Princess",0
"1689","2020-02-13","South Korea",0
"1690","2020-02-13","Italy",0
"1691","2020-02-13","US",0
"1692","2020-02-13","Thailand",0
"1693","2020-02-13","Australia",0
"1694","2020-02-13","San Marino",0
"1695","2020-02-13","Spain",0
"1696","2020-02-13","Iraq",0
"1697","2020-02-13","Switzerland",0
"1698","2020-02-13","United Kingdom",0
"1699","2020-02-13","Netherlands",0
"1700","2020-02-13","Egypt",0
"1701","2020-02-13","Argentina",0
"1702","2020-02-13","Germany",0
"1703","2020-02-13","Belgium",0
"1704","2020-02-13","Lebanon",0
"1705","2020-02-13","Algeria",0
"1706","2020-02-13","Norway",0
"1707","2020-02-13","Sweden",0
"1708","2020-02-13","Austria",0
"1709","2020-02-13","Canada",0
"1710","2020-02-13","Greece",0
"1711","2020-02-13","India",0
"1712","2020-02-13","Ireland",0
"1713","2020-02-13","Poland",0
"1714","2020-02-13","Indonesia",0
"1715","2020-02-13","Albania",0
"1716","2020-02-13","Bulgaria",0
"1717","2020-02-13","Panama",0
"1718","2020-02-13","Morocco",0
"1719","2020-02-13","Guyana",0
"1720","2020-02-13","Ecuador",0
"1721","2020-02-13","Denmark",0
"1722","2020-02-13","Slovenia",0
"1723","2020-02-13","Luxembourg",0
"1724","2020-02-13","Hungary",0
"1725","2020-02-13","Azerbaijan",0
"1726","2020-02-13","Ukraine",0
"1727","2020-02-13","Sudan",0
"1728","2020-02-13","Guatemala",0
"1729","2020-02-14","China",1523
"1730","2020-02-14","Philippines",1
"1731","2020-02-14","Hong Kong",1
"1732","2020-02-14","Japan",1
"1733","2020-02-14","France",0
"1734","2020-02-14","Taipei and environs",0
"1735","2020-02-14","Iran",0
"1736","2020-02-14","Diamond Princess",0
"1737","2020-02-14","South Korea",0
"1738","2020-02-14","Italy",0
"1739","2020-02-14","US",0
"1740","2020-02-14","Thailand",0
"1741","2020-02-14","Australia",0
"1742","2020-02-14","San Marino",0
"1743","2020-02-14","Spain",0
"1744","2020-02-14","Iraq",0
"1745","2020-02-14","Switzerland",0
"1746","2020-02-14","United Kingdom",0
"1747","2020-02-14","Netherlands",0
"1748","2020-02-14","Egypt",0
"1749","2020-02-14","Argentina",0
"1750","2020-02-14","Germany",0
"1751","2020-02-14","Belgium",0
"1752","2020-02-14","Lebanon",0
"1753","2020-02-14","Algeria",0
"1754","2020-02-14","Norway",0
"1755","2020-02-14","Sweden",0
"1756","2020-02-14","Austria",0
"1757","2020-02-14","Canada",0
"1758","2020-02-14","Greece",0
"1759","2020-02-14","India",0
"1760","2020-02-14","Ireland",0
"1761","2020-02-14","Poland",0
"1762","2020-02-14","Indonesia",0
"1763","2020-02-14","Albania",0
"1764","2020-02-14","Bulgaria",0
"1765","2020-02-14","Panama",0
"1766","2020-02-14","Morocco",0
"1767","2020-02-14","Guyana",0
"1768","2020-02-14","Ecuador",0
"1769","2020-02-14","Denmark",0
"1770","2020-02-14","Slovenia",0
"1771","2020-02-14","Luxembourg",0
"1772","2020-02-14","Hungary",0
"1773","2020-02-14","Azerbaijan",0
"1774","2020-02-14","Ukraine",0
"1775","2020-02-14","Sudan",0
"1776","2020-02-14","Guatemala",0
"1777","2020-02-15","China",1665
"1778","2020-02-15","Philippines",1
"1779","2020-02-15","Hong Kong",1
"1780","2020-02-15","Japan",1
"1781","2020-02-15","France",1
"1782","2020-02-15","Taipei and environs",0
"1783","2020-02-15","Iran",0
"1784","2020-02-15","Diamond Princess",0
"1785","2020-02-15","South Korea",0
"1786","2020-02-15","Italy",0
"1787","2020-02-15","US",0
"1788","2020-02-15","Thailand",0
"1789","2020-02-15","Australia",0
"1790","2020-02-15","San Marino",0
"1791","2020-02-15","Spain",0
"1792","2020-02-15","Iraq",0
"1793","2020-02-15","Switzerland",0
"1794","2020-02-15","United Kingdom",0
"1795","2020-02-15","Netherlands",0
"1796","2020-02-15","Egypt",0
"1797","2020-02-15","Argentina",0
"1798","2020-02-15","Germany",0
"1799","2020-02-15","Belgium",0
"1800","2020-02-15","Lebanon",0
"1801","2020-02-15","Algeria",0
"1802","2020-02-15","Norway",0
"1803","2020-02-15","Sweden",0
"1804","2020-02-15","Austria",0
"1805","2020-02-15","Canada",0
"1806","2020-02-15","Greece",0
"1807","2020-02-15","India",0
"1808","2020-02-15","Ireland",0
"1809","2020-02-15","Poland",0
"1810","2020-02-15","Indonesia",0
"1811","2020-02-15","Albania",0
"1812","2020-02-15","Bulgaria",0
"1813","2020-02-15","Panama",0
"1814","2020-02-15","Morocco",0
"1815","2020-02-15","Guyana",0
"1816","2020-02-15","Ecuador",0
"1817","2020-02-15","Denmark",0
"1818","2020-02-15","Slovenia",0
"1819","2020-02-15","Luxembourg",0
"1820","2020-02-15","Hungary",0
"1821","2020-02-15","Azerbaijan",0
"1822","2020-02-15","Ukraine",0
"1823","2020-02-15","Sudan",0
"1824","2020-02-15","Guatemala",0
"1825","2020-02-16","China",1770
"1826","2020-02-16","Philippines",1
"1827","2020-02-16","Hong Kong",1
"1828","2020-02-16","Japan",1
"1829","2020-02-16","France",1
"1830","2020-02-16","Taipei and environs",1
"1831","2020-02-16","Iran",0
"1832","2020-02-16","Diamond Princess",0
"1833","2020-02-16","South Korea",0
"1834","2020-02-16","Italy",0
"1835","2020-02-16","US",0
"1836","2020-02-16","Thailand",0
"1837","2020-02-16","Australia",0
"1838","2020-02-16","San Marino",0
"1839","2020-02-16","Spain",0
"1840","2020-02-16","Iraq",0
"1841","2020-02-16","Switzerland",0
"1842","2020-02-16","United Kingdom",0
"1843","2020-02-16","Netherlands",0
"1844","2020-02-16","Egypt",0
"1845","2020-02-16","Argentina",0
"1846","2020-02-16","Germany",0
"1847","2020-02-16","Belgium",0
"1848","2020-02-16","Lebanon",0
"1849","2020-02-16","Algeria",0
"1850","2020-02-16","Norway",0
"1851","2020-02-16","Sweden",0
"1852","2020-02-16","Austria",0
"1853","2020-02-16","Canada",0
"1854","2020-02-16","Greece",0
"1855","2020-02-16","India",0
"1856","2020-02-16","Ireland",0
"1857","2020-02-16","Poland",0
"1858","2020-02-16","Indonesia",0
"1859","2020-02-16","Albania",0
"1860","2020-02-16","Bulgaria",0
"1861","2020-02-16","Panama",0
"1862","2020-02-16","Morocco",0
"1863","2020-02-16","Guyana",0
"1864","2020-02-16","Ecuador",0
"1865","2020-02-16","Denmark",0
"1866","2020-02-16","Slovenia",0
"1867","2020-02-16","Luxembourg",0
"1868","2020-02-16","Hungary",0
"1869","2020-02-16","Azerbaijan",0
"1870","2020-02-16","Ukraine",0
"1871","2020-02-16","Sudan",0
"1872","2020-02-16","Guatemala",0
"1873","2020-02-17","China",1868
"1874","2020-02-17","Philippines",1
"1875","2020-02-17","Hong Kong",1
"1876","2020-02-17","Japan",1
"1877","2020-02-17","France",1
"1878","2020-02-17","Taipei and environs",1
"1879","2020-02-17","Iran",0
"1880","2020-02-17","Diamond Princess",0
"1881","2020-02-17","South Korea",0
"1882","2020-02-17","Italy",0
"1883","2020-02-17","US",0
"1884","2020-02-17","Thailand",0
"1885","2020-02-17","Australia",0
"1886","2020-02-17","San Marino",0
"1887","2020-02-17","Spain",0
"1888","2020-02-17","Iraq",0
"1889","2020-02-17","Switzerland",0
"1890","2020-02-17","United Kingdom",0
"1891","2020-02-17","Netherlands",0
"1892","2020-02-17","Egypt",0
"1893","2020-02-17","Argentina",0
"1894","2020-02-17","Germany",0
"1895","2020-02-17","Belgium",0
"1896","2020-02-17","Lebanon",0
"1897","2020-02-17","Algeria",0
"1898","2020-02-17","Norway",0
"1899","2020-02-17","Sweden",0
"1900","2020-02-17","Austria",0
"1901","2020-02-17","Canada",0
"1902","2020-02-17","Greece",0
"1903","2020-02-17","India",0
"1904","2020-02-17","Ireland",0
"1905","2020-02-17","Poland",0
"1906","2020-02-17","Indonesia",0
"1907","2020-02-17","Albania",0
"1908","2020-02-17","Bulgaria",0
"1909","2020-02-17","Panama",0
"1910","2020-02-17","Morocco",0
"1911","2020-02-17","Guyana",0
"1912","2020-02-17","Ecuador",0
"1913","2020-02-17","Denmark",0
"1914","2020-02-17","Slovenia",0
"1915","2020-02-17","Luxembourg",0
"1916","2020-02-17","Hungary",0
"1917","2020-02-17","Azerbaijan",0
"1918","2020-02-17","Ukraine",0
"1919","2020-02-17","Sudan",0
"1920","2020-02-17","Guatemala",0
"1921","2020-02-18","China",2004
"1922","2020-02-18","Philippines",1
"1923","2020-02-18","Hong Kong",1
"1924","2020-02-18","Japan",1
"1925","2020-02-18","France",1
"1926","2020-02-18","Taipei and environs",1
"1927","2020-02-18","Iran",0
"1928","2020-02-18","Diamond Princess",0
"1929","2020-02-18","South Korea",0
"1930","2020-02-18","Italy",0
"1931","2020-02-18","US",0
"1932","2020-02-18","Thailand",0
"1933","2020-02-18","Australia",0
"1934","2020-02-18","San Marino",0
"1935","2020-02-18","Spain",0
"1936","2020-02-18","Iraq",0
"1937","2020-02-18","Switzerland",0
"1938","2020-02-18","United Kingdom",0
"1939","2020-02-18","Netherlands",0
"1940","2020-02-18","Egypt",0
"1941","2020-02-18","Argentina",0
"1942","2020-02-18","Germany",0
"1943","2020-02-18","Belgium",0
"1944","2020-02-18","Lebanon",0
"1945","2020-02-18","Algeria",0
"1946","2020-02-18","Norway",0
"1947","2020-02-18","Sweden",0
"1948","2020-02-18","Austria",0
"1949","2020-02-18","Canada",0
"1950","2020-02-18","Greece",0
"1951","2020-02-18","India",0
"1952","2020-02-18","Ireland",0
"1953","2020-02-18","Poland",0
"1954","2020-02-18","Indonesia",0
"1955","2020-02-18","Albania",0
"1956","2020-02-18","Bulgaria",0
"1957","2020-02-18","Panama",0
"1958","2020-02-18","Morocco",0
"1959","2020-02-18","Guyana",0
"1960","2020-02-18","Ecuador",0
"1961","2020-02-18","Denmark",0
"1962","2020-02-18","Slovenia",0
"1963","2020-02-18","Luxembourg",0
"1964","2020-02-18","Hungary",0
"1965","2020-02-18","Azerbaijan",0
"1966","2020-02-18","Ukraine",0
"1967","2020-02-18","Sudan",0
"1968","2020-02-18","Guatemala",0
"1969","2020-02-19","China",2118
"1970","2020-02-19","Philippines",1
"1971","2020-02-19","Hong Kong",2
"1972","2020-02-19","Japan",1
"1973","2020-02-19","France",1
"1974","2020-02-19","Taipei and environs",1
"1975","2020-02-19","Iran",2
"1976","2020-02-19","Diamond Princess",2
"1977","2020-02-19","South Korea",0
"1978","2020-02-19","Italy",0
"1979","2020-02-19","US",0
"1980","2020-02-19","Thailand",0
"1981","2020-02-19","Australia",0
"1982","2020-02-19","San Marino",0
"1983","2020-02-19","Spain",0
"1984","2020-02-19","Iraq",0
"1985","2020-02-19","Switzerland",0
"1986","2020-02-19","United Kingdom",0
"1987","2020-02-19","Netherlands",0
"1988","2020-02-19","Egypt",0
"1989","2020-02-19","Argentina",0
"1990","2020-02-19","Germany",0
"1991","2020-02-19","Belgium",0
"1992","2020-02-19","Lebanon",0
"1993","2020-02-19","Algeria",0
"1994","2020-02-19","Norway",0
"1995","2020-02-19","Sweden",0
"1996","2020-02-19","Austria",0
"1997","2020-02-19","Canada",0
"1998","2020-02-19","Greece",0
"1999","2020-02-19","India",0
"2000","2020-02-19","Ireland",0
"2001","2020-02-19","Poland",0
"2002","2020-02-19","Indonesia",0
"2003","2020-02-19","Albania",0
"2004","2020-02-19","Bulgaria",0
"2005","2020-02-19","Panama",0
"2006","2020-02-19","Morocco",0
"2007","2020-02-19","Guyana",0
"2008","2020-02-19","Ecuador",0
"2009","2020-02-19","Denmark",0
"2010","2020-02-19","Slovenia",0
"2011","2020-02-19","Luxembourg",0
"2012","2020-02-19","Hungary",0
"2013","2020-02-19","Azerbaijan",0
"2014","2020-02-19","Ukraine",0
"2015","2020-02-19","Sudan",0
"2016","2020-02-19","Guatemala",0
"2017","2020-02-20","China",2236
"2018","2020-02-20","Philippines",1
"2019","2020-02-20","Hong Kong",2
"2020","2020-02-20","Japan",1
"2021","2020-02-20","France",1
"2022","2020-02-20","Taipei and environs",1
"2023","2020-02-20","Iran",2
"2024","2020-02-20","Diamond Princess",2
"2025","2020-02-20","South Korea",1
"2026","2020-02-20","Italy",0
"2027","2020-02-20","US",0
"2028","2020-02-20","Thailand",0
"2029","2020-02-20","Australia",0
"2030","2020-02-20","San Marino",0
"2031","2020-02-20","Spain",0
"2032","2020-02-20","Iraq",0
"2033","2020-02-20","Switzerland",0
"2034","2020-02-20","United Kingdom",0
"2035","2020-02-20","Netherlands",0
"2036","2020-02-20","Egypt",0
"2037","2020-02-20","Argentina",0
"2038","2020-02-20","Germany",0
"2039","2020-02-20","Belgium",0
"2040","2020-02-20","Lebanon",0
"2041","2020-02-20","Algeria",0
"2042","2020-02-20","Norway",0
"2043","2020-02-20","Sweden",0
"2044","2020-02-20","Austria",0
"2045","2020-02-20","Canada",0
"2046","2020-02-20","Greece",0
"2047","2020-02-20","India",0
"2048","2020-02-20","Ireland",0
"2049","2020-02-20","Poland",0
"2050","2020-02-20","Indonesia",0
"2051","2020-02-20","Albania",0
"2052","2020-02-20","Bulgaria",0
"2053","2020-02-20","Panama",0
"2054","2020-02-20","Morocco",0
"2055","2020-02-20","Guyana",0
"2056","2020-02-20","Ecuador",0
"2057","2020-02-20","Denmark",0
"2058","2020-02-20","Slovenia",0
"2059","2020-02-20","Luxembourg",0
"2060","2020-02-20","Hungary",0
"2061","2020-02-20","Azerbaijan",0
"2062","2020-02-20","Ukraine",0
"2063","2020-02-20","Sudan",0
"2064","2020-02-20","Guatemala",0
"2065","2020-02-21","China",2345
"2066","2020-02-21","Philippines",1
"2067","2020-02-21","Hong Kong",2
"2068","2020-02-21","Japan",1
"2069","2020-02-21","France",1
"2070","2020-02-21","Taipei and environs",1
"2071","2020-02-21","Iran",4
"2072","2020-02-21","Diamond Princess",2
"2073","2020-02-21","South Korea",2
"2074","2020-02-21","Italy",1
"2075","2020-02-21","US",0
"2076","2020-02-21","Thailand",0
"2077","2020-02-21","Australia",0
"2078","2020-02-21","San Marino",0
"2079","2020-02-21","Spain",0
"2080","2020-02-21","Iraq",0
"2081","2020-02-21","Switzerland",0
"2082","2020-02-21","United Kingdom",0
"2083","2020-02-21","Netherlands",0
"2084","2020-02-21","Egypt",0
"2085","2020-02-21","Argentina",0
"2086","2020-02-21","Germany",0
"2087","2020-02-21","Belgium",0
"2088","2020-02-21","Lebanon",0
"2089","2020-02-21","Algeria",0
"2090","2020-02-21","Norway",0
"2091","2020-02-21","Sweden",0
"2092","2020-02-21","Austria",0
"2093","2020-02-21","Canada",0
"2094","2020-02-21","Greece",0
"2095","2020-02-21","India",0
"2096","2020-02-21","Ireland",0
"2097","2020-02-21","Poland",0
"2098","2020-02-21","Indonesia",0
"2099","2020-02-21","Albania",0
"2100","2020-02-21","Bulgaria",0
"2101","2020-02-21","Panama",0
"2102","2020-02-21","Morocco",0
"2103","2020-02-21","Guyana",0
"2104","2020-02-21","Ecuador",0
"2105","2020-02-21","Denmark",0
"2106","2020-02-21","Slovenia",0
"2107","2020-02-21","Luxembourg",0
"2108","2020-02-21","Hungary",0
"2109","2020-02-21","Azerbaijan",0
"2110","2020-02-21","Ukraine",0
"2111","2020-02-21","Sudan",0
"2112","2020-02-21","Guatemala",0
"2113","2020-02-22","China",2442
"2114","2020-02-22","Philippines",1
"2115","2020-02-22","Hong Kong",2
"2116","2020-02-22","Japan",1
"2117","2020-02-22","France",1
"2118","2020-02-22","Taipei and environs",1
"2119","2020-02-22","Iran",5
"2120","2020-02-22","Diamond Princess",2
"2121","2020-02-22","South Korea",2
"2122","2020-02-22","Italy",2
"2123","2020-02-22","US",0
"2124","2020-02-22","Thailand",0
"2125","2020-02-22","Australia",0
"2126","2020-02-22","San Marino",0
"2127","2020-02-22","Spain",0
"2128","2020-02-22","Iraq",0
"2129","2020-02-22","Switzerland",0
"2130","2020-02-22","United Kingdom",0
"2131","2020-02-22","Netherlands",0
"2132","2020-02-22","Egypt",0
"2133","2020-02-22","Argentina",0
"2134","2020-02-22","Germany",0
"2135","2020-02-22","Belgium",0
"2136","2020-02-22","Lebanon",0
"2137","2020-02-22","Algeria",0
"2138","2020-02-22","Norway",0
"2139","2020-02-22","Sweden",0
"2140","2020-02-22","Austria",0
"2141","2020-02-22","Canada",0
"2142","2020-02-22","Greece",0
"2143","2020-02-22","India",0
"2144","2020-02-22","Ireland",0
"2145","2020-02-22","Poland",0
"2146","2020-02-22","Indonesia",0
"2147","2020-02-22","Albania",0
"2148","2020-02-22","Bulgaria",0
"2149","2020-02-22","Panama",0
"2150","2020-02-22","Morocco",0
"2151","2020-02-22","Guyana",0
"2152","2020-02-22","Ecuador",0
"2153","2020-02-22","Denmark",0
"2154","2020-02-22","Slovenia",0
"2155","2020-02-22","Luxembourg",0
"2156","2020-02-22","Hungary",0
"2157","2020-02-22","Azerbaijan",0
"2158","2020-02-22","Ukraine",0
"2159","2020-02-22","Sudan",0
"2160","2020-02-22","Guatemala",0
"2161","2020-02-23","China",2495
"2162","2020-02-23","Philippines",1
"2163","2020-02-23","Hong Kong",2
"2164","2020-02-23","Japan",1
"2165","2020-02-23","France",1
"2166","2020-02-23","Taipei and environs",1
"2167","2020-02-23","Iran",8
"2168","2020-02-23","Diamond Princess",3
"2169","2020-02-23","South Korea",6
"2170","2020-02-23","Italy",3
"2171","2020-02-23","US",0
"2172","2020-02-23","Thailand",0
"2173","2020-02-23","Australia",0
"2174","2020-02-23","San Marino",0
"2175","2020-02-23","Spain",0
"2176","2020-02-23","Iraq",0
"2177","2020-02-23","Switzerland",0
"2178","2020-02-23","United Kingdom",0
"2179","2020-02-23","Netherlands",0
"2180","2020-02-23","Egypt",0
"2181","2020-02-23","Argentina",0
"2182","2020-02-23","Germany",0
"2183","2020-02-23","Belgium",0
"2184","2020-02-23","Lebanon",0
"2185","2020-02-23","Algeria",0
"2186","2020-02-23","Norway",0
"2187","2020-02-23","Sweden",0
"2188","2020-02-23","Austria",0
"2189","2020-02-23","Canada",0
"2190","2020-02-23","Greece",0
"2191","2020-02-23","India",0
"2192","2020-02-23","Ireland",0
"2193","2020-02-23","Poland",0
"2194","2020-02-23","Indonesia",0
"2195","2020-02-23","Albania",0
"2196","2020-02-23","Bulgaria",0
"2197","2020-02-23","Panama",0
"2198","2020-02-23","Morocco",0
"2199","2020-02-23","Guyana",0
"2200","2020-02-23","Ecuador",0
"2201","2020-02-23","Denmark",0
"2202","2020-02-23","Slovenia",0
"2203","2020-02-23","Luxembourg",0
"2204","2020-02-23","Hungary",0
"2205","2020-02-23","Azerbaijan",0
"2206","2020-02-23","Ukraine",0
"2207","2020-02-23","Sudan",0
"2208","2020-02-23","Guatemala",0
"2209","2020-02-24","China",2663
"2210","2020-02-24","Philippines",1
"2211","2020-02-24","Hong Kong",2
"2212","2020-02-24","Japan",1
"2213","2020-02-24","France",1
"2214","2020-02-24","Taipei and environs",1
"2215","2020-02-24","Iran",12
"2216","2020-02-24","Diamond Princess",4
"2217","2020-02-24","South Korea",8
"2218","2020-02-24","Italy",7
"2219","2020-02-24","US",0
"2220","2020-02-24","Thailand",0
"2221","2020-02-24","Australia",0
"2222","2020-02-24","San Marino",0
"2223","2020-02-24","Spain",0
"2224","2020-02-24","Iraq",0
"2225","2020-02-24","Switzerland",0
"2226","2020-02-24","United Kingdom",0
"2227","2020-02-24","Netherlands",0
"2228","2020-02-24","Egypt",0
"2229","2020-02-24","Argentina",0
"2230","2020-02-24","Germany",0
"2231","2020-02-24","Belgium",0
"2232","2020-02-24","Lebanon",0
"2233","2020-02-24","Algeria",0
"2234","2020-02-24","Norway",0
"2235","2020-02-24","Sweden",0
"2236","2020-02-24","Austria",0
"2237","2020-02-24","Canada",0
"2238","2020-02-24","Greece",0
"2239","2020-02-24","India",0
"2240","2020-02-24","Ireland",0
"2241","2020-02-24","Poland",0
"2242","2020-02-24","Indonesia",0
"2243","2020-02-24","Albania",0
"2244","2020-02-24","Bulgaria",0
"2245","2020-02-24","Panama",0
"2246","2020-02-24","Morocco",0
"2247","2020-02-24","Guyana",0
"2248","2020-02-24","Ecuador",0
"2249","2020-02-24","Denmark",0
"2250","2020-02-24","Slovenia",0
"2251","2020-02-24","Luxembourg",0
"2252","2020-02-24","Hungary",0
"2253","2020-02-24","Azerbaijan",0
"2254","2020-02-24","Ukraine",0
"2255","2020-02-24","Sudan",0
"2256","2020-02-24","Guatemala",0
"2257","2020-02-25","China",2715
"2258","2020-02-25","Philippines",1
"2259","2020-02-25","Hong Kong",2
"2260","2020-02-25","Japan",2
"2261","2020-02-25","France",1
"2262","2020-02-25","Taipei and environs",1
"2263","2020-02-25","Iran",15
"2264","2020-02-25","Diamond Princess",4
"2265","2020-02-25","South Korea",11
"2266","2020-02-25","Italy",11
"2267","2020-02-25","US",0
"2268","2020-02-25","Thailand",0
"2269","2020-02-25","Australia",0
"2270","2020-02-25","San Marino",0
"2271","2020-02-25","Spain",0
"2272","2020-02-25","Iraq",0
"2273","2020-02-25","Switzerland",0
"2274","2020-02-25","United Kingdom",0
"2275","2020-02-25","Netherlands",0
"2276","2020-02-25","Egypt",0
"2277","2020-02-25","Argentina",0
"2278","2020-02-25","Germany",0
"2279","2020-02-25","Belgium",0
"2280","2020-02-25","Lebanon",0
"2281","2020-02-25","Algeria",0
"2282","2020-02-25","Norway",0
"2283","2020-02-25","Sweden",0
"2284","2020-02-25","Austria",0
"2285","2020-02-25","Canada",0
"2286","2020-02-25","Greece",0
"2287","2020-02-25","India",0
"2288","2020-02-25","Ireland",0
"2289","2020-02-25","Poland",0
"2290","2020-02-25","Indonesia",0
"2291","2020-02-25","Albania",0
"2292","2020-02-25","Bulgaria",0
"2293","2020-02-25","Panama",0
"2294","2020-02-25","Morocco",0
"2295","2020-02-25","Guyana",0
"2296","2020-02-25","Ecuador",0
"2297","2020-02-25","Denmark",0
"2298","2020-02-25","Slovenia",0
"2299","2020-02-25","Luxembourg",0
"2300","2020-02-25","Hungary",0
"2301","2020-02-25","Azerbaijan",0
"2302","2020-02-25","Ukraine",0
"2303","2020-02-25","Sudan",0
"2304","2020-02-25","Guatemala",0
"2305","2020-02-26","China",2744
"2306","2020-02-26","Philippines",1
"2307","2020-02-26","Hong Kong",2
"2308","2020-02-26","Japan",3
"2309","2020-02-26","France",2
"2310","2020-02-26","Taipei and environs",1
"2311","2020-02-26","Iran",19
"2312","2020-02-26","Diamond Princess",4
"2313","2020-02-26","South Korea",12
"2314","2020-02-26","Italy",12
"2315","2020-02-26","US",0
"2316","2020-02-26","Thailand",0
"2317","2020-02-26","Australia",0
"2318","2020-02-26","San Marino",0
"2319","2020-02-26","Spain",0
"2320","2020-02-26","Iraq",0
"2321","2020-02-26","Switzerland",0
"2322","2020-02-26","United Kingdom",0
"2323","2020-02-26","Netherlands",0
"2324","2020-02-26","Egypt",0
"2325","2020-02-26","Argentina",0
"2326","2020-02-26","Germany",0
"2327","2020-02-26","Belgium",0
"2328","2020-02-26","Lebanon",0
"2329","2020-02-26","Algeria",0
"2330","2020-02-26","Norway",0
"2331","2020-02-26","Sweden",0
"2332","2020-02-26","Austria",0
"2333","2020-02-26","Canada",0
"2334","2020-02-26","Greece",0
"2335","2020-02-26","India",0
"2336","2020-02-26","Ireland",0
"2337","2020-02-26","Poland",0
"2338","2020-02-26","Indonesia",0
"2339","2020-02-26","Albania",0
"2340","2020-02-26","Bulgaria",0
"2341","2020-02-26","Panama",0
"2342","2020-02-26","Morocco",0
"2343","2020-02-26","Guyana",0
"2344","2020-02-26","Ecuador",0
"2345","2020-02-26","Denmark",0
"2346","2020-02-26","Slovenia",0
"2347","2020-02-26","Luxembourg",0
"2348","2020-02-26","Hungary",0
"2349","2020-02-26","Azerbaijan",0
"2350","2020-02-26","Ukraine",0
"2351","2020-02-26","Sudan",0
"2352","2020-02-26","Guatemala",0
"2353","2020-02-27","China",2788
"2354","2020-02-27","Philippines",1
"2355","2020-02-27","Hong Kong",2
"2356","2020-02-27","Japan",4
"2357","2020-02-27","France",2
"2358","2020-02-27","Taipei and environs",1
"2359","2020-02-27","Iran",26
"2360","2020-02-27","Diamond Princess",4
"2361","2020-02-27","South Korea",13
"2362","2020-02-27","Italy",17
"2363","2020-02-27","US",0
"2364","2020-02-27","Thailand",0
"2365","2020-02-27","Australia",0
"2366","2020-02-27","San Marino",0
"2367","2020-02-27","Spain",0
"2368","2020-02-27","Iraq",0
"2369","2020-02-27","Switzerland",0
"2370","2020-02-27","United Kingdom",0
"2371","2020-02-27","Netherlands",0
"2372","2020-02-27","Egypt",0
"2373","2020-02-27","Argentina",0
"2374","2020-02-27","Germany",0
"2375","2020-02-27","Belgium",0
"2376","2020-02-27","Lebanon",0
"2377","2020-02-27","Algeria",0
"2378","2020-02-27","Norway",0
"2379","2020-02-27","Sweden",0
"2380","2020-02-27","Austria",0
