"","Date","Country","Fatalities"
"819","2020-01-26","Hong Kong",0
"820","2020-01-26","Japan",0
"821","2020-01-26","France",0
"822","2020-01-26","Taipei and environs",0
"823","2020-01-26","Iran",0
"824","2020-01-26","Diamond Princess",0
"825","2020-01-26","South Korea",0
"826","2020-01-26","Italy",0
"827","2020-01-26","US",0
"828","2020-01-26","Thailand",0
"829","2020-01-26","Australia",0
"830","2020-01-26","San Marino",0
"831","2020-01-26","Spain",0
"832","2020-01-26","Iraq",0
"833","2020-01-26","Switzerland",0
"834","2020-01-26","United Kingdom",0
"835","2020-01-26","Netherlands",0
"836","2020-01-26","Egypt",0
"837","2020-01-26","Argentina",0
"838","2020-01-26","Germany",0
"839","2020-01-26","Belgium",0
"840","2020-01-26","Lebanon",0
"841","2020-01-26","Algeria",0
"842","2020-01-26","Norway",0
"843","2020-01-26","Sweden",0
"844","2020-01-26","Austria",0
"845","2020-01-26","Canada",0
"846","2020-01-26","Greece",0
"847","2020-01-26","India",0
"848","2020-01-26","Ireland",0
"849","2020-01-26","Poland",0
"850","2020-01-26","Indonesia",0
"851","2020-01-26","Albania",0
"852","2020-01-26","Bulgaria",0
"853","2020-01-26","Panama",0
"854","2020-01-26","Morocco",0
"855","2020-01-26","Guyana",0
"856","2020-01-26","Ecuador",0
"857","2020-01-26","Denmark",0
"858","2020-01-26","Slovenia",0
"859","2020-01-26","Luxembourg",0
"860","2020-01-26","Hungary",0
"861","2020-01-26","Azerbaijan",0
"862","2020-01-26","Ukraine",0
"863","2020-01-26","Sudan",0
"864","2020-01-26","Guatemala",0
"865","2020-01-27","China",106
"866","2020-01-27","Philippines",0
"867","2020-01-27","Hong Kong",0
"868","2020-01-27","Japan",0
"869","2020-01-27","France",0
"870","2020-01-27","Taipei and environs",0
"871","2020-01-27","Iran",0
"872","2020-01-27","Diamond Princess",0
"873","2020-01-27","South Korea",0
"874","2020-01-27","Italy",0
"875","2020-01-27","US",0
"876","2020-01-27","Thailand",0
"877","2020-01-27","Australia",0
"878","2020-01-27","San Marino",0
"879","2020-01-27","Spain",0
"880","2020-01-27","Iraq",0
"881","2020-01-27","Switzerland",0
"882","2020-01-27","United Kingdom",0
"883","2020-01-27","Netherlands",0
"884","2020-01-27","Egypt",0
"885","2020-01-27","Argentina",0
"886","2020-01-27","Germany",0
"887","2020-01-27","Belgium",0
"888","2020-01-27","Lebanon",0
"889","2020-01-27","Algeria",0
"890","2020-01-27","Norway",0
"891","2020-01-27","Sweden",0
"892","2020-01-27","Austria",0
"893","2020-01-27","Canada",0
"894","2020-01-27","Greece",0
"895","2020-01-27","India",0
"896","2020-01-27","Ireland",0
"897","2020-01-27","Poland",0
"898","2020-01-27","Indonesia",0
"899","2020-01-27","Albania",0
"900","2020-01-27","Bulgaria",0
"901","2020-01-27","Panama",0
"902","2020-01-27","Morocco",0
"903","2020-01-27","Guyana",0
"904","2020-01-27","Ecuador",0
"905","2020-01-27","Denmark",0
"906","2020-01-27","Slovenia",0
"907","2020-01-27","Luxembourg",0
"908","2020-01-27","Hungary",0
"909","2020-01-27","Azerbaijan",0
"910","2020-01-27","Ukraine",0
"911","2020-01-27","Sudan",0
"912","2020-01-27","Guatemala",0
"913","2020-01-28","China",132
"914","2020-01-28","Philippines",0
"915","2020-01-28","Hong Kong",0
"916","2020-01-28","Japan",0
"917","2020-01-28","France",0
"918","2020-01-28","Taipei and environs",0
"919","2020-01-28","Iran",0
"920","2020-01-28","Diamond Princess",0
"921","2020-01-28","South Korea",0
"922","2020-01-28","Italy",0
"923","2020-01-28","US",0
"924","2020-01-28","Thailand",0
"925","2020-01-28","Australia",0
"926","2020-01-28","San Marino",0
"927","2020-01-28","Spain",0
"928","2020-01-28","Iraq",0
"929","2020-01-28","Switzerland",0
"930","2020-01-28","United Kingdom",0
"931","2020-01-28","Netherlands",0
"932","2020-01-28","Egypt",0
"933","2020-01-28","Argentina",0
"934","2020-01-28","Germany",0
"935","2020-01-28","Belgium",0
"936","2020-01-28","Lebanon",0
"937","2020-01-28","Algeria",0
"938","2020-01-28","Norway",0
"939","2020-01-28","Sweden",0
"940","2020-01-28","Austria",0
"941","2020-01-28","Canada",0
"942","2020-01-28","Greece",0
"943","2020-01-28","India",0
"944","2020-01-28","Ireland",0
"945","2020-01-28","Poland",0
"946","2020-01-28","Indonesia",0
"947","2020-01-28","Albania",0
"948","2020-01-28","Bulgaria",0
"949","2020-01-28","Panama",0
"950","2020-01-28","Morocco",0
"951","2020-01-28","Guyana",0
"952","2020-01-28","Ecuador",0
"953","2020-01-28","Denmark",0
"954","2020-01-28","Slovenia",0
"955","2020-01-28","Luxembourg",0
"956","2020-01-28","Hungary",0
"957","2020-01-28","Azerbaijan",0
"958","2020-01-28","Ukraine",0
"959","2020-01-28","Sudan",0
"960","2020-01-28","Guatemala",0
"961","2020-01-29","China",170
"962","2020-01-29","Philippines",0
"963","2020-01-29","Hong Kong",0
"964","2020-01-29","Japan",0
"965","2020-01-29","France",0
"966","2020-01-29","Taipei and environs",0
"967","2020-01-29","Iran",0
"968","2020-01-29","Diamond Princess",0
"969","2020-01-29","South Korea",0
"970","2020-01-29","Italy",0
"971","2020-01-29","US",0
"972","2020-01-29","Thailand",0
"973","2020-01-29","Australia",0
"974","2020-01-29","San Marino",0
"975","2020-01-29","Spain",0
"976","2020-01-29","Iraq",0
"977","2020-01-29","Switzerland",0
"978","2020-01-29","United Kingdom",0
"979","2020-01-29","Netherlands",0
"980","2020-01-29","Egypt",0
"981","2020-01-29","Argentina",0
"982","2020-01-29","Germany",0
"983","2020-01-29","Belgium",0
"984","2020-01-29","Lebanon",0
"985","2020-01-29","Algeria",0
"986","2020-01-29","Norway",0
"987","2020-01-29","Sweden",0
"988","2020-01-29","Austria",0
"989","2020-01-29","Canada",0
"990","2020-01-29","Greece",0
"991","2020-01-29","India",0
"992","2020-01-29","Ireland",0
"993","2020-01-29","Poland",0
"994","2020-01-29","Indonesia",0
"995","2020-01-29","Albania",0
"996","2020-01-29","Bulgaria",0
"997","2020-01-29","Panama",0
"998","2020-01-29","Morocco",0
"999","2020-01-29","Guyana",0
"1000","2020-01-29","Ecuador",0
"1001","2020-01-29","Denmark",0
"1002","2020-01-29","Slovenia",0
"1003","2020-01-29","Luxembourg",0
"1004","2020-01-29","Hungary",0
"1005","2020-01-29","Azerbaijan",0
"1006","2020-01-29","Ukraine",0
"1007","2020-01-29","Sudan",0
"1008","2020-01-29","Guatemala",0
"1009","2020-01-30","China",214
"1010","2020-01-30","Philippines",0
"1011","2020-01-30","Hong Kong",0
"1012","2020-01-30","Japan",0
"1013","2020-01-30","France",0
"1014","2020-01-30","Taipei and environs",0
"1015","2020-01-30","Iran",0
"1016","2020-01-30","Diamond Princess",0
"1017","2020-01-30","South Korea",0
"1018","2020-01-30","Italy",0
"1019","2020-01-30","US",0
"1020","2020-01-30","Thailand",0
"1021","2020-01-30","Australia",0
"1022","2020-01-30","San Marino",0
"1023","2020-01-30","Spain",0
"1024","2020-01-30","Iraq",0
"1025","2020-01-30","Switzerland",0
"1026","2020-01-30","United Kingdom",0
"1027","2020-01-30","Netherlands",0
"1028","2020-01-30","Egypt",0
"1029","2020-01-30","Argentina",0
"1030","2020-01-30","Germany",0
"1031","2020-01-30","Belgium",0
"1032","2020-01-30","Lebanon",0
"1033","2020-01-30","Algeria",0
"1034","2020-01-30","Norway",0
"1035","2020-01-30","Sweden",0
"1036","2020-01-30","Austria",0
"1037","2020-01-30","Canada",0
"1038","2020-01-30","Greece",0
"1039","2020-01-30","India",0
"1040","2020-01-30","Ireland",0
"1041","2020-01-30","Poland",0
"1042","2020-01-30","Indonesia",0
"1043","2020-01-30","Albania",0
"1044","2020-01-30","Bulgaria",0
"1045","2020-01-30","Panama",0
"1046","2020-01-30","Morocco",0
"1047","2020-01-30","Guyana",0
"1048","2020-01-30","Ecuador",0
"1049","2020-01-30","Denmark",0
"1050","2020-01-30","Slovenia",0
"1051","2020-01-30","Luxembourg",0
"1052","2020-01-30","Hungary",0
"1053","2020-01-30","Azerbaijan",0
"1054","2020-01-30","Ukraine",0
"1055","2020-01-30","Sudan",0
"1056","2020-01-30","Guatemala",0
"1057","2020-01-31","China",259
"1058","2020-01-31","Philippines",0
"1059","2020-01-31","Hong Kong",0
"1060","2020-01-31","Japan",0
"1061","2020-01-31","France",0
"1062","2020-01-31","Taipei and environs",0
"1063","2020-01-31","Iran",0
"1064","2020-01-31","Diamond Princess",0
"1065","2020-01-31","South Korea",0
"1066","2020-01-31","Italy",0
"1067","2020-01-31","US",0
"1068","2020-01-31","Thailand",0
"1069","2020-01-31","Australia",0
"1070","2020-01-31","San Marino",0
"1071","2020-01-31","Spain",0
"1072","2020-01-31","Iraq",0
"1073","2020-01-31","Switzerland",0
"1074","2020-01-31","United Kingdom",0
"1075","2020-01-31","Netherlands",0
"1076","2020-01-31","Egypt",0
"1077","2020-01-31","Argentina",0
"1078","2020-01-31","Germany",0
"1079","2020-01-31","Belgium",0
"1080","2020-01-31","Lebanon",0
"1081","2020-01-31","Algeria",0
"1082","2020-01-31","Norway",0
"1083","2020-01-31","Sweden",0
"1084","2020-01-31","Austria",0
"1085","2020-01-31","Canada",0
"1086","2020-01-31","Greece",0
"1087","2020-01-31","India",0
"1088","2020-01-31","Ireland",0
"1089","2020-01-31","Poland",0
"1090","2020-01-31","Indonesia",0
"1091","2020-01-31","Albania",0
"1092","2020-01-31","Bulgaria",0
"1093","2020-01-31","Panama",0
"1094","2020-01-31","Morocco",0
"1095","2020-01-31","Guyana",0
"1096","2020-01-31","Ecuador",0
"1097","2020-01-31","Denmark",0
"1098","2020-01-31","Slovenia",0
"1099","2020-01-31","Luxembourg",0
"1100","2020-01-31","Hungary",0
"1101","2020-01-31","Azerbaijan",0
"1102","2020-01-31","Ukraine",0
"1103","2020-01-31","Sudan",0
"1104","2020-01-31","Guatemala",0
"1105","2020-02-01","China",304
"1106","2020-02-01","Philippines",0
"1107","2020-02-01","Hong Kong",0
"1108","2020-02-01","Japan",0
"1109","2020-02-01","France",0
"1110","2020-02-01","Taipei and environs",0
"1111","2020-02-01","Iran",0
"1112","2020-02-01","Diamond Princess",0
"1113","2020-02-01","South Korea",0
"1114","2020-02-01","Italy",0
"1115","2020-02-01","US",0
"1116","2020-02-01","Thailand",0
"1117","2020-02-01","Australia",0
"1118","2020-02-01","San Marino",0
"1119","2020-02-01","Spain",0
"1120","2020-02-01","Iraq",0
"1121","2020-02-01","Switzerland",0
"1122","2020-02-01","United Kingdom",0
"1123","2020-02-01","Netherlands",0
"1124","2020-02-01","Egypt",0
"1125","2020-02-01","Argentina",0
"1126","2020-02-01","Germany",0
"1127","2020-02-01","Belgium",0
"1128","2020-02-01","Lebanon",0
"1129","2020-02-01","Algeria",0
"1130","2020-02-01","Norway",0
"1131","2020-02-01","Sweden",0
"1132","2020-02-01","Austria",0
"1133","2020-02-01","Canada",0
"1134","2020-02-01","Greece",0
"1135","2020-02-01","India",0
"1136","2020-02-01","Ireland",0
"1137","2020-02-01","Poland",0
"1138","2020-02-01","Indonesia",0
"1139","2020-02-01","Albania",0
"1140","2020-02-01","Bulgaria",0
"1141","2020-02-01","Panama",0
"1142","2020-02-01","Morocco",0
"1143","2020-02-01","Guyana",0
"1144","2020-02-01","Ecuador",0
"1145","2020-02-01","Denmark",0
"1146","2020-02-01","Slovenia",0
"1147","2020-02-01","Luxembourg",0
"1148","2020-02-01","Hungary",0
"1149","2020-02-01","Azerbaijan",0
"1150","2020-02-01","Ukraine",0
"1151","2020-02-01","Sudan",0
"1152","2020-02-01","Guatemala",0
"1153","2020-02-02","China",361
"1154","2020-02-02","Philippines",1
"1155","2020-02-02","Hong Kong",0
"1156","2020-02-02","Japan",0
"1157","2020-02-02","France",0
"1158","2020-02-02","Taipei and environs",0
"1159","2020-02-02","Iran",0
"1160","2020-02-02","Diamond Princess",0
"1161","2020-02-02","South Korea",0
"1162","2020-02-02","Italy",0
"1163","2020-02-02","US",0
"1164","2020-02-02","Thailand",0
"1165","2020-02-02","Australia",0
"1166","2020-02-02","San Marino",0
"1167","2020-02-02","Spain",0
"1168","2020-02-02","Iraq",0
"1169","2020-02-02","Switzerland",0
"1170","2020-02-02","United Kingdom",0
"1171","2020-02-02","Netherlands",0
"1172","2020-02-02","Egypt",0
"1173","2020-02-02","Argentina",0
"1174","2020-02-02","Germany",0
"1175","2020-02-02","Belgium",0
"1176","2020-02-02","Lebanon",0
"1177","2020-02-02","Algeria",0
"1178","2020-02-02","Norway",0
"1179","2020-02-02","Sweden",0
"1180","2020-02-02","Austria",0
"1181","2020-02-02","Canada",0
"1182","2020-02-02","Greece",0
"1183","2020-02-02","India",0
"1184","2020-02-02","Ireland",0
"1185","2020-02-02","Poland",0
"1186","2020-02-02","Indonesia",0
"1187","2020-02-02","Albania",0
"1188","2020-02-02","Bulgaria",0
"1189","2020-02-02","Panama",0
"1190","2020-02-02","Morocco",0
"1191","2020-02-02","Guyana",0
"1192","2020-02-02","Ecuador",0
"1193","2020-02-02","Denmark",0
"1194","2020-02-02","Slovenia",0
"1195","2020-02-02","Luxembourg",0
"1196","2020-02-02","Hungary",0
"1197","2020-02-02","Azerbaijan",0
"1198","2020-02-02","Ukraine",0
"1199","2020-02-02","Sudan",0
"1200","2020-02-02","Guatemala",0
"1201","2020-02-03","China",425
"1202","2020-02-03","Philippines",1
"1203","2020-02-03","Hong Kong",0
"1204","2020-02-03","Japan",0
"1205","2020-02-03","France",0
"1206","2020-02-03","Taipei and environs",0
"1207","2020-02-03","Iran",0
"1208","2020-02-03","Diamond Princess",0
"1209","2020-02-03","South Korea",0
"1210","2020-02-03","Italy",0
"1211","2020-02-03","US",0
"1212","2020-02-03","Thailand",0
"1213","2020-02-03","Australia",0
"1214","2020-02-03","San Marino",0
"1215","2020-02-03","Spain",0
"1216","2020-02-03","Iraq",0
"1217","2020-02-03","Switzerland",0
"1218","2020-02-03","United Kingdom",0
"1219","2020-02-03","Netherlands",0
"1220","2020-02-03","Egypt",0
"1221","2020-02-03","Argentina",0
"1222","2020-02-03","Germany",0
"1223","2020-02-03","Belgium",0
"1224","2020-02-03","Lebanon",0
"1225","2020-02-03","Algeria",0
"1226","2020-02-03","Norway",0
"1227","2020-02-03","Sweden",0
"1228","2020-02-03","Austria",0
"1229","2020-02-03","Canada",0
"1230","2020-02-03","Greece",0
"1231","2020-02-03","India",0
"1232","2020-02-03","Ireland",0
"1233","2020-02-03","Poland",0
"1234","2020-02-03","Indonesia",0
"1235","2020-02-03","Albania",0
"1236","2020-02-03","Bulgaria",0
"1237","2020-02-03","Panama",0
"1238","2020-02-03","Morocco",0
"1239","2020-02-03","Guyana",0
"1240","2020-02-03","Ecuador",0
"1241","2020-02-03","Denmark",0
"1242","2020-02-03","Slovenia",0
"1243","2020-02-03","Luxembourg",0
"1244","2020-02-03","Hungary",0
"1245","2020-02-03","Azerbaijan",0
"1246","2020-02-03","Ukraine",0
"1247","2020-02-03","Sudan",0
"1248","2020-02-03","Guatemala",0
"1249","2020-02-04","China",490
"1250","2020-02-04","Philippines",1
"1251","2020-02-04","Hong Kong",1
"1252","2020-02-04","Japan",0
"1253","2020-02-04","France",0
"1254","2020-02-04","Taipei and environs",0
"1255","2020-02-04","Iran",0
"1256","2020-02-04","Diamond Princess",0
"1257","2020-02-04","South Korea",0
"1258","2020-02-04","Italy",0
"1259","2020-02-04","US",0
"1260","2020-02-04","Thailand",0
"1261","2020-02-04","Australia",0
"1262","2020-02-04","San Marino",0
"1263","2020-02-04","Spain",0
"1264","2020-02-04","Iraq",0
"1265","2020-02-04","Switzerland",0
"1266","2020-02-04","United Kingdom",0
"1267","2020-02-04","Netherlands",0
"1268","2020-02-04","Egypt",0
"1269","2020-02-04","Argentina",0
"1270","2020-02-04","Germany",0
"1271","2020-02-04","Belgium",0
"1272","2020-02-04","Lebanon",0
"1273","2020-02-04","Algeria",0
"1274","2020-02-04","Norway",0
"1275","2020-02-04","Sweden",0
"1276","2020-02-04","Austria",0
"1277","2020-02-04","Canada",0
"1278","2020-02-04","Greece",0
"1279","2020-02-04","India",0
"1280","2020-02-04","Ireland",0
"1281","2020-02-04","Poland",0
"1282","2020-02-04","Indonesia",0
"1283","2020-02-04","Albania",0
"1284","2020-02-04","Bulgaria",0
"1285","2020-02-04","Panama",0
"1286","2020-02-04","Morocco",0
"1287","2020-02-04","Guyana",0
"1288","2020-02-04","Ecuador",0
"1289","2020-02-04","Denmark",0
"1290","2020-02-04","Slovenia",0
"1291","2020-02-04","Luxembourg",0
"1292","2020-02-04","Hungary",0
"1293","2020-02-04","Azerbaijan",0
"1294","2020-02-04","Ukraine",0
"1295","2020-02-04","Sudan",0
"1296","2020-02-04","Guatemala",0
"1297","2020-02-05","China",563
"1298","2020-02-05","Philippines",1
"1299","2020-02-05","Hong Kong",1
"1300","2020-02-05","Japan",0
"1301","2020-02-05","France",0
"1302","2020-02-05","Taipei and environs",0
"1303","2020-02-05","Iran",0
"1304","2020-02-05","Diamond Princess",0
"1305","2020-02-05","South Korea",0
"1306","2020-02-05","Italy",0
"1307","2020-02-05","US",0
"1308","2020-02-05","Thailand",0
"1309","2020-02-05","Australia",0
"1310","2020-02-05","San Marino",0
"1311","2020-02-05","Spain",0
"1312","2020-02-05","Iraq",0
"1313","2020-02-05","Switzerland",0
"1314","2020-02-05","United Kingdom",0
"1315","2020-02-05","Netherlands",0
"1316","2020-02-05","Egypt",0
"1317","2020-02-05","Argentina",0
"1318","2020-02-05","Germany",0
"1319","2020-02-05","Belgium",0
"1320","2020-02-05","Lebanon",0
"1321","2020-02-05","Algeria",0
"1322","2020-02-05","Norway",0
"1323","2020-02-05","Sweden",0
"1324","2020-02-05","Austria",0
"1325","2020-02-05","Canada",0
"1326","2020-02-05","Greece",0
"1327","2020-02-05","India",0
"1328","2020-02-05","Ireland",0
"1329","2020-02-05","Poland",0
"1330","2020-02-05","Indonesia",0
"1331","2020-02-05","Albania",0
"1332","2020-02-05","Bulgaria",0
"1333","2020-02-05","Panama",0
"1334","2020-02-05","Morocco",0
"1335","2020-02-05","Guyana",0
"1336","2020-02-05","Ecuador",0
"1337","2020-02-05","Denmark",0
"1338","2020-02-05","Slovenia",0
"1339","2020-02-05","Luxembourg",0
"1340","2020-02-05","Hungary",0
"1341","2020-02-05","Azerbaijan",0
"1342","2020-02-05","Ukraine",0
"1343","2020-02-05","Sudan",0
"1344","2020-02-05","Guatemala",0
"1345","2020-02-06","China",636
"1346","2020-02-06","Philippines",1
"1347","2020-02-06","Hong Kong",1
"1348","2020-02-06","Japan",0
"1349","2020-02-06","France",0
"1350","2020-02-06","Taipei and environs",0
"1351","2020-02-06","Iran",0
"1352","2020-02-06","Diamond Princess",0
"1353","2020-02-06","South Korea",0
"1354","2020-02-06","Italy",0
"1355","2020-02-06","US",0
"1356","2020-02-06","Thailand",0
"1357","2020-02-06","Australia",0
"1358","2020-02-06","San Marino",0
"1359","2020-02-06","Spain",0
"1360","2020-02-06","Iraq",0
"1361","2020-02-06","Switzerland",0
"1362","2020-02-06","United Kingdom",0
"1363","2020-02-06","Netherlands",0
"1364","2020-02-06","Egypt",0
"1365","2020-02-06","Argentina",0
"1366","2020-02-06","Germany",0
"1367","2020-02-06","Belgium",0
"1368","2020-02-06","Lebanon",0
"1369","2020-02-06","Algeria",0
"1370","2020-02-06","Norway",0
"1371","2020-02-06","Sweden",0
"1372","2020-02-06","Austria",0
"1373","2020-02-06","Canada",0
"1374","2020-02-06","Greece",0
"1375","2020-02-06","India",0
"1376","2020-02-06","Ireland",0
"1377","2020-02-06","Poland",0
"1378","2020-02-06","Indonesia",0
"1379","2020-02-06","Albania",0
"1380","2020-02-06","Bulgaria",0
"1381","2020-02-06","Panama",0
"1382","2020-02-06","Morocco",0
"1383","2020-02-06","Guyana",0
"1384","2020-02-06","Ecuador",0
"1385","2020-02-06","Denmark",0
"1386","2020-02-06","Slovenia",0
"1387","2020-02-06","Luxembourg",0
"1388","2020-02-06","Hungary",0
"1389","2020-02-06","Azerbaijan",0
"1390","2020-02-06","Ukraine",0
"1391","2020-02-06","Sudan",0
"1392","2020-02-06","Guatemala",0
"1393","2020-02-07","China",722
"1394","2020-02-07","Philippines",1
"1395","2020-02-07","Hong Kong",1
"1396","2020-02-07","Japan",0
"1397","2020-02-07","France",0
"1398","2020-02-07","Taipei and environs",0
"1399","2020-02-07","Iran",0
"1400","2020-02-07","Diamond Princess",0
"1401","2020-02-07","South Korea",0
"1402","2020-02-07","Italy",0
"1403","2020-02-07","US",0
"1404","2020-02-07","Thailand",0
"1405","2020-02-07","Australia",0
"1406","2020-02-07","San Marino",0
"1407","2020-02-07","Spain",0
"1408","2020-02-07","Iraq",0
"1409","2020-02-07","Switzerland",0
"1410","2020-02-07","United Kingdom",0
"1411","2020-02-07","Netherlands",0
"1412","2020-02-07","Egypt",0
"1413","2020-02-07","Argentina",0
"1414","2020-02-07","Germany",0
"1415","2020-02-07","Belgium",0
"1416","2020-02-07","Lebanon",0
"1417","2020-02-07","Algeria",0
"1418","2020-02-07","Norway",0
"1419","2020-02-07","Sweden",0
"1420","2020-02-07","Austria",0
"1421","2020-02-07","Canada",0
"1422","2020-02-07","Greece",0
"1423","2020-02-07","India",0
"1424","2020-02-07","Ireland",0
"1425","2020-02-07","Poland",0
"1426","2020-02-07","Indonesia",0
"1427","2020-02-07","Albania",0
"1428","2020-02-07","Bulgaria",0
"1429","2020-02-07","Panama",0
"1430","2020-02-07","Morocco",0
"1431","2020-02-07","Guyana",0
"1432","2020-02-07","Ecuador",0
"1433","2020-02-07","Denmark",0
"1434","2020-02-07","Slovenia",0
"1435","2020-02-07","Luxembourg",0
"1436","2020-02-07","Hungary",0
"1437","2020-02-07","Azerbaijan",0
"1438","2020-02-07","Ukraine",0
"1439","2020-02-07","Sudan",0
"1440","2020-02-07","Guatemala",0
"1441","2020-02-08","China",811
"1442","2020-02-08","Philippines",1
"1443","2020-02-08","Hong Kong",1
"1444","2020-02-08","Japan",0
"1445","2020-02-08","France",0
"1446","2020-02-08","Taipei and environs",0
"1447","2020-02-08","Iran",0
"1448","2020-02-08","Diamond Princess",0
"1449","2020-02-08","South Korea",0
"1450","2020-02-08","Italy",0
"1451","2020-02-08","US",0
"1452","2020-02-08","Thailand",0
"1453","2020-02-08","Australia",0
"1454","2020-02-08","San Marino",0
"1455","2020-02-08","Spain",0
"1456","2020-02-08","Iraq",0
"1457","2020-02-08","Switzerland",0
"1458","2020-02-08","United Kingdom",0
"1459","2020-02-08","Netherlands",0
"1460","2020-02-08","Egypt",0
"1461","2020-02-08","Argentina",0
"1462","2020-02-08","Germany",0
"1463","2020-02-08","Belgium",0
"1464","2020-02-08","Lebanon",0
"1465","2020-02-08","Algeria",0
"1466","2020-02-08","Norway",0
"1467","2020-02-08","Sweden",0
"1468","2020-02-08","Austria",0
"1469","2020-02-08","Canada",0
"1470","2020-02-08","Greece",0
"1471","2020-02-08","India",0
"1472","2020-02-08","Ireland",0
"1473","2020-02-08","Poland",0
"1474","2020-02-08","Indonesia",0
"1475","2020-02-08","Albania",0
"1476","2020-02-08","Bulgaria",0
"1477","2020-02-08","Panama",0
"1478","2020-02-08","Morocco",0
"1479","2020-02-08","Guyana",0
"1480","2020-02-08","Ecuador",0
"1481","2020-02-08","Denmark",0
"1482","2020-02-08","Slovenia",0
"1483","2020-02-08","Luxembourg",0
"1484","2020-02-08","Hungary",0
"1485","2020-02-08","Azerbaijan",0
"1486","2020-02-08","Ukraine",0
"1487","2020-02-08","Sudan",0
"1488","2020-02-08","Guatemala",0
"1489","2020-02-09","China",908
"1490","2020-02-09","Philippines",1
"1491","2020-02-09","Hong Kong",1
"1492","2020-02-09","Japan",0
"1493","2020-02-09","France",0
"1494","2020-02-09","Taipei and environs",0
"1495","2020-02-09","Iran",0
"1496","2020-02-09","Diamond Princess",0
"1497","2020-02-09","South Korea",0
"1498","2020-02-09","Italy",0
"1499","2020-02-09","US",0
"1500","2020-02-09","Thailand",0
"1501","2020-02-09","Australia",0
"1502","2020-02-09","San Marino",0
"1503","2020-02-09","Spain",0
"1504","2020-02-09","Iraq",0
"1505","2020-02-09","Switzerland",0
"1506","2020-02-09","United Kingdom",0
"1507","2020-02-09","Netherlands",0
"1508","2020-02-09","Egypt",0
"1509","2020-02-09","Argentina",0
"1510","2020-02-09","Germany",0
"1511","2020-02-09","Belgium",0
"1512","2020-02-09","Lebanon",0
"1513","2020-02-09","Algeria",0
"1514","2020-02-09","Norway",0
"1515","2020-02-09","Sweden",0
"1516","2020-02-09","Austria",0
"1517","2020-02-09","Canada",0
"1518","2020-02-09","Greece",0
"1519","2020-02-09","India",0
"1520","2020-02-09","Ireland",0
"1521","2020-02-09","Poland",0
"1522","2020-02-09","Indonesia",0
"1523","2020-02-09","Albania",0
"1524","2020-02-09","Bulgaria",0
"1525","2020-02-09","Panama",0
"1526","2020-02-09","Morocco",0
"1527","2020-02-09","Guyana",0
"1528","2020-02-09","Ecuador",0
"1529","2020-02-09","Denmark",0
"1530","2020-02-09","Slovenia",0
"1531","2020-02-09","Luxembourg",0
"1532","2020-02-09","Hungary",0
"1533","2020-02-09","Azerbaijan",0
"1534","2020-02-09","Ukraine",0
"1535","2020-02-09","Sudan",0
"1536","2020-02-09","Guatemala",0
"1537","2020-02-10","China",1016
"1538","2020-02-10","Philippines",1
"1539","2020-02-10","Hong Kong",1
"1540","2020-02-10","Japan",0
"1541","2020-02-10","France",0
"1542","2020-02-10","Taipei and environs",0
"1543","2020-02-10","Iran",0
"1544","2020-02-10","Diamond Princess",0
"1545","2020-02-10","South Korea",0
"1546","2020-02-10","Italy",0
"1547","2020-02-10","US",0
"1548","2020-02-10","Thailand",0
"1549","2020-02-10","Australia",0
"1550","2020-02-10","San Marino",0
"1551","2020-02-10","Spain",0
"1552","2020-02-10","Iraq",0
"1553","2020-02-10","Switzerland",0
"1554","2020-02-10","United Kingdom",0
"1555","2020-02-10","Netherlands",0
"1556","2020-02-10","Egypt",0
"1557","2020-02-10","Argentina",0
"1558","2020-02-10","Germany",0
"1559","2020-02-10","Belgium",0
"1560","2020-02-10","Lebanon",0
"1561","2020-02-10","Algeria",0
"1562","2020-02-10","Norway",0
"1563","2020-02-10","Sweden",0
"1564","2020-02-10","Austria",0
"1565","2020-02-10","Canada",0
"1566","2020-02-10","Greece",0
"1567","2020-02-10","India",0
"1568","2020-02-10","Ireland",0
"1569","2020-02-10","Poland",0
"1570","2020-02-10","Indonesia",0
"1571","2020-02-10","Albania",0
"1572","2020-02-10","Bulgaria",0
"1573","2020-02-10","Panama",0
"1574","2020-02-10","Morocco",0
"1575","2020-02-10","Guyana",0
"1576","2020-02-10","Ecuador",0
"1577","2020-02-10","Denmark",0
"1578","2020-02-10","Slovenia",0
"1579","2020-02-10","Luxembourg",0
"1580","2020-02-10","Hungary",0
"1581","2020-02-10","Azerbaijan",0
"1582","2020-02-10","Ukraine",0
"1583","2020-02-10","Sudan",0
"1584","2020-02-10","Guatemala",0
"1585","2020-02-11","China",1113
"1586","2020-02-11","Philippines",1
"1587","2020-02-11","Hong Kong",1
"1588","2020-02-11","Japan",0
"1589","2020-02-11","France",0
"1590","2020-02-11","Taipei and environs",0
"1591","2020-02-11","Iran",0
"1592","2020-02-11","Diamond Princess",0
"1593","2020-02-11","South Korea",0
"1594","2020-02-11","Italy",0
"1595","2020-02-11","US",0
"1596","2020-02-11","Thailand",0
"1597","2020-02-11","Australia",0
"1598","2020-02-11","San Marino",0
"1599","2020-02-11","Spain",0
"1600","2020-02-11","Iraq",0
"1601","2020-02-11","Switzerland",0
"1602","2020-02-11","United Kingdom",0
"1603","2020-02-11","Netherlands",0
"1604","2020-02-11","Egypt",0
