"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","4822","36"
"Hispanic/Latino","American Indian/Alaska Native","288","1"
"Hispanic/Latino","Asian","465","5"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","347","5"
"Hispanic/Latino","Other","44792","412"
"Hispanic/Latino","Unknown","21941","10"
"Hispanic/Latino","White","58668","711"
"Non-Hispanic/Latino","African-American/Black","323739","7865"
"Non-Hispanic/Latino","American Indian/Alaska Native","599","19"
"Non-Hispanic/Latino","Asian","23098","406"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","927","14"
"Non-Hispanic/Latino","Other","21186","233"
"Non-Hispanic/Latino","Unknown","11720","9"
"Non-Hispanic/Latino","White","468409","13801"
"Unknown","African-American/Black","28330","24"
"Unknown","American Indian/Alaska Native","225","0"
"Unknown","Asian","4990","2"
"Unknown","Native Hawaiian/Pacific Islander","214","0"
"Unknown","Other","28819","14"
"Unknown","Unknown","162754","66"
"Unknown","White","42872","47"
