"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","8351","37"
"Hispanic/Latino","American Indian/Alaska Native","568","3"
"Hispanic/Latino","Asian","908","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","589","4"
"Hispanic/Latino","Other","58743","461"
"Hispanic/Latino","Unknown","35690","15"
"Hispanic/Latino","White","81932","848"
"Non-Hispanic/Latino","African-American/Black","479735","9095"
"Non-Hispanic/Latino","American Indian/Alaska Native","1059","22"
"Non-Hispanic/Latino","Asian","38749","466"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1290","17"
"Non-Hispanic/Latino","Other","33162","135"
"Non-Hispanic/Latino","Unknown","17269","15"
"Non-Hispanic/Latino","White","655594","16100"
"Unknown","African-American/Black","41888","16"
"Unknown","American Indian/Alaska Native","778","0"
"Unknown","Asian","6867","3"
"Unknown","Native Hawaiian/Pacific Islander","362","0"
"Unknown","Other","35410","14"
"Unknown","Unknown","258745","93"
"Unknown","White","50773","28"
