"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","979949","12751","52563"
"Male","Georgia","814662","14615","49377"
"Unknown","Georgia","13851","9","288"
"Female","Appling","1847","49","129"
"Male","Appling","1520","52","122"
"Unknown","Appling","14","0","0"
"Female","Atkinson","792","12","97"
"Male","Atkinson","643","20","93"
"Unknown","Atkinson","5","0","0"
"Female","Bacon","1110","22","87"
"Male","Bacon","1240","31","93"
"Unknown","Bacon","5","0","0"
"Female","Baker","162","5","21"
"Male","Baker","134","8","23"
"Unknown","Baker","1","0","0"
"Female","Baldwin","3892","60","176"
"Male","Baldwin","3039","117","237"
"Unknown","Baldwin","20","0","0"
"Female","Banks","1715","34","165"
"Male","Banks","1435","34","140"
"Unknown","Banks","17","0","1"
"Female","Barrow","10018","101","503"
"Male","Barrow","8420","110","440"
"Unknown","Barrow","69","0","1"
"Female","Bartow","10959","163","571"
"Male","Bartow","9389","191","584"
"Unknown","Bartow","111","0","0"
"Female","Ben Hill","1202","31","98"
"Male","Ben Hill","895","41","85"
"Unknown","Ben Hill","5","0","0"
"Female","Berrien","1041","27","56"
"Male","Berrien","851","24","48"
"Unknown","Berrien","5","0","0"
"Female","Bibb","15592","315","1397"
"Male","Bibb","11455","301","1169"
"Unknown","Bibb","237","0","2"
"Female","Bleckley","813","23","36"
"Male","Bleckley","583","18","30"
"Unknown","Bleckley","10","0","0"
"Female","Brantley","1254","36","91"
"Male","Brantley","1042","44","81"
"Unknown","Brantley","7","0","0"
"Female","Brooks","982","23","77"
"Male","Brooks","766","35","63"
"Unknown","Brooks","6","0","0"
"Female","Bryan","3289","25","164"
"Male","Bryan","3011","40","196"
"Unknown","Bryan","5","0","0"
"Female","Bulloch","5663","57","184"
"Male","Bulloch","4374","44","151"
"Unknown","Bulloch","33","0","0"
"Female","Burke","1581","25","112"
"Male","Burke","1263","25","102"
"Unknown","Burke","10","0","1"
"Female","Butts","2211","57","107"
"Male","Butts","2253","65","131"
"Unknown","Butts","34","0","0"
"Female","Calhoun","382","14","45"
"Male","Calhoun","510","7","54"
"Unknown","Calhoun","8","0","1"
"Female","Camden","4234","41","122"
"Male","Camden","3607","43","106"
"Unknown","Camden","51","0","0"
"Female","Candler","692","17","53"
"Male","Candler","582","34","37"
"Unknown","Candler","1","0","0"
"Female","Carroll","7305","76","197"
"Male","Carroll","6336","89","218"
"Unknown","Carroll","63","0","5"
"Female","Catoosa","6048","56","182"
"Male","Catoosa","5273","49","179"
"Unknown","Catoosa","108","1","4"
"Female","Charlton","805","18","61"
"Male","Charlton","1210","26","52"
"Unknown","Charlton","10","0","0"
"Female","Chatham","27206","318","1535"
"Male","Chatham","22310","381","1416"
"Unknown","Chatham","120","0","4"
"Female","Chattahoochee","547","3","20"
"Male","Chattahoochee","5243","13","28"
"Unknown","Chattahoochee","18","0","0"
"Female","Chattooga","2668","47","140"
"Male","Chattooga","2202","54","157"
"Unknown","Chattooga","17","0","0"
"Female","Cherokee","23095","204","1038"
"Male","Cherokee","19948","281","1190"
"Unknown","Cherokee","136","0","1"
"Female","Clarke","14101","79","551"
"Male","Clarke","10802","108","489"
"Unknown","Clarke","57","0","2"
"Female","Clay","191","1","8"
"Male","Clay","139","3","6"
"Unknown","Clay","3","0","0"
"Female","Clayton","31505","387","1582"
"Male","Clayton","23121","382","1321"
"Unknown","Clayton","293","0","5"
"Female","Clinch","691","15","46"
"Male","Clinch","607","20","43"
"Unknown","Clinch","2","0","0"
"Female","Cobb","68625","640","2273"
"Male","Cobb","56851","779","2303"
"Unknown","Cobb","539","0","6"
"Female","Coffee","4383","106","532"
"Male","Coffee","3501","93","420"
"Unknown","Coffee","28","0","0"
"Female","Colquitt","3987","60","186"
"Male","Colquitt","3493","80","186"
"Unknown","Colquitt","20","0","0"
"Female","Columbia","9976","111","384"
"Male","Columbia","8635","162","380"
"Unknown","Columbia","45","0","1"
"Female","Cook","1115","25","73"
"Male","Cook","861","29","62"
"Unknown","Cook","2","0","0"
"Female","Coweta","10601","160","637"
"Male","Coweta","9112","213","576"
"Unknown","Coweta","87","0","5"
"Female","Crawford","595","18","55"
"Male","Crawford","508","22","58"
"Unknown","Crawford","7","0","0"
"Female","Crisp","1363","34","117"
"Male","Crisp","1070","34","78"
"Unknown","Crisp","19","0","0"
"Female","Dade","1211","14","46"
"Male","Dade","1112","9","45"
"Unknown","Dade","19","0","0"
"Female","Dawson","3097","34","171"
"Male","Dawson","2664","49","199"
"Unknown","Dawson","32","0","0"
"Female","DeKalb","66102","634","3978"
"Male","DeKalb","52153","685","3444"
"Unknown","DeKalb","952","0","14"
"Female","Decatur","2431","37","133"
"Male","Decatur","1830","45","106"
"Unknown","Decatur","33","0","0"
"Female","Dodge","1035","29","67"
"Male","Dodge","926","35","62"
"Unknown","Dodge","30","0","0"
"Female","Dooly","756","17","56"
"Male","Dooly","637","22","53"
"Unknown","Dooly","4","0","0"
"Female","Dougherty","7435","215","858"
"Male","Dougherty","5365","191","639"
"Unknown","Dougherty","159","2","1"
"Female","Douglas","14940","133","651"
"Male","Douglas","11868","141","558"
"Unknown","Douglas","91","0","2"
"Female","Early","1176","30","74"
"Male","Early","799","23","38"
"Unknown","Early","13","0","0"
"Female","Echols","187","1","4"
"Male","Echols","258","4","12"
"Unknown","Echols","1","0","0"
"Female","Effingham","5121","65","277"
"Male","Effingham","4414","90","270"
"Unknown","Effingham","23","0","0"
"Female","Elbert","1467","38","136"
"Male","Elbert","1064","38","89"
"Unknown","Elbert","11","0","1"
"Female","Emanuel","1791","45","118"
"Male","Emanuel","1413","31","67"
"Unknown","Emanuel","14","0","0"
"Female","Evans","785","18","71"
"Male","Evans","609","20","43"
"Unknown","Evans","6","0","0"
"Female","Fannin","2099","39","133"
"Male","Fannin","1799","66","163"
"Unknown","Fannin","13","0","0"
"Female","Fayette","8270","111","408"
"Male","Fayette","7234","131","447"
"Unknown","Fayette","83","0","1"
"Female","Floyd","11780","141","701"
"Male","Floyd","9719","196","708"
"Unknown","Floyd","114","0","2"
"Female","Forsyth","20399","122","649"
"Male","Forsyth","18675","178","766"
"Unknown","Forsyth","922","0","0"
"Female","Franklin","2310","26","133"
"Male","Franklin","1854","45","110"
"Unknown","Franklin","19","0","0"
"Female","Fulton","93514","856","4812"
"Male","Fulton","78337","930","4374"
"Unknown","Fulton","1259","0","51"
"Female","Gilmer","2361","56","204"
"Male","Gilmer","1968","70","205"
"Unknown","Gilmer","57","0","0"
