"age group","county name","cases","deaths","hospitalization"
"01-04 years","Georgia","16951","1","306"
"05-09 years","Georgia","30081","2","236"
"10-17 years","Georgia","90675","9","852"
"18-29 years","Georgia","233129","140","4491"
"30-39 years","Georgia","172188","294","5909"
"40-49 years","Georgia","162597","725","8485"
"50-59 years","Georgia","150926","1902","12634"
"60-69 years","Georgia","101196","3898","14637"
"70-79 years","Georgia","57909","5487","13649"
"80 & Older years","Georgia","32706","6993","10316"
"<1 years","Georgia","4522","0","241"
"Unknown years","Georgia","3908","0","106"
"01-04 years","Appling","44","0","0"
"05-09 years","Appling","78","0","0"
"10-17 years","Appling","236","0","2"
"18-29 years","Appling","424","1","7"
"30-39 years","Appling","307","1","7"
"40-49 years","Appling","319","4","22"
"50-59 years","Appling","341","8","34"
"60-69 years","Appling","284","16","59"
"70-79 years","Appling","192","18","37"
"80 & Older years","Appling","100","22","36"
"<1 years","Appling","7","0","0"
"Unknown years","Appling","1","0","0"
"01-04 years","Atkinson","12","0","1"
"05-09 years","Atkinson","36","0","1"
"10-17 years","Atkinson","91","0","1"
"18-29 years","Atkinson","220","0","12"
"30-39 years","Atkinson","147","0","12"
"40-49 years","Atkinson","167","2","30"
"50-59 years","Atkinson","163","2","30"
"60-69 years","Atkinson","101","6","29"
"70-79 years","Atkinson","54","5","21"
"80 & Older years","Atkinson","16","5","11"
"<1 years","Atkinson","3","0","0"
"01-04 years","Bacon","31","0","0"
"05-09 years","Bacon","49","0","0"
"10-17 years","Bacon","136","0","1"
"18-29 years","Bacon","459","0","3"
"30-39 years","Bacon","228","0","5"
"40-49 years","Bacon","221","3","15"
"50-59 years","Bacon","188","2","16"
"60-69 years","Bacon","153","11","34"
"70-79 years","Bacon","93","8","22"
"80 & Older years","Bacon","45","9","14"
"<1 years","Bacon","6","0","0"
"Unknown years","Bacon","1","0","0"
"01-04 years","Baker","9","0","0"
"05-09 years","Baker","8","0","0"
"10-17 years","Baker","10","0","0"
"18-29 years","Baker","39","0","0"
"30-39 years","Baker","25","0","4"
"40-49 years","Baker","22","2","3"
"50-59 years","Baker","30","0","2"
"60-69 years","Baker","36","3","16"
"70-79 years","Baker","19","3","11"
"80 & Older years","Baker","14","3","5"
"<1 years","Baker","2","0","0"
"01-04 years","Baldwin","43","0","0"
"05-09 years","Baldwin","96","0","0"
"10-17 years","Baldwin","285","1","6"
"18-29 years","Baldwin","1412","0","16"
"30-39 years","Baldwin","571","1","16"
"40-49 years","Baldwin","567","3","36"
"50-59 years","Baldwin","559","13","64"
"60-69 years","Baldwin","442","23","79"
"70-79 years","Baldwin","282","30","62"
"80 & Older years","Baldwin","175","52","66"
"<1 years","Baldwin","18","0","1"
"Unknown years","Baldwin","1","0","0"
"01-04 years","Banks","15","0","0"
"05-09 years","Banks","45","0","1"
"10-17 years","Banks","138","0","4"
"18-29 years","Banks","355","0","10"
"30-39 years","Banks","257","0","10"
"40-49 years","Banks","277","2","23"
"50-59 years","Banks","296","3","29"
"60-69 years","Banks","258","9","56"
"70-79 years","Banks","170","16","65"
"80 & Older years","Banks","91","14","32"
"<1 years","Banks","7","0","1"
"Unknown years","Banks","19","0","1"
"01-04 years","Barrow","149","0","2"
"05-09 years","Barrow","281","0","0"
"10-17 years","Barrow","1013","0","8"
"18-29 years","Barrow","2097","2","42"
"30-39 years","Barrow","1815","1","61"
"40-49 years","Barrow","1806","6","88"
"50-59 years","Barrow","1525","10","127"
"60-69 years","Barrow","996","36","167"
"70-79 years","Barrow","575","39","117"
"80 & Older years","Barrow","261","53","98"
"<1 years","Barrow","42","0","2"
"Unknown years","Barrow","16","0","2"
"01-04 years","Bartow","162","0","6"
"05-09 years","Bartow","301","0","2"
"10-17 years","Bartow","1134","0","15"
"18-29 years","Bartow","2389","0","29"
"30-39 years","Bartow","1979","5","56"
"40-49 years","Bartow","2022","4","93"
"50-59 years","Bartow","2094","18","170"
"60-69 years","Bartow","1295","49","171"
"70-79 years","Bartow","859","78","205"
"80 & Older years","Bartow","424","79","132"
"<1 years","Bartow","56","0","3"
"Unknown years","Bartow","75","0","7"
"01-04 years","Ben Hill","32","0","1"
"05-09 years","Ben Hill","27","0","0"
"10-17 years","Ben Hill","137","0","0"
"18-29 years","Ben Hill","321","1","5"
"30-39 years","Ben Hill","247","3","11"
"40-49 years","Ben Hill","240","1","13"
"50-59 years","Ben Hill","267","6","32"
"60-69 years","Ben Hill","220","13","33"
"70-79 years","Ben Hill","152","19","55"
"80 & Older years","Ben Hill","73","19","19"
"<1 years","Ben Hill","7","0","1"
