"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3072","24"
"Hispanic/Latino","American Indian/Alaska Native","142","0"
"Hispanic/Latino","Asian","320","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","207","2"
"Hispanic/Latino","Other","34058","333"
"Hispanic/Latino","Unknown","14531","8"
"Hispanic/Latino","White","45109","612"
"Non-Hispanic/Latino","African-American/Black","223470","6251"
"Non-Hispanic/Latino","American Indian/Alaska Native","381","13"
"Non-Hispanic/Latino","Asian","16919","363"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","671","10"
"Non-Hispanic/Latino","Other","11576","54"
"Non-Hispanic/Latino","Unknown","6937","13"
"Non-Hispanic/Latino","White","326423","10309"
"Unknown","African-American/Black","24581","16"
"Unknown","American Indian/Alaska Native","140","0"
"Unknown","Asian","3851","1"
"Unknown","Native Hawaiian/Pacific Islander","174","0"
"Unknown","Other","25763","9"
"Unknown","Unknown","119217","28"
"Unknown","White","38539","20"
