"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3237","25"
"Hispanic/Latino","American Indian/Alaska Native","154","0"
"Hispanic/Latino","Asian","341","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","218","2"
"Hispanic/Latino","Other","35486","346"
"Hispanic/Latino","Unknown","13986","5"
"Hispanic/Latino","White","48148","632"
"Non-Hispanic/Latino","African-American/Black","232834","6445"
"Non-Hispanic/Latino","American Indian/Alaska Native","398","15"
"Non-Hispanic/Latino","Asian","17825","373"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","719","11"
"Non-Hispanic/Latino","Other","12080","59"
"Non-Hispanic/Latino","Unknown","5972","7"
"Non-Hispanic/Latino","White","341752","10591"
"Unknown","African-American/Black","23235","13"
"Unknown","American Indian/Alaska Native","135","0"
"Unknown","Asian","3955","1"
"Unknown","Native Hawaiian/Pacific Islander","172","0"
"Unknown","Other","24130","6"
"Unknown","Unknown","106284","28"
"Unknown","White","36597","14"
