"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","4583","33"
"Hispanic/Latino","American Indian/Alaska Native","279","1"
"Hispanic/Latino","Asian","445","5"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","334","4"
"Hispanic/Latino","Other","43404","382"
"Hispanic/Latino","Unknown","20369","7"
"Hispanic/Latino","White","57344","690"
"Non-Hispanic/Latino","African-American/Black","313055","7489"
"Non-Hispanic/Latino","American Indian/Alaska Native","604","20"
"Non-Hispanic/Latino","Asian","22062","403"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","906","11"
"Non-Hispanic/Latino","Other","20538","175"
"Non-Hispanic/Latino","Unknown","11010","7"
"Non-Hispanic/Latino","White","454238","12990"
"Unknown","African-American/Black","30141","21"
"Unknown","American Indian/Alaska Native","242","0"
"Unknown","Asian","5065","2"
"Unknown","Native Hawaiian/Pacific Islander","211","0"
"Unknown","Other","28884","11"
"Unknown","Unknown","160217","59"
"Unknown","White","45387","44"
