"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2740","21"
"Hispanic/Latino","American Indian/Alaska Native","133","0"
"Hispanic/Latino","Asian","291","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","192","1"
"Hispanic/Latino","Other","30883","307"
"Hispanic/Latino","Unknown","13647","13"
"Hispanic/Latino","White","41135","548"
"Non-Hispanic/Latino","African-American/Black","199324","5721"
"Non-Hispanic/Latino","American Indian/Alaska Native","364","11"
"Non-Hispanic/Latino","Asian","15390","322"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","603","12"
"Non-Hispanic/Latino","Other","10644","55"
"Non-Hispanic/Latino","Unknown","7168","45"
"Non-Hispanic/Latino","White","293198","9534"
"Unknown","African-American/Black","26876","28"
"Unknown","American Indian/Alaska Native","182","0"
"Unknown","Asian","3621","1"
"Unknown","Native Hawaiian/Pacific Islander","175","0"
"Unknown","Other","26690","22"
"Unknown","Unknown","140729","57"
"Unknown","White","41854","49"
