county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,216,13,36,1163.73
Atkinson,90,2,14,1080.43
Bacon,194,4,17,1701.16
Baker,36,3,12,1155.33
Baldwin,441,33,75,992.62
Banks,114,0,20,570.51
Barrow,415,25,99,480.42
Bartow,587,39,150,529.92
Ben Hill,119,1,11,714.93
Berrien,89,0,4,461.71
Bibb,597,37,159,392.38
Bleckley,54,1,5,420.63
Brantley,73,2,6,380.17
Brooks,112,11,11,712.15
Bryan,94,5,18,240.18
Bulloch,147,3,16,184.98
Burke,132,6,31,590.82
Butts,246,32,29,977.2
Calhoun,157,6,28,2485.36
Camden,92,1,9,170.61
Candler,21,0,4,193.78
Carroll,622,39,112,517.82
Catoosa,275,6,23,399.88
Charlton,38,2,6,286.77
Chatham,760,32,150,260.12
Chattahoochee,312,1,7,2902.6
Chattooga,49,2,3,197.85
Cherokee,1093,39,171,409.95
Clarke,376,15,55,289.72
Clay,56,2,5,1961.47
Clayton,1567,76,211,514.04
Clinch,85,2,10,1277.04
Cobb,3841,229,803,485.84
Coffee,406,15,85,943.26
Colquitt,729,17,64,1605.97
Columbia,339,8,40,213.7
Cook,90,1,10,516.14
Coweta,545,14,54,358.55
Crawford,36,0,4,294.41
Crisp,257,11,42,1153.04
Dade,59,1,3,365.05
Dawson,124,3,20,458.9
DeKalb,4666,165,798,588.28
Decatur,243,8,27,923.18
Dodge,67,2,8,328.67
Dooly,194,12,41,1447.76
Dougherty,1844,151,454,2051.05
Douglas,712,35,160,468.71
Early,256,31,24,2523.16
Echols,172,0,6,4333.59
Effingham,96,1,13,149.94
Elbert,91,0,7,480.34
Emanuel,59,2,8,260.32
Evans,16,0,0,149.71
Fannin,75,1,6,284.95
Fayette,279,16,41,237.36
Floyd,404,15,49,404.34
Forsyth,642,14,81,254.25
Franklin,156,1,13,668.7
Fulton,5444,304,985,495.28
Gilmer,177,2,22,563.39
Glascock,3,0,0,99.17
Glynn,265,3,22,307.97
Gordon,287,18,39,494.41
Grady,162,4,32,660.15
Greene,88,9,19,470.16
Gwinnett,6043,162,844,622.26
Habersham,635,34,89,1386.46
Hall,2922,58,408,1416.05
Hancock,203,32,37,2477.72
Haralson,63,4,16,205.06
Harris,240,8,30,691.4
Hart,48,0,4,183.86
Heard,45,3,8,363.78
Henry,930,31,102,387.72
Houston,486,20,112,309.48
Irwin,45,1,8,477.05
Jackson,297,7,42,397.59
Jasper,61,1,7,429.61
Jeff Davis,72,2,5,475.31
Jefferson,67,1,10,437.54
Jenkins,72,9,18,839.55
Johnson,80,2,14,828.07
Jones,51,0,4,178.38
Lamar,87,6,12,449.68
Lanier,112,2,9,1082.02
Laurens,131,1,17,276.98
Lee,377,22,66,1257.88
Liberty,100,1,15,161.54
Lincoln,21,1,7,258.46
Long,28,1,2,140.6
Lowndes,871,4,73,738.9
Lumpkin,118,2,27,349.09
Macon,112,9,36,862.33
Madison,77,4,14,255.16
Marion,73,3,12,880.26
McDuffie,78,5,20,361.16
McIntosh,23,1,2,157.89
Meriwether,148,2,21,704.09
Miller,45,0,3,780.71
Mitchell,433,38,95,1963.18
Monroe,135,15,26,486.89
Montgomery,26,0,2,281.87
Morgan,44,0,5,229.91
Murray,162,1,16,402.37
Muscogee,1147,34,177,598.56
Newton,466,11,79,414.76
Non-Georgia Resident,3140,40,166,0
Oconee,132,10,23,316.27
Oglethorpe,81,7,16,531.5
Paulding,460,14,86,266.6
Peach,93,9,25,339.73
Pickens,78,5,16,232.63
Pierce,135,4,24,690.71
Pike,81,3,10,429.48
Polk,178,1,15,409.36
Pulaski,46,2,7,422.29
Putnam,115,11,18,525.47
Quitman,15,1,5,653.88
Rabun,35,4,15,206.05
Randolph,194,23,36,2872.37
Richmond,740,42,192,365.9
Rockdale,362,9,84,381.21
Schley,21,1,7,398.1
Screven,75,4,19,539.57
Seminole,48,2,8,589.68
Spalding,337,31,59,487.63
Stephens,165,5,33,626.71
Stewart,82,1,14,1337.9
Sumter,532,49,144,1809.59
Talbot,57,2,14,925.63
Taliaferro,2,0,0,122.55
Tattnall,80,0,4,314.82
Taylor,27,2,10,339.28
Telfair,63,2,10,402.71
Terrell,217,27,52,2562.89
Thomas,371,33,66,835
Tift,513,25,83,1256.43
Toombs,143,5,14,529.96
Towns,36,1,10,299.15
Treutlen,19,1,3,278.23
Troup,947,26,112,1344.9
Turner,166,16,34,2055.47
Twiggs,23,1,7,284.44
Union,56,3,16,221.04
Unknown,1850,1,26,0
Upson,319,43,43,1213.99
Walker,283,5,14,406.55
Walton,343,25,55,357.99
Ware,309,15,60,861.85
Warren,19,0,9,364.68
Washington,79,1,10,389.12
Wayne,44,0,6,146.79
Webster,17,1,5,666.67
Wheeler,35,0,2,442.53
White,129,4,26,406.2
Whitfield,741,10,42,707.93
Wilcox,121,15,20,1376.56
Wilkes,43,1,8,429.4
Wilkinson,73,7,23,818.48
Worth,282,21,50,1400.06
