county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,465,16,56,2505.25
Atkinson,250,2,31,3001.2
Bacon,362,5,28,3174.32
Baker,47,3,12,1508.34
Baldwin,790,37,88,1778.16
Banks,202,3,31,1010.91
Barrow,852,31,147,986.31
Bartow,1252,50,177,1130.26
Ben Hill,286,1,25,1718.23
Berrien,212,0,11,1099.81
Bibb,2507,49,436,1647.72
Bleckley,109,1,9,849.04
Brantley,186,3,10,968.65
Brooks,298,12,33,1894.83
Bryan,421,6,42,1075.71
Bulloch,855,8,70,1075.92
Burke,302,7,43,1351.71
Butts,380,36,33,1509.49
Calhoun,177,6,35,2801.96
Camden,451,3,15,836.36
Candler,148,1,8,1365.69
Carroll,1452,42,122,1208.8
Catoosa,431,8,28,626.72
Charlton,232,2,14,1750.81
Chatham,3928,44,367,1344.4
Chattahoochee,505,1,9,4698.11
Chattooga,115,2,5,464.35
Cherokee,2312,50,255,867.16
Clarke,1356,15,95,1044.85
Clay,68,2,6,2381.79
Clayton,3737,89,387,1225.9
Clinch,148,4,14,2223.56
Cobb,9380,276,1143,1186.46
Coffee,1099,21,162,2553.32
Colquitt,1383,20,103,3046.73
Columbia,1361,17,106,857.97
Cook,312,5,36,1789.3
Coweta,1104,17,76,726.31
Crawford,76,0,8,621.52
Crisp,346,13,51,1552.34
Dade,89,1,5,550.67
Dawson,217,3,32,803.08
DeKalb,10480,199,1306,1321.31
Decatur,445,8,46,1690.6
Dodge,189,2,17,927.15
Dooly,230,14,46,1716.42
Dougherty,2411,159,517,2681.72
Douglas,1914,44,263,1259.99
Early,321,31,30,3163.81
Echols,217,0,6,5467.37
Effingham,468,1,36,730.95
Elbert,266,1,12,1404.06
Emanuel,286,4,25,1261.91
Evans,133,1,9,1244.5
Fannin,214,2,19,813.07
Fayette,742,21,57,631.25
Floyd,942,15,62,942.79
Forsyth,1499,16,159,593.65
Franklin,315,3,28,1350.25
Fulton,14673,356,1555,1334.9
Gilmer,405,3,38,1289.11
Glascock,17,0,1,561.98
Glynn,2008,13,134,2333.61
Gordon,749,20,51,1290.29
Grady,327,4,54,1332.52
Greene,189,11,22,1009.78
Gwinnett,14442,209,1717,1487.11
Habersham,904,43,132,1973.8
Hall,4706,69,601,2280.6
Hancock,249,33,41,3039.18
Haralson,146,6,18,475.23
Harris,535,14,59,1541.25
Hart,185,0,24,708.62
Heard,112,3,9,905.42
Henry,2389,37,136,995.97
Houston,1368,36,198,871.12
Irwin,122,1,19,1293.33
Jackson,694,13,77,929.05
Jasper,102,1,9,718.36
Jeff Davis,249,4,14,1643.78
Jefferson,337,5,39,2200.74
Jenkins,205,17,39,2390.39
Johnson,192,2,29,1987.37
Jones,206,1,13,720.51
Lamar,178,8,20,920.04
Lanier,189,3,13,1825.91
Laurens,548,1,45,1158.66
Lee,464,22,78,1548.16
Liberty,458,2,37,739.86
Lincoln,92,2,14,1132.31
Long,94,1,3,472.01
Lowndes,2495,23,119,2116.6
Lumpkin,233,5,44,689.31
Macon,154,10,36,1185.71
Madison,248,4,24,821.82
Marion,113,4,14,1362.59
McDuffie,220,8,39,1018.66
McIntosh,114,1,8,782.59
Meriwether,301,5,39,1431.97
Miller,84,0,4,1457.32
Mitchell,544,41,119,2466.45
Monroe,332,20,40,1197.39
Montgomery,97,0,14,1051.6
Morgan,129,0,8,674.05
Murray,433,2,26,1075.48
Muscogee,3642,72,378,1900.58
Newton,1294,22,152,1151.72
Non-Georgia Resident,12731,72,332,0
Oconee,322,15,39,771.5
Oglethorpe,158,7,25,1036.75
Paulding,1146,18,116,664.19
Peach,220,9,43,803.65
Pickens,200,5,20,596.48
Pierce,337,5,39,1724.23
Pike,149,3,15,790.03
Polk,457,3,21,1051.01
Pulaski,73,2,8,670.16
Putnam,287,17,35,1311.4
Quitman,25,1,5,1089.8
Rabun,139,3,24,818.32
Randolph,230,26,40,3405.39
Richmond,2524,73,311,1248.02
Rockdale,940,12,146,989.89
Schley,33,1,7,625.59
Screven,141,8,24,1014.39
Seminole,79,2,11,970.52
Spalding,689,35,97,996.96
Stephens,446,6,49,1694.01
Stewart,235,4,48,3834.23
Sumter,684,55,162,2326.61
Talbot,114,3,17,1851.25
Taliaferro,4,0,0,245.1
Tattnall,295,0,21,1160.91
Taylor,54,2,13,678.56
Telfair,228,5,18,1457.43
Terrell,271,29,63,3200.66
Thomas,789,37,106,1775.79
Tift,1104,32,151,2703.89
Toombs,463,6,37,1715.9
Towns,94,1,14,781.12
Treutlen,66,2,11,966.47
Troup,1999,50,210,2838.92
Turner,204,18,36,2526
Twiggs,61,1,15,754.39
Union,151,4,31,596.01
Unknown,2223,4,62,0
Upson,434,45,50,1651.63
Walker,425,14,21,610.54
Walton,705,32,82,735.8
Ware,947,17,98,2641.34
Warren,44,0,16,844.53
Washington,273,1,17,1344.7
Wayne,475,2,34,1584.71
Webster,35,2,7,1372.55
Wheeler,77,0,2,973.57
White,241,5,41,758.86
Whitfield,2479,23,114,2368.35
Wilcox,150,17,25,1706.48
Wilkes,157,3,21,1567.81
Wilkinson,150,10,33,1681.8
Worth,389,23,65,1931.29
