"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2602","19"
"Hispanic/Latino","American Indian/Alaska Native","129","0"
"Hispanic/Latino","Asian","280","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","183","1"
"Hispanic/Latino","Other","29754","300"
"Hispanic/Latino","Unknown","13510","11"
"Hispanic/Latino","White","39609","529"
"Non-Hispanic/Latino","African-American/Black","191068","5341"
"Non-Hispanic/Latino","American Indian/Alaska Native","356","11"
"Non-Hispanic/Latino","Asian","14617","306"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","583","11"
"Non-Hispanic/Latino","Other","10175","47"
"Non-Hispanic/Latino","Unknown","7743","51"
"Non-Hispanic/Latino","White","280742","8968"
"Unknown","African-American/Black","26448","32"
"Unknown","American Indian/Alaska Native","152","0"
"Unknown","Asian","3481","2"
"Unknown","Native Hawaiian/Pacific Islander","170","0"
"Unknown","Other","26131","20"
"Unknown","Unknown","143672","65"
"Unknown","White","41075","70"
