"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2634","19"
"Hispanic/Latino","American Indian/Alaska Native","130","0"
"Hispanic/Latino","Asian","278","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","183","1"
"Hispanic/Latino","Other","29932","301"
"Hispanic/Latino","Unknown","13504","11"
"Hispanic/Latino","White","39880","532"
"Non-Hispanic/Latino","African-American/Black","192705","5404"
"Non-Hispanic/Latino","American Indian/Alaska Native","357","11"
"Non-Hispanic/Latino","Asian","14772","312"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","586","11"
"Non-Hispanic/Latino","Other","10290","50"
"Non-Hispanic/Latino","Unknown","7348","46"
"Non-Hispanic/Latino","White","283281","9083"
"Unknown","African-American/Black","26545","25"
"Unknown","American Indian/Alaska Native","162","0"
"Unknown","Asian","3502","2"
"Unknown","Native Hawaiian/Pacific Islander","171","0"
"Unknown","Other","26292","21"
"Unknown","Unknown","143641","51"
"Unknown","White","41250","48"
