"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2875","22"
"Hispanic/Latino","American Indian/Alaska Native","137","0"
"Hispanic/Latino","Asian","298","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","197","2"
"Hispanic/Latino","Other","32003","330"
"Hispanic/Latino","Unknown","13776","15"
"Hispanic/Latino","White","42582","574"
"Non-Hispanic/Latino","African-American/Black","208413","5942"
"Non-Hispanic/Latino","American Indian/Alaska Native","365","11"
"Non-Hispanic/Latino","Asian","15949","336"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","628","13"
"Non-Hispanic/Latino","Other","11048","58"
"Non-Hispanic/Latino","Unknown","7219","45"
"Non-Hispanic/Latino","White","305568","9859"
"Unknown","African-American/Black","26702","30"
"Unknown","American Indian/Alaska Native","175","0"
"Unknown","Asian","3672","2"
"Unknown","Native Hawaiian/Pacific Islander","175","0"
"Unknown","Other","26880","25"
"Unknown","Unknown","134708","60"
"Unknown","White","41384","56"
