"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","681256","11901","45265"
"Male","Georgia","586834","13631","43116"
"Unknown","Georgia","9849","14","193"
"Female","Appling","1530","44","124"
"Male","Appling","1249","52","118"
"Unknown","Appling","19","0","0"
"Female","Atkinson","644","12","88"
"Male","Atkinson","536","20","91"
"Unknown","Atkinson","7","0","0"
"Female","Bacon","868","21","71"
"Male","Bacon","1079","30","83"
"Unknown","Bacon","4","0","1"
"Female","Baker","132","5","21"
"Male","Baker","110","8","23"
"Female","Baldwin","2936","57","169"
"Male","Baldwin","2338","112","225"
"Unknown","Baldwin","17","0","0"
"Female","Banks","1316","31","155"
"Male","Banks","1111","28","127"
"Unknown","Banks","13","1","1"
"Female","Barrow","7043","91","463"
"Male","Barrow","6106","102","407"
"Unknown","Barrow","53","0","1"
"Female","Bartow","8189","142","495"
"Male","Bartow","7312","175","541"
"Unknown","Bartow","117","0","2"
"Female","Ben Hill","1072","30","97"
"Male","Ben Hill","792","40","84"
"Unknown","Ben Hill","3","0","0"
"Female","Berrien","841","27","53"
"Male","Berrien","697","23","40"
"Unknown","Berrien","4","0","0"
"Female","Bibb","11513","304","1296"
"Male","Bibb","8695","281","1074"
"Unknown","Bibb","158","0","4"
"Female","Bleckley","621","22","34"
"Male","Bleckley","472","18","28"
"Unknown","Bleckley","7","0","1"
"Female","Brantley","1014","35","85"
"Male","Brantley","876","40","75"
"Unknown","Brantley","7","0","0"
"Female","Brooks","787","21","71"
"Male","Brooks","603","33","62"
"Unknown","Brooks","5","0","0"
"Female","Bryan","2422","24","146"
"Male","Bryan","2218","40","181"
"Unknown","Bryan","2","0","0"
"Female","Bulloch","4465","57","173"
"Male","Bulloch","3470","41","139"
"Unknown","Bulloch","16","0","0"
"Female","Burke","1277","25","104"
"Male","Burke","1014","23","88"
"Unknown","Burke","14","0","1"
"Female","Butts","1638","54","87"
"Male","Butts","1723","59","107"
"Unknown","Butts","33","0","1"
"Female","Calhoun","315","14","42"
"Male","Calhoun","298","7","48"
"Unknown","Calhoun","2","0","0"
"Female","Camden","3192","40","121"
"Male","Camden","2868","40","103"
"Unknown","Camden","4","0","0"
"Female","Candler","603","17","49"
"Male","Candler","506","32","35"
"Female","Carroll","5295","72","184"
"Male","Carroll","4747","85","205"
"Unknown","Carroll","42","0","1"
"Female","Catoosa","4508","50","152"
"Male","Catoosa","3942","44","148"
"Unknown","Catoosa","83","0","3"
"Female","Charlton","668","17","56"
"Male","Charlton","1068","26","51"
"Unknown","Charlton","4","0","0"
"Female","Chatham","18186","301","1376"
"Male","Chatham","15146","359","1301"
"Unknown","Chatham","12","0","0"
"Female","Chattahoochee","361","2","15"
"Male","Chattahoochee","4890","13","27"
"Unknown","Chattahoochee","17","0","0"
"Female","Chattooga","2002","43","117"
"Male","Chattooga","1700","47","139"
"Unknown","Chattooga","14","0","0"
"Female","Cherokee","16774","187","941"
"Male","Cherokee","14964","260","1069"
"Unknown","Cherokee","91","0","2"
"Female","Clarke","9799","74","406"
"Male","Clarke","7723","104","383"
"Unknown","Clarke","59","0","2"
"Female","Clay","136","1","6"
"Male","Clay","94","3","6"
"Unknown","Clay","2","0","0"
"Female","Clayton","19993","358","1188"
"Male","Clayton","15288","361","1012"
"Unknown","Clayton","173","1","1"
"Female","Clinch","510","15","44"
"Male","Clinch","497","19","41"
"Unknown","Clinch","3","0","0"
"Female","Cobb","45817","591","2080"
"Male","Cobb","39848","712","2117"
"Unknown","Cobb","377","0","6"
"Female","Coffee","3450","99","504"
"Male","Coffee","2871","90","404"
"Unknown","Coffee","31","0","0"
"Female","Colquitt","2871","56","168"
"Male","Colquitt","2659","77","175"
"Unknown","Colquitt","18","0","0"
"Female","Columbia","7811","103","330"
"Male","Columbia","6931","152","342"
"Unknown","Columbia","40","0","0"
"Female","Cook","944","24","69"
"Male","Cook","729","28","59"
"Unknown","Cook","5","0","1"
"Female","Coweta","6731","146","425"
"Male","Coweta","6137","199","417"
"Unknown","Coweta","43","0","0"
"Female","Crawford","451","18","53"
"Male","Crawford","381","21","54"
"Unknown","Crawford","5","0","0"
"Female","Crisp","1053","31","110"
"Male","Crisp","784","34","75"
"Unknown","Crisp","23","0","1"
"Female","Dade","947","10","34"
"Male","Dade","873","7","34"
"Unknown","Dade","19","0","0"
"Female","Dawson","2236","32","165"
"Male","Dawson","1943","43","178"
"Unknown","Dawson","28","0","0"
"Female","DeKalb","44131","586","3436"
"Male","DeKalb","36153","646","2994"
"Unknown","DeKalb","727","0","13"
"Female","Decatur","1983","34","125"
"Male","Decatur","1478","44","99"
"Unknown","Decatur","18","0","0"
"Female","Dodge","813","27","65"
"Male","Dodge","706","34","60"
"Unknown","Dodge","13","0","0"
"Female","Dooly","579","17","52"
"Male","Dooly","497","21","51"
"Unknown","Dooly","9","0","0"
"Female","Dougherty","5309","206","783"
"Male","Dougherty","3777","179","569"
"Unknown","Dougherty","57","1","2"
"Female","Douglas","9677","121","604"
"Male","Douglas","8011","129","514"
"Unknown","Douglas","64","0","2"
"Female","Early","908","29","66"
"Male","Early","629","23","37"
"Unknown","Early","9","0","0"
"Female","Echols","167","1","3"
"Male","Echols","243","4","12"
"Unknown","Echols","2","0","0"
"Female","Effingham","3721","64","250"
"Male","Effingham","3307","88","254"
"Unknown","Effingham","2","0","0"
"Female","Elbert","1195","34","115"
"Male","Elbert","857","35","69"
"Unknown","Elbert","9","0","3"
"Female","Emanuel","1525","42","104"
"Male","Emanuel","1160","30","65"
"Unknown","Emanuel","13","1","0"
"Female","Evans","629","16","67"
"Male","Evans","490","20","40"
"Unknown","Evans","2","0","0"
"Female","Fannin","1726","35","121"
"Male","Fannin","1502","56","144"
"Unknown","Fannin","5","0","0"
"Female","Fayette","5139","94","292"
"Male","Fayette","4672","122","329"
"Unknown","Fayette","39","0","0"
"Female","Floyd","8394","131","582"
"Male","Floyd","7120","177","614"
"Unknown","Floyd","101","0","2"
"Female","Forsyth","13678","109","572"
"Male","Forsyth","12949","165","700"
"Unknown","Forsyth","688","0","0"
"Female","Franklin","1819","26","117"
"Male","Franklin","1470","42","101"
"Unknown","Franklin","16","0","0"
"Female","Fulton","59928","797","3884"
"Male","Fulton","52351","874","3563"
"Unknown","Fulton","531","0","21"
"Female","Gilmer","1919","52","169"
"Male","Gilmer","1595","67","166"
"Unknown","Gilmer","22","0","0"
"Female","Glascock","89","3","11"
"Male","Glascock","89","4","17"
"Unknown","Glascock","9","0","0"
"Female","Glynn","6622","139","336"
"Male","Glynn","5789","164","329"
"Unknown","Glynn","1","0","0"
"Female","Gordon","4624","78","211"
"Male","Gordon","4073","99","221"
"Unknown","Gordon","98","0","1"
"Female","Grady","1371","29","124"
"Male","Grady","1043","38","115"
"Unknown","Grady","16","0","0"
"Female","Greene","1181","29","89"
"Male","Greene","1026","35","111"
"Unknown","Greene","4","0","0"
"Female","Gwinnett","59991","653","3274"
"Male","Gwinnett","52748","761","3076"
"Unknown","Gwinnett","801","0","3"
"Female","Habersham","3510","92","301"
"Male","Habersham","2931","101","332"
"Unknown","Habersham","30","0","1"
"Female","Hall","18199","283","1535"
"Male","Hall","15994","341","1629"
"Unknown","Hall","230","1","0"
"Female","Hancock","502","31","60"
"Male","Hancock","494","44","62"
"Unknown","Hancock","4","0","0"
"Female","Haralson","1249","26","55"
"Male","Haralson","1132","21","40"
"Unknown","Haralson","19","0","0"
"Female","Harris","1673","39","116"
"Male","Harris","1509","47","132"
"Unknown","Harris","38","0","0"
"Female","Hart","1292","25","85"
"Male","Hart","1012","25","81"
"Unknown","Hart","11","0","0"
"Female","Heard","545","17","27"
"Male","Heard","491","9","38"
"Unknown","Heard","4","0","0"
"Female","Henry","16093","216","699"
"Male","Henry","13111","263","595"
"Unknown","Henry","68","0","0"
"Female","Houston","8841","138","550"
"Male","Houston","7292","152","532"
"Unknown","Houston","74","0","2"
"Female","Irwin","438","13","49"
"Male","Irwin","462","8","43"
"Unknown","Irwin","2","0","0"
"Female","Jackson","6880","92","397"
"Male","Jackson","6017","117","430"
"Unknown","Jackson","70","0","2"
"Female","Jasper","554","14","60"
"Male","Jasper","481","19","47"
"Unknown","Jasper","5","0","0"
"Female","Jeff Davis","970","17","54"
"Male","Jeff Davis","842","27","68"
"Unknown","Jeff Davis","4","0","0"
"Female","Jefferson","1053","31","97"
"Male","Jefferson","796","36","87"
"Unknown","Jefferson","12","0","1"
"Female","Jenkins","524","18","43"
"Male","Jenkins","374","24","51"
"Unknown","Jenkins","2","1","1"
"Female","Johnson","497","22","57"
"Male","Johnson","522","30","58"
"Unknown","Johnson","5","0","1"
"Female","Jones","1462","34","132"
"Male","Jones","1155","53","135"
"Unknown","Jones","8","0","0"
"Female","Lamar","1277","34","89"
"Male","Lamar","1025","49","101"
"Unknown","Lamar","3","0","0"
"Female","Lanier","377","5","14"
"Male","Lanier","401","7","21"
"Unknown","Lanier","5","0","0"
"Female","Laurens","3301","86","202"
"Male","Laurens","2516","117","217"
"Unknown","Laurens","30","0","0"
"Female","Lee","1459","37","159"
"Male","Lee","1170","36","146"
"Unknown","Lee","12","0","0"
"Female","Liberty","3407","43","174"
"Male","Liberty","3223","55","156"
"Unknown","Liberty","12","0","0"
"Female","Lincoln","374","15","36"
"Male","Lincoln","310","12","35"
"Unknown","Lincoln","14","0","0"
"Female","Long","755","7","49"
"Male","Long","636","13","32"
"Unknown","Long","1","0","0"
"Female","Lowndes","6115","127","317"
"Male","Lowndes","4926","103","232"
"Unknown","Lowndes","36","0","0"
"Female","Lumpkin","2425","49","228"
"Male","Lumpkin","2050","44","199"
"Unknown","Lumpkin","17","0","0"
"Female","Macon","437","12","44"
"Male","Macon","411","26","59"
"Unknown","Macon","1","0","0"
"Female","Madison","2279","27","145"
"Male","Madison","1955","43","128"
"Unknown","Madison","8","0","0"
"Female","Marion","393","16","28"
"Male","Marion","269","17","33"
"Unknown","Marion","1","0","0"
"Female","McDuffie","1224","33","115"
"Male","McDuffie","964","29","96"
"Unknown","McDuffie","80","0","1"
"Female","McIntosh","735","13","39"
"Male","McIntosh","660","15","49"
"Female","Meriwether","1259","54","131"
"Male","Meriwether","945","46","95"
"Unknown","Meriwether","7","0","0"
"Female","Miller","559","6","29"
"Male","Miller","444","9","24"
"Unknown","Miller","2","0","0"
"Female","Mitchell","1192","38","148"
"Male","Mitchell","980","51","141"
"Unknown","Mitchell","10","0","0"
"Female","Monroe","1488","55","128"
"Male","Monroe","1305","63","127"
"Unknown","Monroe","21","0","1"
"Female","Montgomery","622","18","34"
"Male","Montgomery","521","22","29"
"Unknown","Montgomery","4","0","0"
"Female","Morgan","1027","12","62"
"Male","Morgan","866","23","74"
"Unknown","Morgan","9","0","0"
"Female","Murray","3385","51","169"
"Male","Murray","2949","82","195"
"Unknown","Murray","17","0","0"
"Female","Muscogee","11759","314","944"
"Male","Muscogee","9067","261","826"
"Unknown","Muscogee","194","0","1"
"Female","Newton","6318","157","662"
"Male","Newton","4957","161","560"
"Unknown","Newton","56","0","1"
"Female","Non-GA Resident/Unknown State","14289","330","940"
"Male","Non-GA Resident/Unknown State","15711","438","1190"
"Unknown","Non-GA Resident/Unknown State","2404","3","60"
"Female","Oconee","2349","32","97"
"Male","Oconee","2143","41","96"
"Unknown","Oconee","13","0","0"
"Female","Oglethorpe","952","14","65"
"Male","Oglethorpe","769","28","63"
"Unknown","Oglethorpe","3","0","0"
"Female","Paulding","9091","117","316"
"Male","Paulding","7504","135","275"
"Unknown","Paulding","93","0","6"
"Female","Peach","1506","43","159"
"Male","Peach","1184","49","137"
"Unknown","Peach","6","0","1"
"Female","Pickens","1977","40","171"
"Male","Pickens","1654","52","172"
"Unknown","Pickens","10","0","0"
"Female","Pierce","1166","35","114"
"Male","Pierce","939","51","126"
"Unknown","Pierce","7","0","0"
"Female","Pike","998","19","70"
"Male","Pike","886","31","58"
"Unknown","Pike","4","0","1"
"Female","Polk","3392","70","276"
"Male","Polk","3034","71","262"
"Unknown","Polk","30","1","2"
"Female","Pulaski","574","24","36"
"Male","Pulaski","319","14","27"
"Unknown","Pulaski","2","0","0"
"Female","Putnam","1415","31","116"
"Male","Putnam","1198","48","123"
"Unknown","Putnam","8","0","0"
"Female","Quitman","79","1","7"
"Male","Quitman","44","2","9"
"Female","Rabun","1138","27","108"
"Male","Rabun","1029","36","97"
"Unknown","Rabun","8","0","1"
"Female","Randolph","358","25","65"
"Male","Randolph","248","14","38"
"Female","Richmond","14582","259","902"
"Male","Richmond","12032","329","885"
"Unknown","Richmond","147","0","10"
"Female","Rockdale","5127","114","796"
"Male","Rockdale","3933","108","633"
"Unknown","Rockdale","48","0","1"
"Female","Schley","187","2","13"
"Male","Schley","156","6","15"
"Female","Screven","763","16","55"
"Male","Screven","585","19","45"
"Unknown","Screven","5","0","1"
"Female","Seminole","651","11","54"
"Male","Seminole","558","12","42"
"Unknown","Seminole","5","0","0"
"Female","Spalding","3738","138","363"
"Male","Spalding","3095","138","289"
"Unknown","Spalding","24","0","0"
"Female","Stephens","2530","56","185"
"Male","Stephens","2026","53","167"
"Unknown","Stephens","16","0","0"
"Female","Stewart","369","10","33"
"Male","Stewart","930","19","106"
"Unknown","Stewart","35","0","0"
