county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,208,13,35,1120.63
Atkinson,80,2,12,960.38
Bacon,179,3,15,1569.62
Baker,37,4,13,1187.42
Baldwin,431,33,73,970.11
Banks,108,0,17,540.49
Barrow,401,25,95,464.21
Bartow,570,39,148,514.58
Ben Hill,109,1,9,654.85
Berrien,80,0,4,415.02
Bibb,570,36,155,374.63
Bleckley,52,1,4,405.05
Brantley,71,2,6,369.75
Brooks,100,11,12,635.85
Bryan,89,5,18,227.41
Bulloch,115,3,14,144.71
Burke,127,6,31,568.44
Butts,247,32,28,981.17
Calhoun,152,6,20,2406.21
Camden,75,1,8,139.08
Candler,18,0,3,166.1
Carroll,619,40,109,515.32
Catoosa,254,3,20,369.34
Charlton,36,2,6,271.68
Chatham,684,31,147,234.11
Chattahoochee,304,0,7,2828.17
Chattooga,43,2,3,173.63
Cherokee,1058,39,161,396.82
Clarke,361,15,54,278.17
Clay,53,2,5,1856.39
Clayton,1495,74,206,490.42
Clinch,80,2,8,1201.92
Cobb,3712,222,780,469.52
Coffee,369,15,80,857.3
Colquitt,708,17,59,1559.71
Columbia,324,8,40,204.25
Cook,82,1,10,470.26
Coweta,526,13,53,346.05
Crawford,32,0,4,261.69
Crisp,249,11,41,1117.14
Dade,52,1,3,321.74
Dawson,121,3,19,447.8
DeKalb,4489,155,769,565.97
Decatur,235,8,25,892.79
Dodge,62,2,8,304.15
Dooly,193,12,41,1440.3
Dougherty,1845,151,453,2052.17
Douglas,682,33,151,448.96
Early,256,31,24,2523.16
Echols,164,0,6,4132.02
Effingham,88,1,13,137.44
Elbert,87,0,7,459.22
Emanuel,47,2,8,207.38
Evans,11,0,0,102.93
Fannin,70,1,6,265.96
Fayette,271,16,40,230.55
Floyd,380,15,47,380.32
Forsyth,616,13,79,243.95
Franklin,144,1,12,617.26
Fulton,5292,299,971,481.45
Gilmer,176,2,22,560.21
Glascock,2,0,0,66.12
Glynn,208,3,20,241.73
Gordon,267,18,37,459.96
Grady,146,4,32,594.95
Greene,87,8,19,464.82
Gwinnett,5658,158,816,582.61
Habersham,612,33,84,1336.24
Hall,2822,58,394,1367.59
Hancock,203,30,37,2477.72
Haralson,61,4,16,198.55
Harris,226,6,29,651.07
Hart,44,0,2,168.54
Heard,45,3,8,363.78
Henry,886,31,101,369.37
Houston,470,20,110,299.29
Irwin,41,1,8,434.64
Jackson,276,7,39,369.48
Jasper,59,1,7,415.52
Jeff Davis,64,2,5,422.5
Jefferson,61,1,10,398.35
Jenkins,49,7,17,571.36
Johnson,78,2,14,807.37
Jones,51,0,4,178.38
Lamar,84,5,12,434.18
Lanier,102,2,9,985.41
Laurens,121,1,17,255.84
Lee,372,22,66,1241.2
Liberty,97,1,15,156.69
Lincoln,18,1,6,221.54
Long,27,1,2,135.58
Lowndes,758,4,69,643.04
Lumpkin,110,1,24,325.42
Macon,112,8,36,862.33
Madison,75,2,13,248.53
Marion,66,2,11,795.85
McDuffie,76,5,20,351.9
McIntosh,19,1,2,130.43
Meriwether,135,3,19,642.25
Miller,45,0,3,780.71
Mitchell,433,38,95,1963.18
Monroe,135,15,26,486.89
Montgomery,23,0,2,249.35
Morgan,42,0,5,219.46
Murray,152,1,14,377.54
Muscogee,1099,32,163,573.51
Newton,440,11,74,391.62
Non-Georgia Resident,2813,39,160,0
Oconee,131,10,23,313.87
Oglethorpe,77,7,15,505.25
Paulding,425,13,82,246.32
Peach,92,9,25,336.07
Pickens,73,4,16,217.72
Pierce,132,4,24,675.36
Pike,76,3,10,402.97
Polk,174,1,15,400.17
Pulaski,46,2,7,422.29
Putnam,112,11,18,511.77
Quitman,14,1,4,610.29
Rabun,33,3,15,194.28
Randolph,191,23,36,2827.95
Richmond,703,40,186,347.61
Rockdale,353,9,83,371.74
Schley,20,1,7,379.15
Screven,66,4,19,474.82
Seminole,48,2,8,589.68
Spalding,332,29,60,480.39
Stephens,161,6,31,611.52
Stewart,70,1,14,1142.11
Sumter,526,49,143,1789.18
Talbot,52,2,13,844.43
Taliaferro,2,0,0,122.55
Tattnall,61,0,4,240.05
Taylor,26,2,10,326.72
Telfair,58,2,10,370.75
Terrell,220,27,52,2598.32
Thomas,365,33,67,821.5
Tift,448,22,82,1097.23
Toombs,129,5,13,478.08
Towns,35,1,10,290.84
Treutlen,17,0,2,248.94
Troup,844,25,101,1198.63
Turner,157,15,34,1944.03
Twiggs,22,1,7,272.08
Union,56,3,16,221.04
Unknown,1154,2,31,0
Upson,308,42,44,1172.13
Walker,253,4,12,363.45
Walton,335,25,55,349.64
Ware,298,15,59,831.17
Warren,19,0,9,364.68
Washington,76,1,9,374.35
Wayne,41,0,4,136.79
Webster,16,1,4,627.45
Wheeler,28,0,0,354.03
White,124,4,25,390.45
Whitfield,668,10,39,638.18
Wilcox,119,14,20,1353.81
Wilkes,42,1,7,419.41
Wilkinson,74,7,23,829.69
Worth,269,21,51,1335.52
