"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1171","13"
"Hispanic/Latino","American Indian/Alaska Native","54","0"
"Hispanic/Latino","Asian","110","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","102","0"
"Hispanic/Latino","Other","17293","192"
"Hispanic/Latino","Unknown","6815","11"
"Hispanic/Latino","White","23269","303"
"Non-Hispanic/Latino","African-American/Black","91784","3323"
"Non-Hispanic/Latino","American Indian/Alaska Native","149","10"
"Non-Hispanic/Latino","Asian","5406","150"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","267","7"
"Non-Hispanic/Latino","Other","4577","14"
"Non-Hispanic/Latino","Unknown","3276","11"
"Non-Hispanic/Latino","White","120784","4350"
"Unknown","African-American/Black","14432","15"
"Unknown","American Indian/Alaska Native","59","0"
"Unknown","Asian","1513","0"
"Unknown","Native Hawaiian/Pacific Islander","91","0"
"Unknown","Other","5023","4"
"Unknown","Unknown","70986","44"
"Unknown","White","19788","15"
