"measure","county","symptom date","cases","deaths","cases_cum","death_cum","moving_avg_cases","moving_avg_deaths"
"state_total","Georgia","2020-02-01","7","0","7","0","0","0"
"state_total","Georgia","2020-02-02","4","0","11","0","0","0"
"state_total","Georgia","2020-02-03","2","0","13","0","0","0"
"state_total","Georgia","2020-02-04","0","0","13","0","0","0"
"state_total","Georgia","2020-02-05","0","0","13","0","0","0"
"state_total","Georgia","2020-02-06","2","0","15","0","0","0"
"state_total","Georgia","2020-02-07","1","0","16","0","2.28571428571428","0"
"state_total","Georgia","2020-02-08","1","0","17","0","1.42857142857142","0"
"state_total","Georgia","2020-02-09","0","0","17","0","0.85714285714285","0"
"state_total","Georgia","2020-02-10","5","0","22","0","1.28571428571428","0"
"state_total","Georgia","2020-02-11","2","0","24","0","1.57142857142857","0"
"state_total","Georgia","2020-02-12","0","0","24","0","1.57142857142857","0"
"state_total","Georgia","2020-02-13","1","0","25","0","1.42857142857142","0"
"state_total","Georgia","2020-02-14","5","0","30","0","2","0"
"state_total","Georgia","2020-02-15","2","0","32","0","2.14285714285714","0"
"state_total","Georgia","2020-02-16","0","0","32","0","2.14285714285714","0"
"state_total","Georgia","2020-02-17","2","0","34","0","1.71428571428571","0"
"state_total","Georgia","2020-02-18","4","0","38","0","2","0"
"state_total","Georgia","2020-02-19","6","0","44","0","2.85714285714285","0"
"state_total","Georgia","2020-02-20","6","0","50","0","3.57142857142857","0"
"state_total","Georgia","2020-02-21","6","0","56","0","3.71428571428571","0"
"state_total","Georgia","2020-02-22","7","0","63","0","4.42857142857142","0"
"state_total","Georgia","2020-02-23","9","0","72","0","5.71428571428571","0"
"state_total","Georgia","2020-02-24","10","0","82","0","6.85714285714285","0"
"state_total","Georgia","2020-02-25","12","0","94","0","8","0"
"state_total","Georgia","2020-02-26","13","0","107","0","9","0"
"state_total","Georgia","2020-02-27","14","0","121","0","10.1428571428571","0"
"state_total","Georgia","2020-02-28","18","0","139","0","11.8571428571428","0"
"state_total","Georgia","2020-02-29","15","0","154","0","13","0"
"state_total","Georgia","2020-03-01","87","0","241","0","24.1428571428571","0"
"state_total","Georgia","2020-03-02","43","0","284","0","28.8571428571428","0"
"state_total","Georgia","2020-03-03","42","0","326","0","33.1428571428571","0"
"state_total","Georgia","2020-03-04","57","0","383","0","39.4285714285714","0"
"state_total","Georgia","2020-03-05","49","1","432","1","44.4285714285714","0.14285714285714"
"state_total","Georgia","2020-03-06","67","0","499","1","51.4285714285714","0.14285714285714"
"state_total","Georgia","2020-03-07","66","0","565","1","58.7142857142857","0.14285714285714"
"state_total","Georgia","2020-03-08","83","0","648","1","58.1428571428571","0.14285714285714"
"state_total","Georgia","2020-03-09","134","0","782","1","71.1428571428571","0.14285714285714"
"state_total","Georgia","2020-03-10","179","0","961","1","90.7142857142857","0.14285714285714"
"state_total","Georgia","2020-03-11","170","0","1131","1","106.857142857142","0.14285714285714"
"state_total","Georgia","2020-03-12","203","1","1334","2","128.857142857142","0.14285714285714"
"state_total","Georgia","2020-03-13","278","0","1612","2","159","0.14285714285714"
"state_total","Georgia","2020-03-14","234","2","1846","4","183","0.42857142857142"
"state_total","Georgia","2020-03-15","304","4","2150","8","214.571428571428","1"
"state_total","Georgia","2020-03-16","427","2","2577","10","256.428571428571","1.28571428571428"
"state_total","Georgia","2020-03-17","394","2","2971","12","287.142857142857","1.57142857142857"
"state_total","Georgia","2020-03-18","449","9","3420","21","327","2.85714285714285"
"state_total","Georgia","2020-03-19","416","5","3836","26","357.428571428571","3.42857142857142"
"state_total","Georgia","2020-03-20","489","6","4325","32","387.571428571428","4.28571428571428"
"state_total","Georgia","2020-03-21","331","18","4656","50","401.428571428571","6.57142857142857"
"state_total","Georgia","2020-03-22","351","9","5007","59","408.142857142857","7.28571428571428"
"state_total","Georgia","2020-03-23","602","10","5609","69","433.142857142857","8.42857142857143"
"state_total","Georgia","2020-03-24","531","16","6140","85","452.714285714285","10.4285714285714"
"state_total","Georgia","2020-03-25","571","19","6711","104","470.142857142857","11.8571428571428"
"state_total","Georgia","2020-03-26","502","14","7213","118","482.428571428571","13.1428571428571"
"state_total","Georgia","2020-03-27","508","15","7721","133","485.142857142857","14.4285714285714"
"state_total","Georgia","2020-03-28","437","22","8158","155","500.285714285714","15"
"state_total","Georgia","2020-03-29","363","29","8521","184","502","17.8571428571428"
"state_total","Georgia","2020-03-30","684","28","9205","212","513.714285714285","20.4285714285714"
