"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","8470","37"
"Hispanic/Latino","American Indian/Alaska Native","583","3"
"Hispanic/Latino","Asian","937","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","606","4"
"Hispanic/Latino","Other","59289","467"
"Hispanic/Latino","Unknown","36561","15"
"Hispanic/Latino","White","82946","855"
"Non-Hispanic/Latino","African-American/Black","484773","9143"
"Non-Hispanic/Latino","American Indian/Alaska Native","1083","22"
"Non-Hispanic/Latino","Asian","39545","467"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1303","17"
"Non-Hispanic/Latino","Other","33861","141"
"Non-Hispanic/Latino","Unknown","18698","15"
"Non-Hispanic/Latino","White","665051","16247"
"Unknown","African-American/Black","42737","17"
"Unknown","American Indian/Alaska Native","784","0"
"Unknown","Asian","7033","3"
"Unknown","Native Hawaiian/Pacific Islander","390","0"
"Unknown","Other","35836","15"
"Unknown","Unknown","269588","94"
"Unknown","White","52426","30"
