"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","998338","12849","52978"
"Male","Georgia","829835","14735","49760"
"Unknown","Georgia","14327","11","294"
"Female","Appling","1867","50","132"
"Male","Appling","1547","52","123"
"Unknown","Appling","14","0","0"
"Female","Atkinson","801","12","97"
"Male","Atkinson","651","20","93"
"Unknown","Atkinson","5","0","0"
"Female","Bacon","1157","22","90"
"Male","Bacon","1271","31","97"
"Unknown","Bacon","5","0","0"
"Female","Baker","165","5","21"
"Male","Baker","135","8","23"
"Unknown","Baker","2","0","0"
"Female","Baldwin","3956","60","178"
"Male","Baldwin","3077","117","238"
"Unknown","Baldwin","20","0","0"
"Female","Banks","1741","34","165"
"Male","Banks","1459","34","142"
"Unknown","Banks","16","0","1"
"Female","Barrow","10180","102","507"
"Male","Barrow","8536","113","441"
"Unknown","Barrow","69","0","1"
"Female","Bartow","11174","165","576"
"Male","Bartow","9565","193","588"
"Unknown","Bartow","112","0","0"
"Female","Ben Hill","1213","31","98"
"Male","Ben Hill","905","41","85"
"Unknown","Ben Hill","5","0","0"
"Female","Berrien","1071","27","56"
"Male","Berrien","874","24","48"
"Unknown","Berrien","6","0","0"
"Female","Bibb","15786","316","1411"
"Male","Bibb","11641","302","1184"
"Unknown","Bibb","243","0","2"
"Female","Bleckley","825","23","37"
"Male","Bleckley","593","18","30"
"Unknown","Bleckley","10","0","0"
"Female","Brantley","1285","36","91"
"Male","Brantley","1073","44","82"
"Unknown","Brantley","7","0","0"
"Female","Brooks","1008","23","78"
"Male","Brooks","779","35","64"
"Unknown","Brooks","6","0","0"
"Female","Bryan","3377","26","168"
"Male","Bryan","3093","41","197"
"Unknown","Bryan","5","0","0"
"Female","Bulloch","5760","58","185"
"Male","Bulloch","4463","44","153"
"Unknown","Bulloch","34","0","0"
"Female","Burke","1605","26","112"
"Male","Burke","1283","26","103"
"Unknown","Burke","10","0","1"
"Female","Butts","2242","57","108"
"Male","Butts","2288","67","133"
"Unknown","Butts","33","0","0"
"Female","Calhoun","392","14","45"
"Male","Calhoun","522","7","54"
"Unknown","Calhoun","12","0","1"
"Female","Camden","4364","41","122"
"Male","Camden","3706","44","108"
"Unknown","Camden","51","0","0"
"Female","Candler","700","17","53"
"Male","Candler","589","34","37"
"Unknown","Candler","1","0","0"
"Female","Carroll","7458","77","198"
"Male","Carroll","6453","89","218"
"Unknown","Carroll","64","0","5"
"Female","Catoosa","6183","58","185"
"Male","Catoosa","5395","49","180"
"Unknown","Catoosa","109","1","4"
"Female","Charlton","830","18","61"
"Male","Charlton","1219","26","52"
"Unknown","Charlton","10","0","0"
"Female","Chatham","27745","318","1549"
"Male","Chatham","22820","385","1440"
"Unknown","Chatham","128","0","4"
"Female","Chattahoochee","560","3","20"
"Male","Chattahoochee","5261","13","29"
"Unknown","Chattahoochee","19","0","0"
"Female","Chattooga","2736","47","140"
"Male","Chattooga","2286","54","159"
"Unknown","Chattooga","18","0","0"
"Female","Cherokee","23424","208","1040"
"Male","Cherokee","20207","285","1198"
"Unknown","Cherokee","140","0","1"
"Female","Clarke","14316","81","559"
"Male","Clarke","10949","109","494"
"Unknown","Clarke","57","0","2"
"Female","Clay","198","1","8"
"Male","Clay","142","3","6"
"Unknown","Clay","3","0","0"
"Female","Clayton","31950","391","1592"
"Male","Clayton","23478","385","1337"
"Unknown","Clayton","297","0","6"
"Female","Clinch","710","15","47"
"Male","Clinch","630","20","43"
"Unknown","Clinch","2","0","0"
"Female","Cobb","70121","644","2275"
"Male","Cobb","57987","781","2307"
"Unknown","Cobb","598","0","6"
"Female","Coffee","4450","106","533"
"Male","Coffee","3530","93","420"
"Unknown","Coffee","28","0","0"
"Female","Colquitt","4046","60","187"
"Male","Colquitt","3549","80","189"
"Unknown","Colquitt","20","0","0"
"Female","Columbia","10204","111","388"
"Male","Columbia","8865","163","384"
"Unknown","Columbia","49","0","1"
"Female","Cook","1128","25","73"
"Male","Cook","873","29","62"
"Unknown","Cook","2","0","0"
"Female","Coweta","10787","161","650"
