"age group","county name","cases","deaths","confirmed_case_hospitalization"
"01-04 years","Georgia","39809","3","512"
"05-09 years","Georgia","69852","5","397"
"10-17 years","Georgia","175681","16","1475"
"18-29 years","Georgia","398178","244","7549"
"30-39 years","Georgia","310967","631","9333"
"40-49 years","Georgia","280055","1395","12527"
"50-59 years","Georgia","249334","3275","18118"
"60-69 years","Georgia","162871","5822","20275"
"70-79 years","Georgia","89192","7489","18422"
"80 & Older years","Georgia","46918","8714","13628"
"<1 years","Georgia","13339","1","600"
"Unknown years","Georgia","6304","0","196"
"01-04 years","Appling","72","0","0"
"05-09 years","Appling","125","0","0"
"10-17 years","Appling","410","0","3"
"18-29 years","Appling","617","1","8"
"30-39 years","Appling","482","3","10"
"40-49 years","Appling","465","9","29"
"50-59 years","Appling","467","11","44"
"60-69 years","Appling","385","22","71"
"70-79 years","Appling","258","25","49"
"80 & Older years","Appling","132","31","41"
"<1 years","Appling","14","0","0"
"Unknown years","Appling","1","0","0"
"01-04 years","Atkinson","33","0","2"
"05-09 years","Atkinson","65","0","1"
"10-17 years","Atkinson","172","0","2"
"18-29 years","Atkinson","306","0","16"
"30-39 years","Atkinson","225","0","15"
"40-49 years","Atkinson","212","4","35"
"50-59 years","Atkinson","206","5","37"
"60-69 years","Atkinson","135","7","42"
"70-79 years","Atkinson","68","8","26"
"80 & Older years","Atkinson","26","8","14"
"<1 years","Atkinson","8","0","0"
"Unknown years","Atkinson","1","0","0"
"01-04 years","Bacon","53","0","1"
"05-09 years","Bacon","74","0","0"
"10-17 years","Bacon","224","0","1"
"18-29 years","Bacon","616","0","10"
"30-39 years","Bacon","356","1","12"
"40-49 years","Bacon","362","5","23"
"50-59 years","Bacon","275","3","26"
"60-69 years","Bacon","235","17","49"
"70-79 years","Bacon","147","14","43"
"80 & Older years","Bacon","71","13","22"
"<1 years","Bacon","18","0","0"
"Unknown years","Bacon","2","0","0"
"01-04 years","Baker","11","0","0"
"05-09 years","Baker","21","0","0"
"10-17 years","Baker","22","0","0"
"18-29 years","Baker","54","0","0"
"30-39 years","Baker","33","0","4"
"40-49 years","Baker","35","3","3"
"50-59 years","Baker","39","0","4"
"60-69 years","Baker","44","3","16"
"70-79 years","Baker","23","3","11"
"80 & Older years","Baker","16","4","6"
"<1 years","Baker","3","0","0"
"Unknown years","Baker","1","0","0"
"01-04 years","Baldwin","115","0","2"
"05-09 years","Baldwin","243","0","0"
"10-17 years","Baldwin","546","1","5"
"18-29 years","Baldwin","1978","0","22"
"30-39 years","Baldwin","1000","2","20"
"40-49 years","Baldwin","933","6","45"
"50-59 years","Baldwin","886","22","80"
"60-69 years","Baldwin","678","40","93"
"70-79 years","Baldwin","407","44","70"
"80 & Older years","Baldwin","223","62","76"
"<1 years","Baldwin","37","0","3"
"Unknown years","Baldwin","7","0","0"
"01-04 years","Banks","44","0","2"
"05-09 years","Banks","84","0","1"
"10-17 years","Banks","244","0","5"
"18-29 years","Banks","624","0","21"
"30-39 years","Banks","458","0","21"
"40-49 years","Banks","473","6","30"
"50-59 years","Banks","479","6","40"
"60-69 years","Banks","383","16","71"
"70-79 years","Banks","262","25","77"
"80 & Older years","Banks","111","15","36"
"<1 years","Banks","26","0","3"
"Unknown years","Banks","28","0","1"
"01-04 years","Barrow","366","0","1"
"05-09 years","Barrow","663","0","3"
"10-17 years","Barrow","1867","1","15"
"18-29 years","Barrow","3692","1","66"
"30-39 years","Barrow","3291","3","88"
"40-49 years","Barrow","3129","14","120"
"50-59 years","Barrow","2583","22","179"
"60-69 years","Barrow","1683","49","194"
"70-79 years","Barrow","949","58","145"
"80 & Older years","Barrow","406","67","125"
"<1 years","Barrow","144","0","11"
"Unknown years","Barrow","12","0","2"
"01-04 years","Bartow","431","0","14"
"05-09 years","Bartow","653","0","4"
"10-17 years","Bartow","1954","0","17"
"18-29 years","Bartow","4030","0","39"
"30-39 years","Bartow","3288","6","70"
"40-49 years","Bartow","3168","9","126"
"50-59 years","Bartow","3232","37","228"
"60-69 years","Bartow","2019","88","238"
"70-79 years","Bartow","1246","114","259"
"80 & Older years","Bartow","588","104","159"
"<1 years","Bartow","180","0","7"
"Unknown years","Bartow","62","0","3"
"01-04 years","Ben Hill","42","0","1"
"05-09 years","Ben Hill","41","0","0"
"10-17 years","Ben Hill","174","0","0"
"18-29 years","Ben Hill","420","0","5"
"30-39 years","Ben Hill","334","3","13"
"40-49 years","Ben Hill","293","2","15"
"50-59 years","Ben Hill","304","8","34"
"60-69 years","Ben Hill","255","17","36"
"70-79 years","Ben Hill","168","22","56"
"80 & Older years","Ben Hill","78","20","21"
"<1 years","Ben Hill","14","0","2"
"01-04 years","Berrien","59","0","1"
"05-09 years","Berrien","69","0","0"
"10-17 years","Berrien","189","0","1"
"18-29 years","Berrien","370","0","0"
"30-39 years","Berrien","315","0","5"
"40-49 years","Berrien","238","1","7"
"50-59 years","Berrien","272","6","24"
"60-69 years","Berrien","208","11","29"
"70-79 years","Berrien","140","18","22"
"80 & Older years","Berrien","72","15","15"
"<1 years","Berrien","17","0","0"
"Unknown years","Berrien","2","0","0"
"01-04 years","Bibb","463","0","8"
"05-09 years","Bibb","857","0","4"
"10-17 years","Bibb","2120","0","15"
"18-29 years","Bibb","6243","4","141"
"30-39 years","Bibb","4737","11","201"
"40-49 years","Bibb","4206","28","322"
"50-59 years","Bibb","3732","63","440"
"60-69 years","Bibb","2792","142","582"
"70-79 years","Bibb","1516","172","482"
"80 & Older years","Bibb","859","198","393"
"<1 years","Bibb","129","0","8"
"Unknown years","Bibb","16","0","1"
"01-04 years","Bleckley","22","0","0"
"05-09 years","Bleckley","60","0","0"
"10-17 years","Bleckley","166","0","1"
"18-29 years","Bleckley","332","0","6"
"30-39 years","Bleckley","205","1","5"
"40-49 years","Bleckley","186","1","2"
"50-59 years","Bleckley","171","4","9"
"60-69 years","Bleckley","125","9","15"
"70-79 years","Bleckley","84","8","15"
"80 & Older years","Bleckley","66","18","14"
"<1 years","Bleckley","10","0","0"
"Unknown years","Bleckley","1","0","0"
"01-04 years","Brantley","49","0","0"
"05-09 years","Brantley","88","0","0"
"10-17 years","Brantley","265","0","1"
"18-29 years","Brantley","457","0","5"
"30-39 years","Brantley","346","3","8"
"40-49 years","Brantley","326","5","20"
"50-59 years","Brantley","343","17","35"
"60-69 years","Brantley","246","16","41"
"70-79 years","Brantley","165","25","45"
"80 & Older years","Brantley","67","14","18"
"<1 years","Brantley","9","0","0"
"Unknown years","Brantley","4","0","0"
"01-04 years","Brooks","49","0","1"
"05-09 years","Brooks","69","0","0"
"10-17 years","Brooks","157","0","0"
"18-29 years","Brooks","326","0","4"
"30-39 years","Brooks","257","1","10"
"40-49 years","Brooks","246","2","16"
"50-59 years","Brooks","272","7","33"
"60-69 years","Brooks","171","12","29"
"70-79 years","Brooks","140","17","27"
"80 & Older years","Brooks","84","19","22"
"<1 years","Brooks","21","0","0"
"Unknown years","Brooks","1","0","0"
"01-04 years","Bryan","197","0","0"
"05-09 years","Bryan","316","0","2"
"10-17 years","Bryan","805","0","4"
"18-29 years","Bryan","1267","1","20"
"30-39 years","Bryan","1130","4","29"
"40-49 years","Bryan","1080","5","52"
"50-59 years","Bryan","753","8","56"
"60-69 years","Bryan","460","18","66"
"70-79 years","Bryan","268","19","98"
